#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1184|SZUA-1184_00001	K08307	[EC:4.2.2.-]	mltD, dniR	membrane-bound lytic murein transglycosylase D	05E9H@bactNOG,0QHZG@gproNOG,16Q6H@proNOG,COG0741@NOG	Lytic Murein transglycosylase			SZUA-1184_1:c(1414..3030)	Membrane-bound lytic murein transglycosylase D	K08307	K08307		K08307	K08309
Candidatus_bacterium_SZUA-1184|SZUA-1184_00806					08WJM@bactNOG,09EIH@bctoNOG,0P9Z9@flaNOG,11KWI@NOG				SZUA-1184_147:c(9647..10150)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00807					08ZI6@bactNOG,0BE0F@bproNOG,11NX0@NOG,17CNN@proNOG	FMN-binding domain-containing protein			SZUA-1184_147:c(10134..10712)	Electron transport complex subunit RsxG					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00808					079HR@bactNOG,0XQB1@NOG,174FU@proNOG	Phosphate-Selective Porin O and P			SZUA-1184_147:c(10760..11827)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00809	K02014		TC.FEV.OM	iron complex outermembrane recepter protein	08IA5@bactNOG,0F70S@cloNOG,0P663@firmNOG,COG4771@NOG	TonB-dependent Receptor Plug Domain			SZUA-1184_148:c(1028..3238)	TonB-dependent receptor SusC	K02014			K02014	K19611
Candidatus_bacterium_SZUA-1184|SZUA-1184_00810									SZUA-1184_148:c(3307..3699)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00811	K00290	[EC:1.5.1.7]	LYS1	saccharopine dehydrogenase (NAD+, L-lysine forming)	05EG6@bactNOG,0QIHP@gproNOG,16T08@proNOG,COG3268@NOG	Saccharopine dehydrogenase			SZUA-1184_149:c(178..1356)	Putative trans-acting enoyl reductase	K00290			K00290	K12445
Candidatus_bacterium_SZUA-1184|SZUA-1184_00812					067DZ@bactNOG,09IFZ@bctoNOG,12A9U@NOG				SZUA-1184_149:1468..2097	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00813					065UF@bactNOG,09IQ5@bctoNOG,12BR3@NOG	YceI			SZUA-1184_149:2099..2620	Protein YceI					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00814	K21883	[EC:1.1.1.401]	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)	07FW0@bactNOG,0B9ZY@bproNOG,16TTT@proNOG,COG1028@NOG	Short-chain dehydrogenase reductase SDR			SZUA-1184_149:c(2765..3508)	putative oxidoreductase	K21883				K21883
Candidatus_bacterium_SZUA-1184|SZUA-1184_00815					023UZ@aproNOG,0682M@bactNOG,17RMV@proNOG,COG5436@NOG				SZUA-1184_149:c(3505..4059)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00816									SZUA-1184_149:c(4061..4657)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00817									SZUA-1184_149:c(4654..5049)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00818					05DEP@bactNOG,0XPUV@NOG	Arylsulfotransferase (ASST)			SZUA-1184_149:5126..7486	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00819	K01760	[EC:4.4.1.8]	metC	cystathionine beta-lyase	05C28@bactNOG,COG0626@NOG	cystathionine			SZUA-1184_149:7506..8669	Cystathionine gamma-synthase	K01760	K01760		K01739	K21173
Candidatus_bacterium_SZUA-1184|SZUA-1184_00820									SZUA-1184_149:c(8703..9320)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00821	K01591	[EC:4.1.1.23]	pyrF	orotidine-5'-phosphate decarboxylase	0KS2C@eurNOG,0RFPC@halNOG,COG0284@NOG,arCOG00081@arNOG	OMP decarboxylase			SZUA-1184_149:9352..10212	Orotidine 5'-phosphate decarboxylase	K01591	K01591		K01591	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00822	K18930		dld	D-lactate dehydrogenase	00639@aciNOG,07RHJ@bactNOG,COG0247@NOG,COG0277@NOG	FAD linked oxidases, C-terminal domain			SZUA-1184_150:7..1395	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	K18930	K18930		K18930	K21836
Candidatus_bacterium_SZUA-1184|SZUA-1184_00823					088SY@bactNOG,0XVCM@NOG,1APEU@spiNOG	FecR protein			SZUA-1184_150:1482..3752	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00824	K02014		TC.FEV.OM	iron complex outermembrane recepter protein	05C27@bactNOG,099F3@bctoNOG,0XNNV@NOG	TonB-dependent Receptor Plug			SZUA-1184_151:c(157..3087)	TonB-dependent receptor SusC	K02014			K02014	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00825									SZUA-1184_152:575..838	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00826									SZUA-1184_152:3869..4045	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00827									SZUA-1184_152:6050..6286	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00828									SZUA-1184_152:7802..8083	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00829					05X93@bactNOG,0GHUK@delNOG,0HIFW@dproNOG,124JK@NOG,17M6C@proNOG				SZUA-1184_153:1321..2430	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00830					08YMZ@bactNOG,0GEFJ@delNOG,0HF0I@dproNOG,11SKS@NOG,17A93@proNOG				SZUA-1184_153:2443..3273	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00831	K13996	[EC:5.3.4.1]	EPS1	protein disulfide-isomerase	05KJP@bactNOG,0QTPY@gproNOG,17JNZ@proNOG,COG0526@NOG	Redoxin domain protein			SZUA-1184_153:3292..4014	Sporulation thiol-disulfide oxidoreductase A	K13996				K13996
Candidatus_bacterium_SZUA-1184|SZUA-1184_00832					07N6P@bactNOG,0XZTC@NOG	Curli production assembly/transport component CsgG			SZUA-1184_153:4075..5157	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00833					07F8T@bactNOG,0ZIMY@NOG				SZUA-1184_154:12..1871	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00834	K07052		K07052	uncharacterized protein	006ZY@aciNOG,07KZ9@bactNOG,0Z6GT@NOG	CAAX protease self-immunity			SZUA-1184_154:2003..3022	hypothetical protein	K07052	K07052			
Candidatus_bacterium_SZUA-1184|SZUA-1184_00835	K03307		TC.SSS	solute:Na+ symporter, SSS family	07S25@bactNOG,0CZAA@chlNOG,COG0591@NOG	Na solute symporter			SZUA-1184_155:c(334..2634)	Sodium/glucose cotransporter	K03307			K03307	K20989
Candidatus_bacterium_SZUA-1184|SZUA-1184_00836	K13996	[EC:5.3.4.1]	EPS1	protein disulfide-isomerase	08R5Q@bactNOG,09DQQ@bctoNOG,COG0526@NOG	alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen			SZUA-1184_156:c(238..831)	Thiol-disulfide oxidoreductase ResA	K13996				K13996
Candidatus_bacterium_SZUA-1184|SZUA-1184_00837					05FG5@bactNOG,09FVM@bctoNOG,11QWT@NOG	Redoxin			SZUA-1184_156:c(840..1157)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00838									SZUA-1184_156:c(1167..1331)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00839	K00817	[EC:2.6.1.9]	hisC	histidinol-phosphate aminotransferase	05CIH@bactNOG,0EPZG@cloNOG,0NDRI@firmNOG,COG0079@NOG	Imidazole acetol-phosphate transaminase			SZUA-1184_156:c(1359..2843)	Histidinol-phosphate aminotransferase	K00817	K00817		K00817	K04720
Candidatus_bacterium_SZUA-1184|SZUA-1184_00840									SZUA-1184_156:c(2786..3814)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00841	K00547	[EC:2.1.1.10]	mmuM, BHMT2	homocysteine S-methyltransferase	00D8D@actNOG,07RGN@bactNOG,COG2040@NOG	homocysteine			SZUA-1184_156:c(3866..4750)	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase	K00547			K00547	K21169
Candidatus_bacterium_SZUA-1184|SZUA-1184_00842	K07116	[EC:3.5.1.97]	pvdQ, quiP	acyl-homoserine-lactone acylase	07SQI@bactNOG,0GC0M@delNOG,0HDI7@dproNOG,16URZ@proNOG,COG2366@NOG	penicillin acylase family protein			SZUA-1184_156:c(4770..6869)	Glutaryl-7-aminocephalosporanic-acid acylase	K07116	K07116		K01434	K07116
Candidatus_bacterium_SZUA-1184|SZUA-1184_00843	K11259	[EC:2.2.1.-]	ILVBL	acetolactate synthase-like protein	05CFN@bactNOG,COG0028@NOG	oxalyl-CoA decarboxylase			SZUA-1184_156:c(6866..8590)	Acetolactate synthase large subunit IlvG	K11259	K11259	K11259	K01652	K21428
Candidatus_bacterium_SZUA-1184|SZUA-1184_00844	K03716	[EC:4.1.99.14]	splB	spore photoproduct lyase	05F6S@bactNOG,0GB6A@delNOG,0I2Z4@eproNOG,16R5X@proNOG,COG1533@NOG	Inherit from delNOG: radical SAM domain protein			SZUA-1184_156:c(8648..9958)	Spore photoproduct lyase	K03716	K03716		K03716	K03716
Candidatus_bacterium_SZUA-1184|SZUA-1184_00845	K07126		K07126	uncharacterized protein	05VJX@bactNOG,0QMZJ@gproNOG,127QI@NOG,17M18@proNOG	repeat protein			SZUA-1184_156:c(10066..12927)	hypothetical protein	K07126			K07126	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00846									SZUA-1184_156:c(12947..13042)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00847	K10804	[EC:3.1.2.-][EC:3.1.1.5]	tesA	acyl-CoA thioesterase I	090N1@bactNOG,154GN@plaNOG,COG2755@NOG	Lipolytic protein G-D-S-L family			SZUA-1184_156:c(13062..13724)	hypothetical protein	K10804				K10804
Candidatus_bacterium_SZUA-1184|SZUA-1184_00848	K03307		TC.SSS	solute:Na+ symporter, SSS family	080NJ@bactNOG,0R76H@gproNOG,16WCE@proNOG,COG0591@NOG	Sodium:solute symporter family			SZUA-1184_156:c(13766..15643)	putative symporter YodF	K03307	K03307		K03307	K20989
Candidatus_bacterium_SZUA-1184|SZUA-1184_00849					07S3P@bactNOG,0ZVC6@NOG,1DHA8@verNOG,1DMKP@verrNOG	Nucleotidyl transferase			SZUA-1184_156:c(15740..16624)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00850	K00849	[EC:2.7.1.6]	galK	galactokinase	0862X@bactNOG,09S5F@bctoNOG,0FVGB@cytNOG,COG0153@NOG	GHMP kinase			SZUA-1184_156:c(16649..17620)	Galactokinase	K00849	K00849		K00849	K00849
Candidatus_bacterium_SZUA-1184|SZUA-1184_00851	K03307		TC.SSS	solute:Na+ symporter, SSS family	07QWV@bactNOG,1DHRB@verNOG,1DNH2@verrNOG,COG0591@NOG	Sodium:solute symporter family			SZUA-1184_156:c(17686..19416)	Sodium/glucose cotransporter	K03307			K03307	K20989
Candidatus_bacterium_SZUA-1184|SZUA-1184_00852					05EPC@bactNOG,09ASR@bctoNOG,0FVT7@cytNOG,0XP5M@NOG	Oxidoreductase family, NAD-binding Rossmann fold			SZUA-1184_156:c(19420..20772)	Alpha-N-acetylgalactosaminidase					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00853	K03307		TC.SSS	solute:Na+ symporter, SSS family	COG4146@NOG	solute carrier family 5 (sodium glucose cotransporter), member			SZUA-1184_156:c(20807..22435)	putative symporter YidK	K03307	K03307		K03307	K03307
Candidatus_bacterium_SZUA-1184|SZUA-1184_00854	K01190	[EC:3.2.1.23]	lacZ	beta-galactosidase	05CNT@bactNOG,COG3250@NOG	hydrolase family 2			SZUA-1184_156:c(22457..25633)	Beta-galactosidase	K01190	K01190		K01190	K12111
Candidatus_bacterium_SZUA-1184|SZUA-1184_00855	K14286	[EC:4.2.3.2]	AGXT2L1, ETNPPL	ethanolamine-phosphate phospho-lyase	0365N@artNOG,09UQW@biNOG,0STAP@inNOG,0V5QG@meNOG,12R3R@opiNOG,COG0160@NOG,KOG1403@euNOG	Alanine-glyoxylate aminotransferase			SZUA-1184_156:c(25640..26119)	Isoleucine 2-epimerase	K14286	K14286		K14286	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00856	K14286	[EC:4.2.3.2]	AGXT2L1, ETNPPL	ethanolamine-phosphate phospho-lyase	05C8Y@bactNOG,09AW9@bctoNOG,0P8H4@flaNOG,COG0160@NOG,COG2334@NOG	Aminotransferase			SZUA-1184_156:c(26204..26941)	2,2-dialkylglycine decarboxylase	K14286	K14286		K00823	K02204
Candidatus_bacterium_SZUA-1184|SZUA-1184_00857	K00823	[EC:2.6.1.19]	puuE	4-aminobutyrate aminotransferase	COG0160@NOG,COG2334@NOG	Homoserine Kinase			SZUA-1184_156:c(26948..27277)	hypothetical protein	K00823			K00823	K02204
Candidatus_bacterium_SZUA-1184|SZUA-1184_00858									SZUA-1184_157:2937..3362	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00859									SZUA-1184_157:3597..4289	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00860									SZUA-1184_157:7627..7842	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00861	K00134	[EC:1.2.1.12]	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase	05C17@bactNOG,0QIP7@gproNOG,16PMS@proNOG,COG0057@NOG	Catalyzes the NAD-dependent conversion of D-erythrose 4- phosphate to 4-phosphoerythronate (By similarity)			SZUA-1184_158:c(171..1172)	Glyceraldehyde-3-phosphate dehydrogenase	K00134	K00134		K00134	K03472
Candidatus_bacterium_SZUA-1184|SZUA-1184_00862	K00134	[EC:1.2.1.12]	GAPDH, gapA	glyceraldehyde 3-phosphate dehydrogenase	05C17@bactNOG,0EP6Z@cloNOG,0ND79@firmNOG,COG0057@NOG	Glyceraldehyde-3-phosphate dehydrogenase, type I			SZUA-1184_158:c(1172..2125)	Glyceraldehyde-3-phosphate dehydrogenase	K00134	K00134		K00134	K03472
Candidatus_bacterium_SZUA-1184|SZUA-1184_00863	K00872	[EC:2.7.1.39]	thrB1	homoserine kinase	07RDY@bactNOG,099J4@bctoNOG,0FVNX@cytNOG,COG0083@NOG	Catalyzes the ATP-dependent phosphorylation of L- homoserine to L-homoserine phosphate (By similarity)			SZUA-1184_158:2355..3290	Homoserine kinase	K00872	K00872		K00872	K00872
Candidatus_bacterium_SZUA-1184|SZUA-1184_00864	K01733	[EC:4.2.3.1]	thrC	threonine synthase	05D98@bactNOG,09A3V@bctoNOG,0FV2V@cytNOG,COG0498@NOG	Threonine synthase			SZUA-1184_158:3296..4579	Threonine synthase	K01733	K01733		K01733	K15527
Candidatus_bacterium_SZUA-1184|SZUA-1184_00865	K01758	[EC:4.4.1.1]	CTH	cystathionine gamma-lyase	05C28@bactNOG,0FJTT@cyaNOG,COG0626@NOG	cystathionine gamma-synthase			SZUA-1184_158:4589..5731	Cystathionine beta-lyase	K01758		K01758	K01739	K21173
Candidatus_bacterium_SZUA-1184|SZUA-1184_00866	K01915	[EC:6.3.1.2]	glnA, GLUL	glutamine synthetase	00GNM@actNOG,07R5B@bactNOG,COG0174@NOG	glutamine synthetase			SZUA-1184_158:c(5972..6982)	Glutamine synthetase	K01915	K01915		K01915	K20712
Candidatus_bacterium_SZUA-1184|SZUA-1184_00867	K03719		lrp	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	05F7P@bactNOG,09F23@bctoNOG,COG1522@NOG	transcriptional regulator, AsnC family			SZUA-1184_158:c(7016..7471)	HTH-type transcriptional regulator LrpC	K03719	K03719		K03719	K15782
Candidatus_bacterium_SZUA-1184|SZUA-1184_00868	K00865	[EC:2.7.1.165]	glxK, garK	glycerate 2-kinase	05BZW@bactNOG,0QM2X@gproNOG,16SJK@proNOG,COG1929@NOG	Glycerate kinase			SZUA-1184_158:c(7688..8815)	Glycerate 3-kinase	K00865	K00865	K00865	K00865	K00865
Candidatus_bacterium_SZUA-1184|SZUA-1184_00869	K03299		TC.GNTP	gluconate:H+ symporter, GntP family	05C6Z@bactNOG,0QJY8@gproNOG,16QZT@proNOG,COG2610@NOG	Gluconate transporter			SZUA-1184_158:c(8846..10204)	D-serine transporter DsdX	K03299	K03299		K03299	K16321
Candidatus_bacterium_SZUA-1184|SZUA-1184_00870									SZUA-1184_158:10363..10656	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00871					05JDV@bactNOG,11J3A@NOG,17DKJ@proNOG	3'-5' exonuclease			SZUA-1184_158:10677..11264	Ribonuclease D					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00872	K12410	[EC:3.5.1.-]	npdA	NAD-dependent deacetylase	05NDF@bactNOG,0D0XH@chlNOG,COG0846@NOG	silent information regulator protein Sir2			SZUA-1184_158:11287..12012	NAD-dependent protein deacylase	K12410	K12410		K12410	K12410
Candidatus_bacterium_SZUA-1184|SZUA-1184_00873	K02669		pilT	twitching motility protein PilT	05CZX@bactNOG,0B748@bproNOG,16QGP@proNOG,COG2805@NOG	twitching motility protein			SZUA-1184_159:c(202..1254)	Twitching mobility protein	K02669	K02669		K02669	K02670
Candidatus_bacterium_SZUA-1184|SZUA-1184_00874	K02650		pilA	type IV pilus assembly protein PilA	061XP@bactNOG,0FPQ0@cyaNOG,COG2165@NOG	secretion pathway protein			SZUA-1184_159:c(1254..1673)	Fimbrial protein	K02650	K02650		K02650	K10930
Candidatus_bacterium_SZUA-1184|SZUA-1184_00875	K21832		gbcB	glycine betaine catabolism B	0719R@bactNOG,0GBN0@delNOG,0HD4Y@dproNOG,177D6@proNOG,COG1018@NOG	nad-dependent oxidoreductase			SZUA-1184_159:c(1877..2722)	1,2-phenylacetyl-CoA epoxidase, subunit E	K21832				K21832
Candidatus_bacterium_SZUA-1184|SZUA-1184_00876	K00325	[EC:1.6.1.2]	pntB	NAD(P) transhydrogenase subunit beta	05C15@bactNOG,0FKCG@cyaNOG,COG1282@NOG	The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity)			SZUA-1184_159:c(2818..4191)	NAD(P) transhydrogenase subunit beta	K00325	K00325	K00325	K00325	K00325
Candidatus_bacterium_SZUA-1184|SZUA-1184_00877	K00324	[EC:1.6.1.2]	pntA	NAD(P) transhydrogenase subunit alpha	05W8H@bactNOG,0FP0N@cyaNOG,COG3288@NOG	nicotinamide nucleotide transhydrogenase, subunit alpha			SZUA-1184_159:c(4199..4477)	NAD(P) transhydrogenase subunit alpha	K00324	K00324		K00322	K00324
Candidatus_bacterium_SZUA-1184|SZUA-1184_00878	K00324	[EC:1.6.1.2]	pntA	NAD(P) transhydrogenase subunit alpha	08IIE@bactNOG,0FUSU@cyaNOG,COG3288@NOG	transhydrogenase, subunit alpha			SZUA-1184_159:c(4474..5640)	NAD(P) transhydrogenase subunit alpha part 1	K00324	K00324		K00324	K00324
Candidatus_bacterium_SZUA-1184|SZUA-1184_00879	K07304	[EC:1.8.4.11]	msrA	peptide-methionine (S)-S-oxide reductase	08H1N@bactNOG,09SKQ@bctoNOG,0G0BF@cytNOG,COG0225@NOG	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine (By similarity)			SZUA-1184_159:5830..6351	Peptide methionine sulfoxide reductase MsrA	K07304	K07304		K07304	K12267
Candidatus_bacterium_SZUA-1184|SZUA-1184_00880	K00831	[EC:2.6.1.52]	serC, PSAT1	phosphoserine aminotransferase	05DXJ@bactNOG,COG1932@NOG	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine (By similarity)			SZUA-1184_159:c(6353..7435)	Phosphoserine aminotransferase	K00831	K00831		K00831	K00831
Candidatus_bacterium_SZUA-1184|SZUA-1184_00881									SZUA-1184_159:c(7556..7921)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00882	K00108	[EC:1.1.99.1]	betA, CHDH	choline dehydrogenase	05CZ6@bactNOG,09APP@bctoNOG,0FVMA@cytNOG,COG2303@NOG	Choline dehydrogenase			SZUA-1184_160:c(1692..3278)	Alcohol dehydrogenase [acceptor]	K00108			K00108	K21166
Candidatus_bacterium_SZUA-1184|SZUA-1184_00883	K01620	[EC:4.1.2.48]	ltaE	threonine aldolase	05C5W@bactNOG,0GBE5@delNOG,0HBTU@dproNOG,16Q6P@proNOG,COG2008@NOG	Aldolase			SZUA-1184_161:942..1979	L-allo-threonine aldolase	K01620	K01620	K01620	K01620	K20801
Candidatus_bacterium_SZUA-1184|SZUA-1184_00884	K00681	[EC:2.3.2.2][EC:3.4.19.13]	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase	05CFB@bactNOG,0QK63@gproNOG,16Q9D@proNOG,COG0405@NOG	gamma-glutamyltranspeptidase EC 2.3.2.2			SZUA-1184_161:c(2052..3746)	Glutathione hydrolase-like YwrD proenzyme	K00681	K00681	K00681	K00681	K00681
Candidatus_bacterium_SZUA-1184|SZUA-1184_00885	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	05C3P@bactNOG,0QHQN@gproNOG,16PTH@proNOG,COG0154@NOG	Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln) (By similarity)			SZUA-1184_161:3956..5416	Acylamidase	K01426	K01426	K01426	K01426	K21801
Candidatus_bacterium_SZUA-1184|SZUA-1184_00886	K05540	[EC:1.-.-.-]	dusB	tRNA-dihydrouridine synthase B	05CEH@bactNOG,0ND84@firmNOG,0X204@negNOG,COG0042@NOG	Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs (By similarity)			SZUA-1184_161:c(5703..6695)	putative tRNA-dihydrouridine synthase	K05540			K05540	K05545
Candidatus_bacterium_SZUA-1184|SZUA-1184_00887					07N6P@bactNOG,0XZTC@NOG	Curli production assembly/transport component CsgG			SZUA-1184_161:6834..7949	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00888									SZUA-1184_162:c(851..2713)	hypothetical protein					
Candidatus_bacterium_SZUA-1184|SZUA-1184_00889	K07636	[EC:2.7.13.3]	phoR	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR	05BZU@bactNOG,0EP4V@cloNOG,0NDAC@firmNOG,0XNMH@NOG	Histidine kinase			SZUA-1184_163:7..699	Alkaline phosphatase synthesis sensor protein PhoR	K07636	K07636		K07636	
Candidatus_bacterium_SZUA-1184|SZUA-1184_00890	K02039		phoU	phosphate transport system protein	06NA5@bactNOG,0R1FM@gproNOG,0YDRE@NOG,17Z8C@proNOG	phosphate uptake regulator PhoU			SZUA-1184_163:c(700..1389)	hypothetical protein	K02039	K02039			
Candidatus_bacterium_SZUA-1184|SZUA-1184_00891	K14683		SLC34A, NPT, nptA	solute carrier family 34 (sodium-dependent phosphate cotransporter)	07SEE@bactNOG,0FQK0@cyaNOG,COG1283@NOG	Na+/Pi-cotransporter			SZUA-1184_163:c(1393..2490)	hypothetical protein	K14683	K14683		K03324	K14683
Candidatus_bacterium_SZUA-1184|SZUA-1184_00892	K22468	[EC:2.7.4.1]	ppk2	polyphosphate kinase	COG2326@NOG	Polyphosphate kinase 2			SZUA-1184_163:c(2668..3513)	Polyphosphate:ADP/GDP phosphotransferase	K22468	K22468			
Candidatus_bacterium_SZUA-1184|SZUA-1184_00893	K07093		K07093	uncharacterized protein	05E4M@bactNOG,09A1K@bctoNOG,COG3211@NOG	Bacterial protein of unknown function (DUF839)			SZUA-1184_163:c(3736..5121)	hypothetical protein	K07093	K07093		K07093	K07093
Candidatus_bacterium_SZUA-1184|SZUA-1184_00894	K07516	[EC:1.1.1.35]	fadN	3-hydroxyacyl-CoA dehydrogenase	04T3M@bacNOG,07R0H@bactNOG,0NF0I@firmNOG,COG1250@NOG	3-hydroxyacyl-CoA dehydrogenase			SZUA-1184_163:c(5124..7472)	putative 3-hydroxyacyl-CoA dehydrogenase	K07516	K07516		K07516	K18612
Candidatus_bacterium_SZUA-1184|SZUA-1184_00895	K11068		hlyIII	hemolysin III	08UT2@bactNOG,0GE5R@delNOG,0HETX@dproNOG,16QG2@proNOG,COG1272@NOG	Hemolysin III family channel protein			SZUA-1184_163:c(7493..8140)	hypothetical protein	K11068	K11068		K11068	K11068
Candidatus_bacterium_SZUA-1184|SZUA-1184_00896	K00632	[EC:2.3.1.16]	fadA, fadI	acetyl-CoA acyltransferase	05CHU@bactNOG,0QHVV@gproNOG,16PGG@proNOG,COG0183@NOG	Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed (By similarity)			SZUA-1184_163:c(8147..9277)	3-ketoacyl-CoA thiolase	K00632	K00632		K00632	K07823
Candidatus_bacterium_SZUA-1184|SZUA-1184_00897	K00248	[EC:1.3.8.1]	ACADS, bcd	butyryl-CoA dehydrogenase	003P2@aciNOG,05C1G@bactNOG,COG1960@NOG	Dehydrogenase			SZUA-1184_163:c(9287..11074)	putative acyl-CoA dehydrogenase	K00248			K00248	K22027
Candidatus_bacterium_SZUA-1184|SZUA-1184_00898					08VMU@bactNOG,0F3QC@cloNOG,0NI7X@firmNOG,11IEI@NOG	transcriptional regulator			SZUA-1184_163:c(11088..11684)	Fatty acid metabolism regulator protein					
