#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00001	K01939	[EC:6.3.4.4]	purA, ADSS	adenylosuccinate synthase	05C91@bactNOG,0GAN7@delNOG,0I2ZP@eproNOG,16PIX@proNOG,COG0104@NOG	Plays an important role in the de novo pathway of purine nucleotide biosynthesis			SZUA-1327_1:634..1896	Adenylosuccinate synthetase	K01939	K01939	K01939	K01939	K01939
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00579	K08884	[EC:2.7.11.1]	K08884	serine/threonine protein kinase, bacterial	07SGC@bactNOG,0GCIH@delNOG,0I2UZ@eproNOG,16S8Y@proNOG,COG0515@NOG,COG0631@NOG	PP2Cc			SZUA-1327_102:c(444..2063)	Serine/threonine-protein kinase StkP	K08884			K08884	K20074
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00580	K02575		NRT, narK, nrtP, nasA	MFS transporter, NNP family, nitrate/nitrite transporter	05DQQ@bactNOG,0GB0S@delNOG,0I2XC@eproNOG,16PJ2@proNOG,COG2223@NOG	Nitrate transporter			SZUA-1327_102:c(2050..3315)	Nitrate transporter	K02575	K02575		K02575	K10850
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00581									SZUA-1327_102:c(3305..3418)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00582	K12287		mshQ	MSHA biogenesis protein MshQ	07QKY@bactNOG,0GAR1@delNOG,0I2P1@eproNOG,0ZVCN@NOG,16UKM@proNOG				SZUA-1327_102:4011..6563	hypothetical protein	K12287			K12287	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00583					05GI4@bactNOG,0GCJV@delNOG,0I3CB@eproNOG,0XSF1@NOG,174HN@proNOG	Inherit from delNOG: Cytochrome c			SZUA-1327_102:6578..8941	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00584	K02160		accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	05KM4@bactNOG,0GEJS@delNOG,0I3UP@eproNOG,17C5M@proNOG,COG0511@NOG	biotin carboxyl carrier protein			SZUA-1327_102:8981..9439	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	K02160	K02160	K02160	K02160	K20140
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00585					08UMD@bactNOG,0GE07@delNOG,0I45W@eproNOG,11JEA@NOG,17C0T@proNOG				SZUA-1327_103:58..642	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00586	K01928	[EC:6.3.2.13]	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	07EEN@bactNOG,0GC2F@delNOG,0I2P5@eproNOG,16UKP@proNOG,COG0769@NOG	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan (By similarity)			SZUA-1327_103:639..1934	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	K01928	K01928	K01928	K01928	K15792
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00587	K02946		RP-S10, MRPS10, rpsJ	small subunit ribosomal protein S10	08Z10@bactNOG,0GER4@delNOG,0I3WV@eproNOG,17CDQ@proNOG,COG0051@NOG	Involved in the binding of tRNA to the ribosomes (By similarity)			SZUA-1327_103:2061..2372	30S ribosomal protein S10	K02946	K02946	K02946	K02946	K02969
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00588	K02906		RP-L3, MRPL3, rplC	large subunit ribosomal protein L3	05EEE@bactNOG,0GAVJ@delNOG,0I2MM@eproNOG,16SCH@proNOG,COG0087@NOG	50s ribosomal protein l3			SZUA-1327_103:2382..2963	50S ribosomal protein L3	K02906	K02906	K02906	K02906	K02925
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00589					05NNI@bactNOG,0GFQM@delNOG,0I42Q@eproNOG,11UBF@NOG,17HAJ@proNOG				SZUA-1327_104:6..299	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00590	K07277		SAM50, TOB55, bamA	outer membrane protein insertion porin family	05E1Z@bactNOG,0GB9B@delNOG,0I349@eproNOG,16QB0@proNOG,COG4775@NOG	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane (By similarity)			SZUA-1327_104:337..2556	Outer membrane protein assembly factor BamA	K07277	K07277		K07277	K07277
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00591	K03182	[EC:4.1.1.98]	ubiD	4-hydroxy-3-polyprenylbenzoate decarboxylase	05D3H@bactNOG,0GAKZ@delNOG,0I2R2@eproNOG,16PD9@proNOG,COG0043@NOG	3-octaprenyl-4-hydroxybenzoate carboxy-lyase			SZUA-1327_104:2565..4394	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	K03182	K03182		K03182	K20039
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00592									SZUA-1327_104:c(4386..4649)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00593	K01772	[EC:4.99.1.1][EC:4.99.1.9]	hemH, FECH	protoporphyrin/coproporphyrin ferrochelatase	05CFX@bactNOG,0GATQ@delNOG,0I2Y4@eproNOG,16PPJ@proNOG,COG0276@NOG	Catalyzes the ferrous insertion into protoporphyrin IX (By similarity)			SZUA-1327_105:c(1508..2422)	Ferrochelatase	K01772	K01772		K01772	K01772
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00594	K05807		bamD	outer membrane protein assembly factor BamD	0901F@bactNOG,0GESB@delNOG,0I3UZ@eproNOG,17CEY@proNOG,COG4105@NOG	(Lipo)protein			SZUA-1327_105:c(2431..3069)	Outer membrane protein assembly factor BamD	K05807			K05807	K05807
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00595	K04096		smf	DNA processing protein	05C79@bactNOG,0GBH2@delNOG,0I3PC@eproNOG,16Q42@proNOG,COG0758@NOG	DNA processing protein			SZUA-1327_105:c(3066..3668)	DNA processing protein DprA	K04096	K04096		K04096	K04096
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00596									SZUA-1327_106:173..403	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00597									SZUA-1327_106:c(355..696)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00598									SZUA-1327_106:c(707..1285)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00599									SZUA-1327_106:c(1282..1560)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00600									SZUA-1327_106:c(1569..2024)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00601	K02428	[EC:3.6.1.66]	rdgB	XTP/dITP diphosphohydrolase	08V82@bactNOG,0GE1E@delNOG,0I3R9@eproNOG,16S67@proNOG,COG0127@NOG	Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)			SZUA-1327_106:c(2060..2659)	dITP/XTP pyrophosphatase	K02428	K02428		K02428	K02428
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00602	K00413		CYC1, CYT1, petC	ubiquinol-cytochrome c reductase cytochrome c1 subunit	08K4F@bactNOG,0GBRU@delNOG,0I2ZW@eproNOG,16SEM@proNOG,COG2857@NOG	Ubiquinol cytochrome C oxidoreductase, cytochrome C1 subunit			SZUA-1327_106:c(2729..3574)	hypothetical protein	K00413	K00413	K00413	K00413	K00413
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00603	K00412		CYTB, petB	ubiquinol-cytochrome c reductase cytochrome b subunit	05DJ5@bactNOG,0GAJ4@delNOG,0I2PQ@eproNOG,16Q8I@proNOG,COG1290@NOG	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)			SZUA-1327_106:c(3574..4836)	Cytochrome b	K00412	K00412	K00412	K00410	K15879
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00604	K00411	[EC:1.10.2.2]	UQCRFS1, RIP1, petA	ubiquinol-cytochrome c reductase iron-sulfur subunit	07ZIS@bactNOG,0GDX8@delNOG,0I3X4@eproNOG,16W3G@proNOG,COG0723@NOG	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is a respiratory chain that generates an electrochemical potential coupled to ATP synthesis (By similarity)			SZUA-1327_106:c(4849..5349)	Ubiquinol-cytochrome c reductase iron-sulfur subunit	K00411	K00411		K00411	K15878
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00605									SZUA-1327_106:5450..8047	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00606	K07090		K07090	uncharacterized protein	07ZDD@bactNOG,0GEMH@delNOG,0I3YD@eproNOG,16W9H@proNOG,COG0730@NOG	integral membrane protein			SZUA-1327_106:8056..8802	hypothetical protein	K07090	K07090	K07090	K07090	K07090
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00607	K03685	[EC:3.1.26.3]	rnc, DROSHA, RNT1	ribonuclease III	08ZBM@bactNOG,0GAX2@delNOG,0I2UE@eproNOG,16Q36@proNOG,COG0571@NOG	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Also processes some mRNAs, and tRNAs when they are encoded in the rRNA operon (By similarity)			SZUA-1327_106:8822..9505	Ribonuclease 3	K03685	K03685		K03685	K03685
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00608	K07107	[EC:3.1.2.-]	ybgC	acyl-CoA thioester hydrolase	07YD3@bactNOG,0GRWB@delNOG,0I420@eproNOG,16XDD@proNOG,COG0824@NOG	thioesterase			SZUA-1327_106:9495..9860	Acyl-CoA thioesterase YbgC	K07107	K07107		K01075	K12500
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00609					0613S@bactNOG,0GGVW@delNOG,0I4I2@eproNOG,1272A@NOG,17NAK@proNOG				SZUA-1327_106:9905..10150	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00610	K02400		flhA	flagellar biosynthesis protein FlhA	05D7B@bactNOG,0GBF7@delNOG,0I388@eproNOG,16Q1T@proNOG,COG1298@NOG	Flagellar biosynthesis protein flhA			SZUA-1327_107:c(1358..2794)	Flagellar biosynthesis protein FlhA	K02400	K02400		K02400	K03230
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00611					060DJ@bactNOG,0EW3P@cloNOG,0NP8N@firmNOG,0Y056@NOG				SZUA-1327_108:c(71..514)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00612	K00099	[EC:1.1.1.267]	dxr	1-deoxy-D-xylulose-5-phosphate reductoisomerase	05CEA@bactNOG,0GAWA@delNOG,0I2SN@eproNOG,16Q1Q@proNOG,COG0743@NOG	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4-phosphate (MEP) (By similarity)			SZUA-1327_108:634..1695	1-deoxy-D-xylulose 5-phosphate reductoisomerase	K00099	K00099	K00099	K00099	K00099
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00613	K00817	[EC:2.6.1.9]	hisC	histidinol-phosphate aminotransferase	05CIH@bactNOG,0GB4P@delNOG,0I2GD@eproNOG,16QKB@proNOG,COG0079@NOG	Imidazole acetol-phosphate transaminase			SZUA-1327_108:1735..2829	Histidinol-phosphate aminotransferase	K00817	K00817		K00817	K04720
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00614	K02409		fliF	flagellar M-ring protein FliF	05C1F@bactNOG,0GAVK@delNOG,0I2TD@eproNOG,16PD6@proNOG,COG1766@NOG	The M ring may be actively involved in energy transduction (By similarity)			SZUA-1327_108:2845..4587	Flagellar M-ring protein	K02409	K02409		K02409	K03222
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00615					08UY6@bactNOG,0GESA@delNOG,0I3WE@eproNOG,17G5V@proNOG,COG4665@NOG	tripartite ATP-independent periplasmic transporter, DctQ component			SZUA-1327_108:4584..5051	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00616	K00979	[EC:2.7.7.38]	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	05CET@bactNOG,0ESUI@cloNOG,0P31V@firmNOG,COG1212@NOG	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria (By similarity)			SZUA-1327_109:258..983	3-deoxy-manno-octulosonate cytidylyltransferase	K00979	K00979		K00979	K00979
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00617									SZUA-1327_109:971..1213	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00618	K03975		dedA	membrane-associated protein	05KHU@bactNOG,0GBMQ@delNOG,0I3MC@eproNOG,17FPG@proNOG,COG0586@NOG	integral membrane protein			SZUA-1327_109:c(1203..1763)	Inner membrane protein YohD	K03975				K03975
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00619	K01878	[EC:6.1.1.14]	glyQ	glycyl-tRNA synthetase alpha chain	07QIB@bactNOG,0GAUX@delNOG,0I2J6@eproNOG,16PEX@proNOG,COG0752@NOG	glycyl-tRNA synthetase subunit alpha (EC 6.1.1.14)			SZUA-1327_109:c(1764..2624)	Glycine--tRNA ligase alpha subunit	K01878	K01878		K01878	K01878
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00620	K01879	[EC:6.1.1.14]	glyS	glycyl-tRNA synthetase beta chain	05C38@bactNOG,0GAIR@delNOG,0I2G7@eproNOG,16QPX@proNOG,COG0751@NOG	Glycyl-tRNA synthetase beta subunit			SZUA-1327_109:c(2618..4636)	Glycine--tRNA ligase beta subunit	K01879	K01879		K01879	K01879
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00621									SZUA-1327_110:3..314	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00622					071WW@bactNOG,0GPGK@delNOG,0I5M7@eproNOG,0YZAW@NOG,183JS@proNOG				SZUA-1327_110:c(324..812)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00623	K17052		clrC, serC	complex iron-sulfur molybdoenzyme family reductase subunit gamma	08W9U@bactNOG,0GM1Y@delNOG,0I56V@eproNOG,11KJ7@NOG,17YW5@proNOG	EB_dh			SZUA-1327_110:c(813..2021)	Cytochrome c6	K17052			K17052	
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00624	K00371	[EC:1.7.5.1][EC:1.7.99.-]	narH, narY, nxrB	nitrate reductase / nitrite oxidoreductase, beta subunit	07QWJ@bactNOG,0GCC5@delNOG,0I56E@eproNOG,16PZC@proNOG,COG1140@NOG	Inherit from delNOG: Nitrate reductase			SZUA-1327_110:c(2021..3127)	Dimethylsulfide dehydrogenase subunit beta	K00371			K00371	K08346
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00625	K00370	[EC:1.7.5.1][EC:1.7.99.-]	narG, narZ, nxrA	nitrate reductase / nitrite oxidoreductase, alpha subunit	05CRU@bactNOG,0GD8J@delNOG,16RFI@proNOG,COG0243@NOG	Nitrate reductase, alpha subunit			SZUA-1327_110:c(3138..6032)	Dimethylsulfide dehydrogenase subunit alpha	K00370			K00370	K21307
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00626	K01011	[EC:2.8.1.1][EC:2.8.1.2]	TST, MPST, sseA	thiosulfate/3-mercaptopyruvate sulfurtransferase	05HGM@bactNOG,0GS43@delNOG,0I55D@eproNOG,16RM5@proNOG,COG2897@NOG	RHOD			SZUA-1327_110:c(6039..7175)	Thiosulfate sulfurtransferase	K01011	K01011		K01011	K21028
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00627	K03893		arsB	arsenical pump membrane protein	05DN9@bactNOG,0GB6I@delNOG,0I32R@eproNOG,16R7M@proNOG,COG1055@NOG	antiporter, nhad family			SZUA-1327_110:7391..8704	Na(+)/H(+) antiporter NhaD	K03893				K03893
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00628	K03593		mrp, NUBPL	ATP-binding protein involved in chromosome partitioning	05D1F@bactNOG,0GE89@delNOG,0I4ZH@eproNOG,16Q4N@proNOG,COG0489@NOG	ParA/MinD ATPase like			SZUA-1327_111:c(587..1621)	Iron-sulfur cluster carrier protein	K03593	K03593		K03593	K16692
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00629	K02469	[EC:5.99.1.3]	gyrA	DNA gyrase subunit A	05C24@bactNOG,0GAZZ@delNOG,0I2YM@eproNOG,16QAH@proNOG,COG0188@NOG	DNA gyrase negatively supercoils closed circular double- stranded DNA in an ATP-dependent manner and also catalyzes the interconversion of other topological isomers of double-stranded DNA rings, including catenanes and knotted rings (By similarity)			SZUA-1327_111:1698..4118	DNA gyrase subunit A	K02469	K02469		K02469	K03164
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00630	K21586	[EC:2.4.1.343]	wclR	UDP-Gal:alpha-D-GlcNAc-diphosphoundecaprenol alpha-1,3-galactosyltransferase	07YEH@bactNOG,COG0438@NOG	Glycosyl Transferase			SZUA-1327_112:c(836..1948)	N-acetyl-alpha-D-glucosaminyl L-malate synthase	K21586				K21586
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00631	K01627	[EC:2.5.1.55]	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	07S4B@bactNOG,0G5EY@defNOG,COG2877@NOG	ec 2.5.1.55			SZUA-1327_112:c(1950..2729)	2-dehydro-3-deoxyphosphooctonate aldolase	K01627	K01627		K01627	K01627
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00632									SZUA-1327_112:c(2738..2878)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00633	K03642		rlpA	rare lipoprotein A	05K6T@bactNOG,0GD9V@delNOG,0I3GC@eproNOG,17FDB@proNOG,COG0797@NOG	rare lipoprotein a			SZUA-1327_113:c(265..1443)	Endolytic peptidoglycan transglycosylase RlpA	K03642	K03642		K03642	K03642
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00634	K08307	[EC:4.2.2.-]	mltD, dniR	membrane-bound lytic murein transglycosylase D	05E9H@bactNOG,0GAQ9@delNOG,0I2N7@eproNOG,16Q6H@proNOG,COG0741@NOG	regulatory protein dnir			SZUA-1327_113:c(1433..2686)	Membrane-bound lytic murein transglycosylase D	K08307	K08307		K08307	K08309
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00635	K03424	[EC:3.1.21.-]	tatD	TatD DNase family protein	05F8V@bactNOG,0GAVC@delNOG,0I2T7@eproNOG,16Q01@proNOG,COG0084@NOG	hydrolase, TatD family			SZUA-1327_113:c(2689..3453)	D-aminoacyl-tRNA deacylase	K03424	K03424	K03424	K03424	K03424
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00636	K07042		ybeY, yqfG	probable rRNA maturation factor	080V7@bactNOG,0GFRY@delNOG,0I43H@eproNOG,16WXK@proNOG,COG0319@NOG	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA (By similarity)			SZUA-1327_114:c(205..624)	Endoribonuclease YbeY	K07042	K07042		K07042	K07042
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00637					06IV0@bactNOG,0GJ71@delNOG,0I4TE@eproNOG,0Y2FU@NOG,17TKU@proNOG				SZUA-1327_114:689..1204	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00638	K03753		mobB	molybdopterin-guanine dinucleotide biosynthesis adapter protein	05FNP@bactNOG,0GE0T@delNOG,0I3S6@eproNOG,17ANT@proNOG,COG1763@NOG	molybdopterin-guanine dinucleotide biosynthesis protein			SZUA-1327_114:1205..1696	Molybdopterin-guanine dinucleotide biosynthesis adapter protein	K03753	K03753		K03753	K13818
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00639	K03841	[EC:3.1.3.11]	FBP, fbp	fructose-1,6-bisphosphatase I	05CZI@bactNOG,0GBG1@delNOG,0I3AE@eproNOG,16PFJ@proNOG,COG0158@NOG	D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1			SZUA-1327_114:1698..2534	Fructose-1,6-bisphosphatase class 1	K03841	K03841	K03841	K01086	K03841
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00640					06962@bactNOG,0GICQ@delNOG,0I4R9@eproNOG,0XXPV@NOG,17SGB@proNOG				SZUA-1327_114:2527..2709	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00641					05ZX9@bactNOG,0GHWP@delNOG,0I4HQ@eproNOG,128J1@NOG,17NYE@proNOG				SZUA-1327_115:1..597	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00642	K04744		lptD, imp, ostA	LPS-assembly protein	07R01@bactNOG,0GBCA@delNOG,0I325@eproNOG,16UVG@proNOG,COG1452@NOG	organic solvent tolerance protein			SZUA-1327_115:c(594..2723)	LPS-assembly protein LptD	K04744	K04744		K04744	K04744
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00643					05Y76@bactNOG,0GHCU@delNOG,0I4IX@eproNOG,17KDE@proNOG,COG1714@NOG	RDD protein			SZUA-1327_115:c(2713..3168)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00644	K00013	[EC:1.1.1.23]	hisD	histidinol dehydrogenase	05CEK@bactNOG,0GARY@delNOG,0I2V0@eproNOG,16PHT@proNOG,COG0141@NOG	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine (By similarity)			SZUA-1327_115:c(3168..4463)	Histidinol dehydrogenase	K00013	K00013	K00013	K00013	K15509
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00645	K05795		terD	tellurium resistance protein TerD	06FN3@bactNOG,0FN73@cyaNOG,COG2310@NOG	Stress protein			SZUA-1327_115:4680..5243	General stress protein 16U	K05795	K05795		K05795	K05795
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00646									SZUA-1327_115:5252..5725	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00647	K00859	[EC:2.7.1.24]	coaE	dephospho-CoA kinase	08ZQD@bactNOG,0GD2V@delNOG,0I3ZE@eproNOG,179UJ@proNOG,COG0237@NOG	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A (By similarity)			SZUA-1327_115:c(5718..6314)	Dephospho-CoA kinase	K00859	K00859		K00859	K00859
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00648	K00797	[EC:2.5.1.16]	speE, SRM	spermidine synthase	084QV@bactNOG,0GH6G@delNOG,0I486@eproNOG,16XGC@proNOG,COG0421@NOG	Catalyzes the production of spermidine from putrescine and decarboxylated S-adenosylmethionine (dcSAM), which serves as an aminopropyl donor (By similarity)			SZUA-1327_115:c(6316..6843)	Polyamine aminopropyltransferase	K00797	K00797		K00797	K00802
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00649					05D4I@bactNOG,09C6X@bctoNOG,0P943@flaNOG,COG4487@NOG	Uncharacterized protein conserved in bacteria (DUF2130)			SZUA-1327_115:c(6894..8141)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00650									SZUA-1327_115:c(8150..8572)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00651	K03060	[EC:2.7.7.6]	rpoZ	DNA-directed RNA polymerase subunit omega	0692R@bactNOG,0GINH@delNOG,0I4KK@eproNOG,17SDW@proNOG,COG1758@NOG	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits (By similarity)			SZUA-1327_116:c(880..1101)	DNA-directed RNA polymerase subunit omega	K03060			K03060	K03060
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00652	K09903	[EC:2.7.4.22]	pyrH	uridylate kinase	05C41@bactNOG,0GAJB@delNOG,0I2NB@eproNOG,16Q8Q@proNOG,COG0528@NOG	Catalyzes the reversible phosphorylation of UMP to UDP (By similarity)			SZUA-1327_116:c(1102..1821)	Uridylate kinase	K09903	K09903		K09903	K09903
Campylobacterales_bacterium_SZUA-1327|SZUA-1327_00653	K02956		RP-S15, MRPS15, rpsO	small subunit ribosomal protein S15	05K77@bactNOG,0GFSX@delNOG,0I468@eproNOG,17FJ8@proNOG,COG0184@NOG	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it helps nucleate assembly of the platform of the 30S subunit by binding and bridging several RNA helices of the 16S rRNA (By similarity)			SZUA-1327_116:c(1824..2099)	30S ribosomal protein S15	K02956	K02956	K02956	K02956	K02956
