#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_00001					05PN5@bactNOG,0FMVY@cyaNOG,11YV8@NOG	Aldolase_II			SZUA-1433_1:82..522	Methylthioribulose-1-phosphate dehydratase					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01070	K03550	[EC:3.6.4.12]	ruvA	holliday junction DNA helicase RuvA	05KA4@bactNOG,0GE5F@delNOG,0I3NZ@eproNOG,17A0C@proNOG,COG0632@NOG	The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB (By similarity)			SZUA-1433_194:8750..9226	Holliday junction ATP-dependent DNA helicase RuvA	K03550	K03550		K03550	K03550
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01071	K01921	[EC:6.3.2.4]	ddl	D-alanine-D-alanine ligase	05CPF@bactNOG,0GB0C@delNOG,0I2WY@eproNOG,16S5K@proNOG,COG1181@NOG	Cell wall formation (By similarity)			SZUA-1433_194:9236..10267	D-alanine--D-alanine ligase	K01921	K01921	K01921	K00075	K18856
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01072					065V0@bactNOG,0GHMM@delNOG,0I4DS@eproNOG,129WV@NOG,17P7W@proNOG	Inherit from delNOG: type II secretion system protein			SZUA-1433_194:10376..10705	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01073					08IE9@bactNOG,0GSXE@delNOG,0I6A6@eproNOG,172PJ@proNOG,COG4664@NOG	trap dicarboxylate transporter dctm subunit			SZUA-1433_194:c(10734..12014)	C4-dicarboxylate TRAP transporter large permease protein DctM					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01074					05CG6@bactNOG,0GBED@delNOG,0I32P@eproNOG,16PBP@proNOG,COG4664@NOG,COG4665@NOG	Tripartite ATP-independent periplasmic transporters, DctQ component			SZUA-1433_194:c(12026..12514)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01075	K01609	[EC:4.1.1.48]	trpC	indole-3-glycerol phosphate synthase	05DK0@bactNOG,0GARV@delNOG,0I34A@eproNOG,16RB3@proNOG,COG0134@NOG	Indole-3-glycerol phosphate synthase			SZUA-1433_194:c(12511..13296)	Indole-3-glycerol phosphate synthase	K01609	K01609		K01609	K13501
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01076	K20543		bcsC	cellulose synthase operon protein C	07Z0M@bactNOG,0GRV3@delNOG,0I3N9@eproNOG,16W2Z@proNOG,COG0457@NOG	ATP-dependent nuclease			SZUA-1433_194:c(13293..14588)	Lipopolysaccharide assembly protein B	K20543				K20543
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01077	K06940		K06940	uncharacterized protein	05QTX@bactNOG,0GFM4@delNOG,0I41I@eproNOG,17GJX@proNOG,COG0727@NOG	Pfam:UPF0153			SZUA-1433_194:c(14567..14815)	hypothetical protein	K06940	K06940		K06940	K06940
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01078	K15460	[EC:2.1.1.223]	yfiC, trmX	tRNA1Val (adenine37-N6)-methyltransferase	07U2V@bactNOG,0GF3A@delNOG,0I3S2@eproNOG,173NW@proNOG,COG4123@NOG	Ribosomal protein L11 methyltransferase (PrmA)			SZUA-1433_194:c(14929..15624)	Ribosomal RNA small subunit methyltransferase C	K15460			K15460	K15460
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01079	K00979	[EC:2.7.7.38]	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	05CET@bactNOG,0GB9M@delNOG,0I3I4@eproNOG,16PUI@proNOG,COG1212@NOG	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria (By similarity)			SZUA-1433_194:15668..16384	8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase	K00979	K00979	K00979	K00979	K00979
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01080					05BZU@bactNOG,0GCCF@delNOG,0XNMH@NOG,16S4F@proNOG	Diguanylate cyclase			SZUA-1433_194:16678..17232	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01081	K02065		mlaF, linL, mkl	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	05DHJ@bactNOG,0GDAZ@delNOG,0I3GG@eproNOG,16RVG@proNOG,COG1127@NOG	abc transporter atp-binding protein			SZUA-1433_194:c(17227..17973)	putative ribonucleotide transport ATP-binding protein mkl	K02065	K02065		K02065	K02065
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01082	K02493	[EC:2.1.1.297]	hemK, prmC, HEMK	release factor glutamine methyltransferase	05EQY@bactNOG,0GDW1@delNOG,0I3NW@eproNOG,16RMB@proNOG,COG2890@NOG	protoporphyrinogen oxidase			SZUA-1433_194:c(17976..18761)	Release factor glutamine methyltransferase	K02493	K02493		K02493	K21515
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01083	K06013	[EC:3.4.24.84]	STE24	STE24 endopeptidase	05C2Y@bactNOG,0GBGY@delNOG,0I37R@eproNOG,16T9H@proNOG,COG0501@NOG	zinc-metallo protease			SZUA-1433_194:c(18751..19959)	Protease HtpX	K06013	K06013	K06013	K06013	K07387
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01084	K04084	[EC:1.8.1.8]	dsbD	thiol:disulfide interchange protein DsbD	05CSG@bactNOG,0GBI2@delNOG,0I3C7@eproNOG,16Q8D@proNOG,COG4232@NOG	Thiol disulfide interchange protein DsbD			SZUA-1433_194:c(19963..21108)	Thiol:disulfide interchange protein DsbD	K04084	K04084		K04084	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01085	K00428	[EC:1.11.1.5]	E1.11.1.5	cytochrome c peroxidase	05CA0@bactNOG,0GBEF@delNOG,0I2WE@eproNOG,16PNN@proNOG,COG1858@NOG	Cytochrome c551 peroxidase			SZUA-1433_195:22..876	Cytochrome c551 peroxidase	K00428	K00428		K00428	K20933
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01086					02AMN@aproNOG,05XEK@bactNOG,124UJ@NOG,17MAB@proNOG	HicB family			SZUA-1433_195:c(898..1128)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01087					05U0V@bactNOG,0QTHT@gproNOG,11XJ2@NOG,17MDK@proNOG	PINc			SZUA-1433_195:c(1125..1547)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01088	K03437		spoU	RNA methyltransferase, TrmH family	05FCS@bactNOG,0GDBH@delNOG,0I3HT@eproNOG,17ETQ@proNOG,COG0566@NOG	tRNA rRNA methyltransferase			SZUA-1433_195:c(1634..2167)	putative tRNA/rRNA methyltransferase	K03437			K03437	K21514
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01089	K09769		K09769	uncharacterized protein	05D48@bactNOG,0GBVR@delNOG,0I39G@eproNOG,16Q0Z@proNOG,COG1692@NOG	Metallophosphoesterase			SZUA-1433_196:1113..1925	2',3'-cyclic-nucleotide 2'-phosphodiesterase	K09769	K09769		K09769	K09769
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01090	K07457		K07457	endonuclease III related protein	08VTX@bactNOG,0GE24@delNOG,0I3MS@eproNOG,17A2R@proNOG,COG2231@NOG	endonuclease III			SZUA-1433_196:1915..2565	Endonuclease III	K07457	K07457	K07457	K07457	K07457
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01091									SZUA-1433_196:2562..2789	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01092	K14652	[EC:4.1.99.12][EC:3.5.4.25]	ribBA	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II	05C66@bactNOG,0GB89@delNOG,0I2JS@eproNOG,16Q65@proNOG,COG0108@NOG,COG0807@NOG	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate (By similarity)			SZUA-1433_196:c(2786..3805)	Riboflavin biosynthesis protein RibBA	K14652	K14652	K14652	K02858	K14652
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01094	K03699		tlyC	putative hemolysin	05C37@bactNOG,0G56C@defNOG,COG1253@NOG	Transporter associated domain			SZUA-1433_197:c(126..1385)	hypothetical protein	K03699			K03699	K03699
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01095									SZUA-1433_197:1684..2247	ATP-dependent zinc metalloprotease FtsH					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01096	K12267	[EC:1.8.4.11][EC:1.8.4.12]	msrAB	peptide methionine sulfoxide reductase msrA/msrB	05E0X@bactNOG,0CZWI@chlNOG,COG0225@NOG,COG0229@NOG	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine (By similarity)			SZUA-1433_198:32..958	Peptide methionine sulfoxide reductase MsrA	K12267	K12267	K07305	K07305	K12267
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01097									SZUA-1433_198:c(1027..1776)	Chromosome partition protein Smc					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01098									SZUA-1433_198:c(1779..2615)	Chromosome partition protein Smc					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01099	K03286		TC.OOP	OmpA-OmpF porin, OOP family	05CDV@bactNOG,0QSU0@gproNOG,16QB9@proNOG,COG2885@NOG	OmpA MotB domain-containing protein			SZUA-1433_198:c(2617..3573)	Outer membrane porin F	K03286			K03286	K21218
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01100	K07300		chaA, CAX	Ca2+:H+ antiporter	05EWV@bactNOG,0GCJF@delNOG,0I3F7@eproNOG,16TJJ@proNOG,COG0387@NOG	Sodium calcium exchanger membrane region			SZUA-1433_198:c(3637..4716)	Sodium-potassium/proton antiporter ChaA	K07300	K07300		K07300	K07300
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01101					05GI4@bactNOG,0GCJV@delNOG,0I3CB@eproNOG,0XSF1@NOG,174HN@proNOG	Inherit from delNOG: Cytochrome c			SZUA-1433_198:c(4762..5163)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01102	K02051		ABC.SN.S	NitT/TauT family transport system substrate-binding protein	07T8Y@bactNOG,0GCZ9@delNOG,0I3E8@eproNOG,0XQ5N@NOG,16RS1@proNOG	substrate-binding protein			SZUA-1433_199:c(395..877)	hypothetical protein	K02051	K02051		K02051	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01103	K08970		rcnA	nickel/cobalt exporter	05D7X@bactNOG,0GGSH@delNOG,0I57G@eproNOG,16QRP@proNOG,COG2215@NOG	High-affinity nickel-transport protein			SZUA-1433_199:1317..1919	hypothetical protein	K08970			K08970	K08970
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01104					05W5R@bactNOG,0GK1K@delNOG,0I550@eproNOG,122UY@NOG,17YP8@proNOG				SZUA-1433_199:2124..2369	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01105					06N20@bactNOG,0GKC4@delNOG,0I4V0@eproNOG,0YDF5@NOG,17Z49@proNOG				SZUA-1433_199:2398..3345	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01106	K00784	[EC:3.1.26.11]	rnz	ribonuclease Z	05IES@bactNOG,0GCTN@delNOG,0I2SB@eproNOG,16RV7@proNOG,COG1234@NOG	Zinc phosphodiesterase, which displays some tRNA 3'- processing endonuclease activity. Probably involved in tRNA maturation, by removing a 3'-trailer from precursor tRNA (By similarity)			SZUA-1433_199:c(3272..4258)	Ribonuclease Z	K00784	K00784	K00784	K00784	K00784
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01107	K02346	[EC:2.7.7.7]	dinB	DNA polymerase IV	05CQ3@bactNOG,0GBJ6@delNOG,0I3CY@eproNOG,16Q89@proNOG,COG0389@NOG	DNA polymerase			SZUA-1433_199:4325..5599	DNA polymerase IV	K02346	K02346		K02346	K14161
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01108					08QD1@bactNOG,0ZI5H@NOG,18CM2@proNOG	Inherit from bactNOG: Membrane			SZUA-1433_199:5620..7422	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01109	K07787		cusA, silA	Cu(I)/Ag(I) efflux system membrane protein CusA/SilA	07QWZ@bactNOG,0GBU7@delNOG,0I2SV@eproNOG,16V7P@proNOG,COG3696@NOG	AcrB/AcrD/AcrF family			SZUA-1433_199:c(7419..10520)	Cation efflux system protein CusA	K07787	K07787	K07787	K07239	K15726
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01110	K08984		yjdF	putative membrane protein	08R5S@bactNOG,0GE5N@delNOG,0I4YW@eproNOG,178QM@proNOG,COG3647@NOG	Predicted membrane protein (DUF2238)			SZUA-1433_199:c(10557..11183)	Inner membrane protein YjdF	K08984	K08984		K08984	K08984
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01111									SZUA-1433_199:c(11282..12151)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01112									SZUA-1433_199:c(12214..12765)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01113									SZUA-1433_199:c(12772..12936)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01114					07VV0@bactNOG,09BSI@bctoNOG,0P9CT@flaNOG,0YJWX@NOG	Inherit from bctoNOG: lvivd repeat-containing protein			SZUA-1433_199:c(12936..13709)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01115					07VV0@bactNOG,09BSI@bctoNOG,0P9CT@flaNOG,0YJWX@NOG	Inherit from bctoNOG: lvivd repeat-containing protein			SZUA-1433_199:c(13719..14219)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01116	K21603		ftcR	two-component system, OmpR family, flagellar system response regulator FtcR	0901X@bactNOG,0GF09@delNOG,0I3W0@eproNOG,17D4Q@proNOG,COG0745@NOG	regulatoR			SZUA-1433_199:14306..14998	Transcriptional activator protein CzcR	K21603				K21603
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01117	K02486	[EC:2.7.13.3]	K02486	two-component system, sensor kinase	05ES5@bactNOG,0GAQF@delNOG,0I4WA@eproNOG,16R7G@proNOG,COG5000@NOG	Histidine kinase			SZUA-1433_199:14991..16385	Sensor protein FixL	K02486			K02486	K13598
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01118	K21636	[EC:1.1.98.6]	nrdD	ribonucleoside-triphosphate reductase (formate)	05CJD@bactNOG,0GAV9@delNOG,0I30V@eproNOG,16T5N@proNOG,COG1328@NOG	anaerobic ribonucleoside triphosphate reductase			SZUA-1433_199:16486..17325	Anaerobic ribonucleoside-triphosphate reductase	K21636	K21636		K00527	K21636
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01119	K21636	[EC:1.1.98.6]	nrdD	ribonucleoside-triphosphate reductase (formate)	05CJD@bactNOG,0GAV9@delNOG,0I30V@eproNOG,16T5N@proNOG,COG1328@NOG	anaerobic ribonucleoside triphosphate reductase			SZUA-1433_199:17342..17794	hypothetical protein	K21636	K21636		K00527	K21636
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01120	K00797	[EC:2.5.1.16]	speE, SRM	spermidine synthase	084QV@bactNOG,0GH6G@delNOG,0I486@eproNOG,16XGC@proNOG,COG0421@NOG	Catalyzes the production of spermidine from putrescine and decarboxylated S-adenosylmethionine (dcSAM), which serves as an aminopropyl donor (By similarity)			SZUA-1433_199:18026..18835	Polyamine aminopropyltransferase	K00797	K00797	K00797	K00797	K00802
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01121	K00859	[EC:2.7.1.24]	coaE	dephospho-CoA kinase	08ZQD@bactNOG,0GD2V@delNOG,0I3ZE@eproNOG,179UJ@proNOG,COG0237@NOG	Catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A (By similarity)			SZUA-1433_199:18825..19418	Dephospho-CoA kinase	K00859	K00859	K00859	K00859	K00859
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01122					07UQA@bactNOG,0ZW0H@NOG,174AN@proNOG	PBS lyase HEAT domain protein repeat-containing protein			SZUA-1433_200:27..332	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01123	K00575	[EC:2.1.1.80]	cheR	chemotaxis protein methyltransferase CheR	05BZU@bactNOG,0GAK2@delNOG,0I3K2@eproNOG,0XNMH@NOG,16RUM@proNOG	Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP (By similarity)			SZUA-1433_200:336..1160	Chemotaxis protein methyltransferase	K00575	K00575		K00575	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01124	K03413		cheY	two-component system, chemotaxis family, chemotaxis protein CheY	08ZC7@bactNOG,0GEM2@delNOG,17C7V@proNOG,COG0784@NOG	response regulator receiver protein			SZUA-1433_200:1362..1736	Chemotaxis protein CheY	K03413	K03413		K03413	K21025
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01125									SZUA-1433_200:1733..2104	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01126	K03413		cheY	two-component system, chemotaxis family, chemotaxis protein CheY	08ZC7@bactNOG,0GEQ0@delNOG,17C7V@proNOG,COG0784@NOG	response regulator receiver protein			SZUA-1433_200:2116..2490	Chemotaxis protein CheY	K03413	K03413		K03413	K21025
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01127	K03407	[EC:2.7.13.3]	cheA	two-component system, chemotaxis family, sensor kinase CheA	05CBS@bactNOG,16PR1@proNOG,COG0643@NOG	CheA signal transduction histidine kinase			SZUA-1433_200:2487..4892	Chemotaxis protein CheA	K03407	K03407		K03407	K13490
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01128									SZUA-1433_200:4903..5169	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01129	K03407	[EC:2.7.13.3]	cheA	two-component system, chemotaxis family, sensor kinase CheA	05BZU@bactNOG,0GAXM@delNOG,0I514@eproNOG,0XNMH@NOG,16PBK@proNOG	PAS PAC sensor signal transduction histidine kinase			SZUA-1433_200:5170..6741	Virulence sensor protein BvgS	K03407			K03407	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01130	K03412	[EC:3.1.1.61][EC:3.5.1.44]	cheB	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase	05HEY@bactNOG,0GF44@delNOG,0I3ZD@eproNOG,17EX7@proNOG,COG0784@NOG	Response regulator receiver domain			SZUA-1433_200:6719..8056	CAI-1 autoinducer sensor kinase/phosphatase CqsS	K03412			K03412	K21025
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01131	K07173	[EC:4.4.1.21]	luxS	S-ribosylhomocysteine lyase	06762@bactNOG,0GDC1@delNOG,0I3HJ@eproNOG,16R59@proNOG,COG1854@NOG	Involved in the synthesis of autoinducer 2 (AI-2) which is secreted by bacteria and is used to communicate both the cell density and the metabolic potential of the environment. The regulation of gene expression in response to changes in cell density is called quorum sensing. Catalyzes the transformation of S-ribosylhomocysteine (RHC) to homocysteine (HC) and 4,5- dihydroxy-2,3-pentadione (DPD) (By similarity)			SZUA-1433_201:c(907..1422)	S-ribosylhomocysteine lyase	K07173	K07173	K07173	K07173	K07173
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01132					05E8W@bactNOG,0GC84@delNOG,0I3EA@eproNOG,0XR8J@NOG,16S8R@proNOG				SZUA-1433_202:147..446	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01133					05E8W@bactNOG,0GC84@delNOG,0I3EA@eproNOG,0XR8J@NOG,16S8R@proNOG				SZUA-1433_202:460..1293	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01134	K01409	[EC:2.3.1.234]	KAE1, tsaD, QRI7	N6-L-threonylcarbamoyladenine synthase	05CPM@bactNOG,0GC0R@delNOG,0I2N8@eproNOG,16Q7G@proNOG,COG0533@NOG	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)			SZUA-1433_202:1303..2289	tRNA N6-adenosine threonylcarbamoyltransferase	K01409	K01409	K01409	K01409	K15904
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01135					05YDS@bactNOG,0GG7Z@delNOG,0I4BJ@eproNOG,126FA@NOG,17N1P@proNOG	integral membrane protein			SZUA-1433_202:c(2266..2745)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01136									SZUA-1433_203:c(197..439)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01137									SZUA-1433_203:c(578..697)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01138					05XM8@bactNOG,0GGSG@delNOG,0I4E6@eproNOG,127KA@NOG,17QPZ@proNOG				SZUA-1433_203:c(675..935)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01139									SZUA-1433_203:1229..1864	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01140	K01338	[EC:3.4.21.53]	lon	ATP-dependent Lon protease	07QHJ@bactNOG,0GB68@delNOG,0I4X5@eproNOG,1729U@proNOG,COG4930@NOG	Lon protease (S16) C-terminal proteolytic domain			SZUA-1433_203:c(1913..3937)	Lon protease	K01338	K01338		K01338	
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01141					05DP3@bactNOG,0GCJQ@delNOG,0I523@eproNOG,0XQ4Q@NOG,16SYU@proNOG	PglZ domain			SZUA-1433_203:c(3947..5191)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01142	K03216	[EC:2.1.1.207]	trmL, cspR	tRNA (cytidine/uridine-2'-O-)-methyltransferase	08UIQ@bactNOG,0GDY5@delNOG,0I3PJ@eproNOG,179ME@proNOG,COG0219@NOG	Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide (By similarity)			SZUA-1433_204:c(14..466)	tRNA (cytidine(34)-2'-O)-methyltransferase	K03216	K03216		K00566	K03216
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01143	K01433	[EC:3.5.1.10]	purU	formyltetrahydrofolate deformylase	05CIY@bactNOG,0GB4K@delNOG,0I2KI@eproNOG,16PZY@proNOG,COG0788@NOG	formyltetrahydrofolate deformylase			SZUA-1433_204:c(466..1299)	Formyltetrahydrofolate deformylase	K01433	K01433	K01433	K00974	K01433
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01144	K07001		K07001	NTE family protein	05D78@bactNOG,09AVB@bctoNOG,0FWY4@cytNOG,COG1752@NOG	K07001 NTE family protein			SZUA-1433_204:c(1296..2051)	putative NTE family protein	K07001	K07001		K07001	K14676
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01145					069PA@bactNOG,0GIFB@delNOG,0I4M1@eproNOG,0XUXY@NOG,17SUT@proNOG				SZUA-1433_204:c(2039..2320)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01146					05SR9@bactNOG,0GG3Q@delNOG,0I48G@eproNOG,11Z9E@NOG,17IJZ@proNOG				SZUA-1433_204:c(2311..2538)	hypothetical protein					
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01147	K00052	[EC:1.1.1.85]	leuB, IMDH	3-isopropylmalate dehydrogenase	05C0C@bactNOG,0GBWU@delNOG,0I2G3@eproNOG,16PC5@proNOG,COG0473@NOG	Catalyzes the oxidation of 3-carboxy-2-hydroxy-4- methylpentanoate (3-isopropylmalate) to 3-carboxy-4-methyl-2- oxopentanoate. The product decarboxylates to 4-methyl-2 oxopentanoate (By similarity)			SZUA-1433_204:c(2545..3612)	3-isopropylmalate dehydrogenase	K00052	K00052		K00052	K17753
Campylobacterales_bacterium_SZUA-1433|SZUA-1433_01148	K09797		K09797	uncharacterized protein	07WEC@bactNOG,0D0P9@chlNOG,COG2859@NOG	Protein of unknown function (DUF541)			SZUA-1433_205:680..898	hypothetical protein	K09797			K09797	K09797
