#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_sp_SZUA-1058|SZUA-1058_00001	K05592	[EC:3.6.4.13]	deaD, cshA	ATP-dependent RNA helicase DeaD	05C1J@bactNOG,0QI2F@gproNOG,16PDE@proNOG,COG0513@NOG	ATP-dependent RNA helicase			SZUA-1058_1:54..1805	ATP-dependent RNA helicase DeaD	K05592	K05592	K05592	K05592	K18692
Candidatus_sp_SZUA-1058|SZUA-1058_00461	K02911		RP-L32, MRPL32, rpmF	large subunit ribosomal protein L32	05VGS@bactNOG,0QVQQ@gproNOG,17JTQ@proNOG,COG0333@NOG	50s ribosomal protein l32			SZUA-1058_162:c(602..805)	50S ribosomal protein L32	K02911	K02911		K02911	K02911
Candidatus_sp_SZUA-1058|SZUA-1058_00462	K07040		K07040	uncharacterized protein	05FCQ@bactNOG,0QJ5F@gproNOG,16Q8S@proNOG,COG1399@NOG	metal-binding, possibly nucleic acid-binding protein			SZUA-1058_162:c(809..1330)	Large ribosomal RNA subunit accumulation protein YceD	K07040	K07040		K07040	K07040
Candidatus_sp_SZUA-1058|SZUA-1058_00463									SZUA-1058_163:4..669	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00464									SZUA-1058_163:676..1230	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00465									SZUA-1058_163:1227..1640	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00466									SZUA-1058_163:c(2393..2611)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00467	K02170	[EC:3.1.1.85]	bioH	pimeloyl-[acyl-carrier protein] methyl ester esterase	05D3C@bactNOG,0QIUT@gproNOG,16SB3@proNOG,COG0596@NOG	The physiological role of BioH is to remove the methyl group introduced by BioC when the pimeloyl moiety is complete. It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway through the hydrolysis of the ester bonds of pimeloyl-ACP esters (By similarity)			SZUA-1058_164:115..438	Pimeloyl-[acyl-carrier protein] methyl ester esterase	K02170			K02170	K21821
Candidatus_sp_SZUA-1058|SZUA-1058_00468	K01588	[EC:5.4.99.18]	purE	5-(carboxyamino)imidazole ribonucleotide mutase	08UM6@bactNOG,0QQUG@gproNOG,179U6@proNOG,COG0041@NOG	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR) (By similarity)			SZUA-1058_164:521..1009	N5-carboxyaminoimidazole ribonucleotide mutase	K01588	K01588	K01588	K01588	K01588
Candidatus_sp_SZUA-1058|SZUA-1058_00469	K01589	[EC:6.3.4.18]	purK	5-(carboxyamino)imidazole ribonucleotide synthase	05CY8@bactNOG,0QJCU@gproNOG,16QET@proNOG,COG0026@NOG	Phosphoribosylaminoimidazole carboxylase ATPase subunit			SZUA-1058_164:1013..2101	N5-carboxyaminoimidazole ribonucleotide synthase	K01589	K01589		K01589	K01589
Candidatus_sp_SZUA-1058|SZUA-1058_00470									SZUA-1058_164:c(2109..2486)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00471	K18917	[EC:1.20.4.3]	mrx1	mycoredoxin	05KRB@bactNOG,0QTQU@gproNOG,17FD0@proNOG,COG0695@NOG	Glutaredoxin			SZUA-1058_164:c(2509..2877)	hypothetical protein	K18917				K18917
Candidatus_sp_SZUA-1058|SZUA-1058_00472	K01491	[EC:1.5.1.5][EC:3.5.4.9]	folD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	05CN0@bactNOG,0QI3P@gproNOG,16QKC@proNOG,COG0190@NOG	Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate (By similarity)			SZUA-1058_164:c(2874..3707)	Bifunctional protein FolD protein	K01491	K01491		K01491	K01491
Candidatus_sp_SZUA-1058|SZUA-1058_00473	K00979	[EC:2.7.7.38]	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	05CET@bactNOG,0QII1@gproNOG,16PUI@proNOG,COG1212@NOG	Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria (By similarity)			SZUA-1058_164:c(3704..4441)	3-deoxy-manno-octulosonate cytidylyltransferase	K00979	K00979		K00979	K00979
Candidatus_sp_SZUA-1058|SZUA-1058_00474	K09791		K09791	uncharacterized protein	05W49@bactNOG,0R8T9@gproNOG,17JS5@proNOG,COG2835@NOG	UPF0434 protein			SZUA-1058_164:c(4441..4611)	hypothetical protein	K09791	K09791		K09791	K09791
Candidatus_sp_SZUA-1058|SZUA-1058_00475	K00912	[EC:2.7.1.130]	lpxK	tetraacyldisaccharide 4'-kinase	05CHD@bactNOG,0QIQM@gproNOG,16PXU@proNOG,COG1663@NOG	Transfers the gamma-phosphate of ATP to the 4'-position of a tetraacyldisaccharide 1-phosphate intermediate (termed DS-1- P) to form tetraacyldisaccharide 1,4'-bis-phosphate (lipid IVA) (By similarity)			SZUA-1058_164:c(4608..5576)	Tetraacyldisaccharide 4'-kinase	K00912	K00912		K00912	K00912
Candidatus_sp_SZUA-1058|SZUA-1058_00476	K09808		lolC_E	lipoprotein-releasing system permease protein	05D60@bactNOG,0QHZR@gproNOG,16QH9@proNOG,COG4591@NOG	Lipoprotein releasing system transmembrane protein			SZUA-1058_164:5630..6865	Lipoprotein-releasing system transmembrane protein LolE	K09808	K09808		K02004	K09808
Candidatus_sp_SZUA-1058|SZUA-1058_00477	K09810	[EC:3.6.3.-]	lolD	lipoprotein-releasing system ATP-binding protein	05CQU@bactNOG,0QK9F@gproNOG,16R9B@proNOG,COG1136@NOG	Part of the ABC transporter complex LolCDE involved in the translocation of mature outer membrane-directed lipoproteins, from the inner membrane to the periplasmic chaperone, LolA. Responsible for the formation of the LolA-lipoprotein complex in an ATP-dependent manner (By similarity)			SZUA-1058_164:6858..7535	Lipoprotein-releasing system ATP-binding protein LolD	K09810	K09810		K09810	K19083
Candidatus_sp_SZUA-1058|SZUA-1058_00478	K01572	[EC:4.1.1.3]	oadB	oxaloacetate decarboxylase, beta subunit	05D9Q@bactNOG,0QHSK@gproNOG,16PPY@proNOG,COG1883@NOG	decarboxylase, beta			SZUA-1058_164:c(7619..8749)	Oxaloacetate decarboxylase beta chain	K01572	K01572		K01572	K01605
Candidatus_sp_SZUA-1058|SZUA-1058_00479	K01571	[EC:4.1.1.3]	oadA	oxaloacetate decarboxylase, alpha subunit	07QSA@bactNOG,0QI2K@gproNOG,16UJ9@proNOG,COG0511@NOG,COG5016@NOG	Oxaloacetate decarboxylase			SZUA-1058_164:c(8752..10554)	Methylmalonyl-CoA carboxyltransferase 5S subunit	K01571	K01571		K01571	K20140
Candidatus_sp_SZUA-1058|SZUA-1058_00480									SZUA-1058_164:c(10558..10788)	oxaloacetate decarboxylase gamma chain					
Candidatus_sp_SZUA-1058|SZUA-1058_00482	K02518		infA	translation initiation factor IF-1	05K9U@bactNOG,0QTM8@gproNOG,17FET@proNOG,COG0361@NOG	however, it seems to stimulate more or less all the activities of the other two initiation factors, IF-2 and IF-3 (By similarity)			SZUA-1058_164:c(10910..11128)	Translation initiation factor IF-1	K02518	K02518	K02518	K02518	K03236
Candidatus_sp_SZUA-1058|SZUA-1058_00483	K00857	[EC:2.7.1.21]	tdk, TK	thymidine kinase	07104@bactNOG,0QIG3@gproNOG,16R7P@proNOG,COG1435@NOG	thymidine kinase			SZUA-1058_165:c(270..851)	Thymidine kinase	K00857	K00857	K00857	K00857	K00857
Candidatus_sp_SZUA-1058|SZUA-1058_00484	K01907	[EC:6.2.1.16]	AACS, acsA	acetoacetyl-CoA synthetase	08IQF@bactNOG,0RATA@gproNOG,172WV@proNOG,COG0365@NOG	acetoacetyl-CoA synthetase			SZUA-1058_165:c(917..2869)	Acetyl-coenzyme A synthetase	K01907	K01907		K01895	K20458
Candidatus_sp_SZUA-1058|SZUA-1058_00485	K00812	[EC:2.6.1.1]	aspB	aspartate aminotransferase	025BJ@aproNOG,07UDX@bactNOG,175Q4@proNOG,COG0436@NOG	Aminotransferase class I and II			SZUA-1058_165:c(2918..4162)	Aspartate aminotransferase	K00812	K00812		K00812	K20615
Candidatus_sp_SZUA-1058|SZUA-1058_00486					05DC4@bactNOG,0QJNZ@gproNOG,16QW6@proNOG,COG4666@NOG	TRAP transporter, 4TM 12TM fusion protein			SZUA-1058_165:c(4242..6794)	C4-dicarboxylate TRAP transporter large permease protein DctM					
Candidatus_sp_SZUA-1058|SZUA-1058_00487	K07080		K07080	uncharacterized protein	05H1G@bactNOG,0QKAG@gproNOG,16PII@proNOG,COG2358@NOG	TRAP transporter solute receptor TAXI family			SZUA-1058_165:c(6925..7650)	hypothetical protein	K07080	K07080		K07080	K07080
Candidatus_sp_SZUA-1058|SZUA-1058_00488	K07644	[EC:2.7.13.3]	cusS, copS, silS	two-component system, OmpR family, heavy metal sensor histidine kinase CusS	01T3B@aproNOG,05DAU@bactNOG,16QRZ@proNOG,COG0642@NOG	signal transduction histidine kinase			SZUA-1058_166:107..661	Alkaline phosphatase synthesis sensor protein PhoR	K07644			K07644	K20975
Candidatus_sp_SZUA-1058|SZUA-1058_00489	K18479	[EC:5.3.1.31]	yihS	sulfoquinovose isomerase	07QKS@bactNOG,0QK99@gproNOG,16R1Y@proNOG,COG2942@NOG	n-acylglucosamine 2-epimerase			SZUA-1058_166:c(668..1864)	Sulfoquinovose isomerase	K18479			K18479	K18479
Candidatus_sp_SZUA-1058|SZUA-1058_00490									SZUA-1058_166:c(1864..1965)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00491	K07113		fxsA	UPF0716 protein FxsA	0KXDR@eurNOG,COG3030@NOG,arCOG03059@arNOG	FxsA cytoplasmic membrane protein			SZUA-1058_167:321..716	hypothetical protein	K07113	K07113		K07113	
Candidatus_sp_SZUA-1058|SZUA-1058_00492	K00591	[EC:2.1.1.114][EC:2.1.1.64]	COQ3	polyprenyldihydroxybenzoate methyltransferase / 3-demethylubiquinol 3-O-methyltransferase	08S5K@bactNOG,COG2227@NOG	Methyltransferase			SZUA-1058_167:737..1456	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE	K00591				K00591
Candidatus_sp_SZUA-1058|SZUA-1058_00493	K07400		nfuA	Fe/S biogenesis protein NfuA	05IV0@bactNOG,0R10E@gproNOG,16TF5@proNOG,COG0694@NOG	Scaffold protein Nfu/NifU N terminal			SZUA-1058_167:1558..2415	Fe/S biogenesis protein NfuA	K07400	K07400			K22074
Candidatus_sp_SZUA-1058|SZUA-1058_00494									SZUA-1058_168:376..513	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00495	K00340	[EC:1.6.5.3]	nuoK	NADH-quinone oxidoreductase subunit K	080EA@bactNOG,0QS5X@gproNOG,16WAD@proNOG,COG0713@NOG	NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient (By similarity)			SZUA-1058_168:c(1289..1594)	NADH-quinone oxidoreductase subunit 11	K00340	K00340		K00340	K05576
Candidatus_sp_SZUA-1058|SZUA-1058_00496	K00339	[EC:1.6.5.3]	nuoJ	NADH-quinone oxidoreductase subunit J	07ZTH@bactNOG,0R8H8@gproNOG,16W6J@proNOG,COG0839@NOG	NADH-ubiquinone plastoquinone oxidoreductase chain 6			SZUA-1058_168:c(1591..2205)	NADH-quinone oxidoreductase subunit J	K00339	K00339		K00339	K05578
Candidatus_sp_SZUA-1058|SZUA-1058_00497	K04087	[EC:3.4.-.-]	hflC	membrane protease subunit HflC	05EPW@bactNOG,0QHPX@gproNOG,16PBV@proNOG,COG0330@NOG	hflC protein			SZUA-1058_169:107..421	Modulator of FtsH protease HflC	K04087	K04087		K04087	K17081
Candidatus_sp_SZUA-1058|SZUA-1058_00498	K02502		hisZ	ATP phosphoribosyltransferase regulatory subunit	05C49@bactNOG,0QHYS@gproNOG,16PFW@proNOG,COG3705@NOG	Required for the first step of histidine biosynthesis. May allow the feedback regulation of ATP phosphoribosyltransferase activity by histidine (By similarity)			SZUA-1058_169:431..1396	ATP phosphoribosyltransferase regulatory subunit	K02502	K02502		K02502	K02502
Candidatus_sp_SZUA-1058|SZUA-1058_00499									SZUA-1058_170:c(1678..1968)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00500					01RFD@aproNOG,07A6K@bactNOG,16QR3@proNOG,COG5476@NOG	MlrC domain protein			SZUA-1058_172:c(356..1756)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00501	K00128	[EC:1.2.1.3]	ALDH	aldehyde dehydrogenase (NAD+)	01QA3@aproNOG,05C26@bactNOG,16PDZ@proNOG,COG1012@NOG	Aldehyde dehydrogenase			SZUA-1058_172:c(1778..2350)	3-succinoylsemialdehyde-pyridine dehydrogenase	K00128	K00128		K00128	K21802
Candidatus_sp_SZUA-1058|SZUA-1058_00502	K13643		iscR	Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	08ZF1@bactNOG,0QQWA@gproNOG,179VM@proNOG,COG1959@NOG	Regulates the transcription of several operons and genes involved in the biogenesis of Fe-S clusters and Fe-S-containing proteins (By similarity)			SZUA-1058_173:c(82..519)	HTH-type transcriptional regulator IscR	K13643	K13643		K13643	K17472
Candidatus_sp_SZUA-1058|SZUA-1058_00503	K00640	[EC:2.3.1.30]	cysE	serine O-acetyltransferase	05D7W@bactNOG,0QIXU@gproNOG,16S5E@proNOG,COG1045@NOG	serine acetyltransferase			SZUA-1058_173:c(603..1292)	Serine acetyltransferase	K00640	K00640		K00640	K03819
Candidatus_sp_SZUA-1058|SZUA-1058_00504	K02517	[EC:2.3.1.241]	lpxL, htrB	Kdo2-lipid IVA lauroyltransferase	07WI0@bactNOG,0QQKC@gproNOG,17AIV@proNOG,COG1560@NOG	Lipid A Biosynthesis			SZUA-1058_173:c(1375..2217)	Lipid A biosynthesis lauroyltransferase	K02517	K02517		K02517	K12974
Candidatus_sp_SZUA-1058|SZUA-1058_00505									SZUA-1058_173:c(2220..2462)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00506	K01144	[EC:3.1.11.5]	E3.1.11.5	exodeoxyribonuclease V	07R99@bactNOG,0QJJH@gproNOG,0ZVGP@NOG,16UZM@proNOG	Inherit from proNOG: DNA helicase exodeoxyribonuclease V subunit B			SZUA-1058_174:12..638	hypothetical protein	K01144			K01144	
Candidatus_sp_SZUA-1058|SZUA-1058_00507	K00974	[EC:2.7.7.72][EC:3.1.3.-][EC:3.1.4.-]	cca	tRNA nucleotidyltransferase (CCA-adding enzyme)	05D4J@bactNOG,0QI64@gproNOG,16QMV@proNOG,COG0617@NOG	Catalyzes the addition and repair of the essential 3'- terminal CCA sequence in tRNAs without using a nucleic acid template. Adds these three nucleotides in the order of C, C, and A to the tRNA nucleotide-73, using CTP and ATP as substrates and producing inorganic pyrophosphate. Also shows phosphatase, 2'- nucleotidase and 2',3'-cyclic phosphodiesterase activities. These phosphohydrolase activities are probably involved in the repair of the tRNA 3'-CCA terminus degraded by intracellular RNases (By similarity)			SZUA-1058_174:c(603..1682)	Multifunctional CCA protein	K00974	K00974		K00970	K00974
Candidatus_sp_SZUA-1058|SZUA-1058_00508	K07305	[EC:1.8.4.12]	msrB	peptide-methionine (R)-S-oxide reductase	05E0X@bactNOG,0BDJT@bproNOG,17C80@proNOG,COG0229@NOG	Peptide-methionine (R)-S-oxide reductase			SZUA-1058_174:1737..2108	Peptide methionine sulfoxide reductase MsrB	K07305	K07305		K07305	K12267
Candidatus_sp_SZUA-1058|SZUA-1058_00509	K07090		K07090	uncharacterized protein	05HF0@bactNOG,0GBIK@delNOG,0HCTE@dproNOG,16Q5K@proNOG,COG0730@NOG	Sulfite exporter TauE/SafE			SZUA-1058_174:c(2143..2565)	hypothetical protein	K07090			K07090	K07090
Candidatus_sp_SZUA-1058|SZUA-1058_00510	K03803		rseC	sigma-E factor negative regulatory protein RseC	087DH@bactNOG,0R82B@gproNOG,16XII@proNOG,COG3086@NOG	Positive regulator of sigma E, RseC MucC			SZUA-1058_176:1191..1568	Protein RseC	K03803			K03803	K03803
Candidatus_sp_SZUA-1058|SZUA-1058_00511	K00163	[EC:1.2.4.1]	aceE	pyruvate dehydrogenase E1 component	05DAQ@bactNOG,0QIJ9@gproNOG,16PVJ@proNOG,COG2609@NOG	Component of the pyruvate dehydrogenase (PDH) complex, that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2) (By similarity)			SZUA-1058_176:1648..4299	Pyruvate dehydrogenase E1 component	K00163	K00163		K00163	K00163
Candidatus_sp_SZUA-1058|SZUA-1058_00512	K00342	[EC:1.6.5.3]	nuoM	NADH-quinone oxidoreductase subunit M	05C8S@bactNOG,0QI6E@gproNOG,16QJ3@proNOG,COG1008@NOG	subunit m			SZUA-1058_177:7..1305	NADH-quinone oxidoreductase subunit M	K00342	K00342		K00342	K15863
Candidatus_sp_SZUA-1058|SZUA-1058_00513	K03210		yajC	preprotein translocase subunit YajC	05VIE@bactNOG,0QUAC@gproNOG,17GVC@proNOG,COG1862@NOG	Preprotein translocase, subunit YajC			SZUA-1058_178:c(329..673)	Sec translocon accessory complex subunit YajC	K03210	K03210		K03210	K03210
Candidatus_sp_SZUA-1058|SZUA-1058_00514	K01875	[EC:6.1.1.11]	SARS, serS	seryl-tRNA synthetase	05CGR@bactNOG,0QI03@gproNOG,16PX9@proNOG,COG0172@NOG	Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec) (By similarity)			SZUA-1058_178:c(700..1989)	Serine--tRNA ligase	K01875	K01875		K01875	K01875
Candidatus_sp_SZUA-1058|SZUA-1058_00515	K01487	[EC:3.5.4.3]	E3.5.4.3, guaD	guanine deaminase	07QUY@bactNOG,0RAB6@gproNOG,171PC@proNOG,COG0402@NOG	Guanine deaminase			SZUA-1058_179:30..530	Guanine deaminase	K01487	K01487		K01487	K20810
Candidatus_sp_SZUA-1058|SZUA-1058_00516	K07127	[EC:3.5.2.17]	uraH, pucM, hiuH	5-hydroxyisourate hydrolase	05VT2@bactNOG,0QU5Z@gproNOG,17FQX@proNOG,COG2351@NOG	5-hydroxyisourate hydrolase			SZUA-1058_179:540..884	5-hydroxyisourate hydrolase	K07127	K07127	K07127	K07127	K07127
Candidatus_sp_SZUA-1058|SZUA-1058_00517	K13481	[EC:1.17.1.4]	xdhA	xanthine dehydrogenase small subunit	05DCJ@bactNOG,0QMQP@gproNOG,16PS5@proNOG,COG4630@NOG	Xanthine dehydrogenase			SZUA-1058_179:884..2368	4-hydroxybenzoyl-CoA reductase subunit gamma	K13481	K13481		K01474	K13481
Candidatus_sp_SZUA-1058|SZUA-1058_00518	K07335		bmpA, bmpB, tmpC	basic membrane protein A and related proteins	05DIH@bactNOG,0QMTQ@gproNOG,16RZ6@proNOG,COG1744@NOG	Basic membrane lipoprotein			SZUA-1058_180:225..1256	Membrane lipoprotein TmpC	K07335	K07335		K02058	K07335
Candidatus_sp_SZUA-1058|SZUA-1058_00519	K00851	[EC:2.7.1.12]	E2.7.1.12, gntK, idnK	gluconokinase	08Z67@bactNOG,09FKA@bctoNOG,0PANJ@flaNOG,COG3265@NOG	Carbohydrate kinase, thermoresistant glucokinase family			SZUA-1058_181:c(157..639)	Gluconokinase	K00851	K00851	K00851	K00851	K00851
Candidatus_sp_SZUA-1058|SZUA-1058_00520	K00302	[EC:1.5.3.1]	soxA	sarcosine oxidase, subunit alpha	01QMU@aproNOG,05C5K@bactNOG,16QJ8@proNOG,COG0404@NOG	aminomethyl transferase			SZUA-1058_181:c(646..2943)	4-methylaminobutanoate oxidase (formaldehyde-forming)	K00302			K00302	K15066
Candidatus_sp_SZUA-1058|SZUA-1058_00521	K02519		infB, MTIF2	translation initiation factor IF-2	07QHU@bactNOG,0QHQS@gproNOG,16PBF@proNOG,COG0532@NOG	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)			SZUA-1058_182:20..670	Translation initiation factor IF-2	K02519	K02519		K02519	K03243
Candidatus_sp_SZUA-1058|SZUA-1058_00522	K02834		rbfA	ribosome-binding factor A	05KG7@bactNOG,0QTZA@gproNOG,17FV6@proNOG,COG0858@NOG	Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Essential for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA (By similarity)			SZUA-1058_182:685..1023	Ribosome-binding factor A	K02834	K02834		K02834	K02834
Candidatus_sp_SZUA-1058|SZUA-1058_00523	K03177	[EC:5.4.99.25]	truB, PUS4, TRUB1	tRNA pseudouridine55 synthase	05D0T@bactNOG,0QIFX@gproNOG,16QHM@proNOG,COG0130@NOG	Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs (By similarity)			SZUA-1058_182:1036..1947	tRNA pseudouridine synthase B	K03177	K03177		K03177	K03177
Candidatus_sp_SZUA-1058|SZUA-1058_00524									SZUA-1058_182:c(2123..2254)	hypothetical protein					
Candidatus_sp_SZUA-1058|SZUA-1058_00525	K01949	[EC:6.3.4.12]	gmaS	glutamate---methylamine ligase	01R18@aproNOG,05C5F@bactNOG,16PDC@proNOG,COG0174@NOG	glutamine synthetase			SZUA-1058_183:c(785..2098)	Glutamine synthetase	K01949	K01949		K01915	K20712
Candidatus_sp_SZUA-1058|SZUA-1058_00526	K22083	[EC:2.1.1.21]	mgsC	methylamine---glutamate N-methyltransferase subunit C	00DJ6@actNOG,05CBC@bactNOG,COG0069@NOG	Glutamate synthase			SZUA-1058_183:c(2143..3465)	Glutamate synthase [NADPH] large chain	K22083	K22083			K00268
Candidatus_sp_SZUA-1058|SZUA-1058_00527	K22082	[EC:2.1.1.21]	mgsB	methylamine---glutamate N-methyltransferase subunit B	01S34@aproNOG,05M90@bactNOG,16SX2@proNOG,COG0070@NOG	FwdC FmdC family protein			SZUA-1058_183:c(3478..3798)	hypothetical protein	K22082	K22082			K00268
Candidatus_sp_SZUA-1058|SZUA-1058_00528	K00441	[EC:1.12.98.1]	frhB	coenzyme F420 hydrogenase subunit beta	02BI7@aproNOG,07ZK1@bactNOG,175YU@proNOG,COG1035@NOG	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term			SZUA-1058_184:21..695	hypothetical protein	K00441	K00441		K00441	K21816
Candidatus_sp_SZUA-1058|SZUA-1058_00529	K18573	[EC:3.4.11.26]	ICP55	intermediate cleaving peptidase 55	05H1N@bactNOG,0R1R9@gproNOG,16QM1@proNOG,COG0006@NOG	Metallopeptidase family M24			SZUA-1058_184:736..1932	Dimethlysulfonioproprionate lyase DddP	K18573				K18573
Candidatus_sp_SZUA-1058|SZUA-1058_00530	K11075		potH	putrescine transport system permease protein	01QJF@aproNOG,05F38@bactNOG,16PM4@proNOG,COG1176@NOG	Binding-protein-dependent transport systems inner membrane component			SZUA-1058_185:91..852	Putrescine transport system permease protein PotH	K11075	K11075		K11075	K11079
Candidatus_sp_SZUA-1058|SZUA-1058_00531	K11074		potI	putrescine transport system permease protein	01QHY@aproNOG,05D38@bactNOG,16PK0@proNOG,COG1177@NOG	ABC transporter permease protein			SZUA-1058_185:849..1634	Inner membrane ABC transporter permease protein YdcV	K11074	K11074		K02053	K11082
Candidatus_sp_SZUA-1058|SZUA-1058_00532	K18908		mepA	multidrug efflux pump	05C3S@bactNOG,0QM8P@gproNOG,16SVH@proNOG,COG0534@NOG	Multi antimicrobial extrusion protein MatE			SZUA-1058_186:88..1452	Multidrug export protein MepA	K18908				K18908
