#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_00001	K03892		arsR	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	00P00@actNOG,05NK3@bactNOG,COG0640@NOG	transcriptional regulator, ArsR family			SZUA-1093_1:1101..1487	HTH-type transcriptional repressor CzrA	K03892			K03892	K22043
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01621	K07451	[EC:3.1.21.-]	mcrA	5-methylcytosine-specific restriction enzyme A	05Q8M@bactNOG,0D2P5@chloNOG,COG1403@NOG	HNH endonuclease			SZUA-1093_206:396..920	hypothetical protein	K07451				K07451
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01622					05MA4@bactNOG,0ENRA@cloNOG,0NDYE@firmNOG,COG1774@NOG	Domain protein			SZUA-1093_206:c(942..1160)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01623	K02341	[EC:2.7.7.7]	holB	DNA polymerase III subunit delta'	08HGN@bactNOG,0D5WN@chloNOG,0D8X1@chlorNOG,COG2812@NOG	DNA polymerase III, delta prime subunit			SZUA-1093_206:c(1235..2254)	DNA polymerase III subunit tau	K02341	K02341		K02341	K02343
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01624	K02004		ABC.CD.P	putative ABC transport system permease protein	07WT1@bactNOG,0D3YB@chloNOG,0ZJSQ@NOG	FtsX-like permease family			SZUA-1093_206:c(2259..5879)	Macrolide export ATP-binding/permease protein MacB	K02004	K02004		K02004	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01625	K02528	[EC:2.1.1.182]	ksgA	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase	05D1X@bactNOG,0D22H@chloNOG,0G6SF@dehNOG,COG0030@NOG	Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits (By similarity)			SZUA-1093_207:13..621	Ribosomal RNA small subunit methyltransferase A	K02528	K02528		K02528	K14191
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01626	K00919	[EC:2.7.1.148]	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	05CTR@bactNOG,0D2MT@chloNOG,COG1947@NOG	Catalyzes the phosphorylation of the position 2 hydroxy group of 4-diphosphocytidyl-2C-methyl-D-erythritol (By similarity)			SZUA-1093_207:650..1513	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	K00919	K00919		K00919	K00919
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01627									SZUA-1093_207:1513..1926	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01628	K07053	[EC:3.1.3.97]	E3.1.3.97	3',5'-nucleoside bisphosphate phosphatase	08VKE@bactNOG,0GE94@delNOG,0HF51@dproNOG,17B56@proNOG,COG0613@NOG	PHP domain protein			SZUA-1093_207:1978..2673	hypothetical protein	K07053			K07053	K20859
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01629	K15854	[EC:1.14.14.3]	luxB	alkanal monooxygenase beta chain	02066@aproNOG,05P87@bactNOG,120XD@NOG,17HNX@proNOG	Luciferase-like protein			SZUA-1093_208:c(77..1243)	Limonene 1,2-monooxygenase	K15854			K15854	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01630									SZUA-1093_208:1697..1792	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01631	K01259	[EC:3.4.11.5]	pip	proline iminopeptidase	05I3U@bactNOG,0NHTY@firmNOG,COG0596@NOG	Alpha beta hydrolase			SZUA-1093_208:1762..2466	3-oxoadipate enol-lactonase 2	K01259			K01259	K21821
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01632									SZUA-1093_208:2525..2860	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01633									SZUA-1093_209:47..385	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01634									SZUA-1093_209:447..698	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01635					07SY7@bactNOG,0YWA6@NOG				SZUA-1093_209:1074..1259	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01636					07SY7@bactNOG,0YWA6@NOG				SZUA-1093_209:1284..1616	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01637					0KW7W@eurNOG,0RIS5@halNOG,COG0277@NOG,arCOG00337@arNOG	FAD linked oxidase			SZUA-1093_209:c(1989..2228)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01638									SZUA-1093_210:175..690	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01639	K01090	[EC:3.1.3.16]	E3.1.3.16	protein phosphatase	08VPS@bactNOG,0D2FX@chloNOG,0D6D7@chlorNOG,COG0639@NOG	Metallophosphoesterase			SZUA-1093_210:c(700..1566)	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical	K01090			K01090	K15427
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01640	K06925		tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	05K8N@bactNOG,0D2XY@chloNOG,0G7AA@dehNOG,COG0802@NOG	Uncharacterised P-loop hydrolase UPF0079			SZUA-1093_210:1691..2161	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	K06925	K06925		K06925	K06925
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01641	K14742		tsaB	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	05MN5@bactNOG,0D2JH@chloNOG,0G710@dehNOG,COG0637@NOG,COG1214@NOG	Glycoprotease family			SZUA-1093_210:2154..2864	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	K14742	K14742		K01838	K14742
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01642	K00940	[EC:2.7.4.6]	ndk, NME	nucleoside-diphosphate kinase	08UGX@bactNOG,0ETGM@cloNOG,0NI3K@firmNOG,COG0105@NOG	Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate (By similarity)			SZUA-1093_210:2904..3356	Nucleoside diphosphate kinase	K00940	K00940	K00940	K00940	K00940
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01643	K09710		ybeB	ribosome-associated protein	05KEM@bactNOG,0D38J@chloNOG,0G7FT@dehNOG,COG0799@NOG	Functions as a ribosomal silencing factor. Interacts with ribosomal protein L14 (rplN), blocking formation of intersubunit bridge B8. Prevents association of the 30S and 50S ribosomal subunits and the formation of functional ribosomes, thus repressing translation (By similarity)			SZUA-1093_210:c(3343..3705)	Ribosomal silencing factor RsfS	K09710	K09710	K09710	K09710	K09710
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01644	K00566	[EC:2.8.1.13]	mnmA, trmU	tRNA-uridine 2-sulfurtransferase	05CCJ@bactNOG,0ENYI@cloNOG,0ND5M@firmNOG,COG0482@NOG	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34 (By similarity)			SZUA-1093_210:3802..4908	tRNA-specific 2-thiouridylase MnmA	K00566	K00566	K00566	K00566	K21027
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01645					00K6P@actNOG,08Z3Y@bactNOG,11NB2@NOG	Protein of unknown function (DUF664)			SZUA-1093_210:4916..5425	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01646	K01784	[EC:5.1.3.2]	galE, GALE	UDP-glucose 4-epimerase	04ZNK@bacNOG,05DGQ@bactNOG,0NK3I@firmNOG,COG0451@NOG	Nad-dependent epimerase dehydratase			SZUA-1093_211:c(127..732)	hypothetical protein	K01784			K01784	K22025
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01647	K01706	[EC:4.2.1.40]	gudD	glucarate dehydratase	01SCD@aproNOG,05CXK@bactNOG,16QS0@proNOG,COG4948@NOG	mandelate racemase muconate lactonizing			SZUA-1093_211:982..2142	L-talarate/galactarate dehydratase	K01706			K01706	K21624
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01648	K15854	[EC:1.14.14.3]	luxB	alkanal monooxygenase beta chain	02066@aproNOG,05P87@bactNOG,120XD@NOG,17HNX@proNOG	Luciferase-like protein			SZUA-1093_211:2168..3220	Limonene 1,2-monooxygenase	K15854			K15854	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01649					028C8@aproNOG,06UM3@bactNOG,0YNJ5@NOG,181T4@proNOG	Aromatic-ring-opening dioxygenase LigAB, LigA subunit			SZUA-1093_211:c(3244..3564)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01650	K04101	[EC:1.13.11.8]	ligB	protocatechuate 4,5-dioxygenase, beta chain	02365@aproNOG,05DP7@bactNOG,0XPPS@NOG,16Q9Y@proNOG	Protocatechuate 4,5-dioxygenase			SZUA-1093_211:c(3561..4367)	Protocatechuate 4,5-dioxygenase beta chain	K04101	K04101		K04101	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01651	K15854	[EC:1.14.14.3]	luxB	alkanal monooxygenase beta chain	02066@aproNOG,05P87@bactNOG,120XD@NOG,17HNX@proNOG	Luciferase-like protein			SZUA-1093_211:c(4406..5536)	Limonene 1,2-monooxygenase	K15854			K15854	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01652									SZUA-1093_211:c(5892..6221)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01653									SZUA-1093_211:c(6237..6470)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01654									SZUA-1093_211:c(6467..6802)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01655									SZUA-1093_211:c(6802..7284)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01656	K00504	[EC:1.14.17.3]	PAM, PHM	peptidylglycine monooxygenase	05F0B@bactNOG,0BMIF@bproNOG,0XSQC@NOG,16SC9@proNOG	NHL repeat			SZUA-1093_211:c(7413..8294)	hypothetical protein	K00504			K00504	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01657	K01607	[EC:4.1.1.44]	pcaC	4-carboxymuconolactone decarboxylase	08XJS@bactNOG,11SFK@NOG	carboxymuconolactone decarboxylase			SZUA-1093_211:c(8339..8896)	hypothetical protein	K01607			K01607	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01658									SZUA-1093_212:264..653	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01659	K04485		radA, sms	DNA repair protein RadA/Sms	05DNJ@bactNOG,0D1FW@chloNOG,0G6Y4@dehNOG,COG1066@NOG	May play a role in the repair of endogenous alkylation damage (By similarity)			SZUA-1093_212:c(660..2048)	DNA repair protein RadA	K04485	K04485		K04485	K04485
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01660	K03696		clpC	ATP-dependent Clp protease ATP-binding subunit ClpC	05C2Z@bactNOG,0D1QQ@chloNOG,0G6R1@dehNOG,COG0542@NOG	ATP-dependent Clp protease ATP-binding subunit			SZUA-1093_212:c(2137..4608)	Negative regulator of genetic competence ClpC/MecB	K03696	K03696	K03696	K03696	K11907
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01661	K02945		RP-S1, rpsA	small subunit ribosomal protein S1	05CAV@bactNOG,0D1HN@chloNOG,COG0539@NOG	RNA binding S1 domain protein			SZUA-1093_212:c(4645..5892)	30S ribosomal protein S1	K02945	K02945		K02945	K02945
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01663	K13628		iscA	iron-sulfur cluster assembly protein	00JXW@actNOG,08YX9@bactNOG,COG0316@NOG	Iron-sulfur cluster assembly accessory protein			SZUA-1093_212:6705..7148	hypothetical protein	K13628			K13628	K22072
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01664	K06402	[EC:3.4.24.-]	spoIVFB	stage IV sporulation protein FB	08Z4T@bactNOG,0ET6D@cloNOG,0NJE9@firmNOG,COG1994@NOG	Peptidase M50			SZUA-1093_212:7272..7979	hypothetical protein	K06402				K06402
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01665	K04517	[EC:1.3.1.12]	tyrA2	prephenate dehydrogenase	05EVN@bactNOG,0D22G@chloNOG,COG0287@NOG	prephenate dehydrogenase			SZUA-1093_212:8037..9044	Cyclohexadienyl dehydrogenase	K04517	K04517		K00210	K15226
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01666	K00942	[EC:2.7.4.8]	E2.7.4.8, gmk	guanylate kinase	08UHA@bactNOG,0D26I@chloNOG,0G6VM@dehNOG,COG0194@NOG	Essential for recycling GMP and indirectly, cGMP (By similarity)			SZUA-1093_212:9127..9771	Guanylate kinase	K00942	K00942		K00942	K00942
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01667									SZUA-1093_212:c(10283..10759)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01668	K02017	[EC:3.6.3.29]	modC	molybdate transport system ATP-binding protein	01Q67@aproNOG,05CGB@bactNOG,16PWU@proNOG,COG4148@NOG	Part of the ABC transporter complex ModABC involved in molybdenum import. Responsible for energy coupling to the transport system (By similarity)			SZUA-1093_213:106..1041	Sulfate/thiosulfate import ATP-binding protein CysA	K02017	K02017		K02010	
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01669	K07457		K07457	endonuclease III related protein	08VTX@bactNOG,0GE24@delNOG,0HF5K@dproNOG,17A2R@proNOG,COG2231@NOG	HhH-GPD family			SZUA-1093_213:c(1025..1708)	Ultraviolet N-glycosylase/AP lyase	K07457	K07457		K07457	K07457
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01670	K06206		sfsA	sugar fermentation stimulation protein A	05PW4@bactNOG,0F4N4@cloNOG,0NHND@firmNOG,COG1489@NOG	Sugar fermentation stimulation protein homolog			SZUA-1093_213:c(1715..2410)	Sugar fermentation stimulation protein A	K06206	K06206		K06206	K06206
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01671					00KWF@actNOG,08ZXM@bactNOG,11PGD@NOG	Esterase			SZUA-1093_213:2556..3245	Haloalkane dehalogenase					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01672					00DVH@actNOG,05DYW@bactNOG,0XQFU@NOG	F420-dependent oxidoreductase			SZUA-1093_213:3293..4291	Putative coenzyme F420-dependent oxidoreductase					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01673	K01591	[EC:4.1.1.23]	pyrF	orotidine-5'-phosphate decarboxylase	05SKN@bactNOG,0D265@chloNOG,COG0284@NOG	OMP decarboxylase			SZUA-1093_213:4398..5234	Orotidine 5'-phosphate decarboxylase	K01591	K01591		K01591	K01591
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01674					05VDK@bactNOG,0D357@chloNOG,COG4481@NOG	Bacterial protein of unknown function (DUF951)			SZUA-1093_213:5228..5446	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01675	K08999		K08999	uncharacterized protein	05EF4@bactNOG,0D2IW@chloNOG,0G760@dehNOG,COG1259@NOG	Pfam:DUF151			SZUA-1093_213:5578..6138	hypothetical protein	K08999	K08999		K08999	K08999
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01676									SZUA-1093_213:6278..6502	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01677	K12960	[EC:3.5.4.31][EC:3.5.4.28]	mtaD	5-methylthioadenosine/S-adenosylhomocysteine deaminase	01VA1@aproNOG,07VNN@bactNOG,16VM1@proNOG,COG0402@NOG	Amidohydrolase family			SZUA-1093_214:c(1121..1381)	Melamine deaminase	K12960			K12960	K20810
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01678	K04343	[EC:2.7.1.72]	strB	streptomycin 6-kinase	062S2@bactNOG,0NRXV@firmNOG,COG3570@NOG	Aminoglycoside/hydroxyurea antibiotic resistance kinase			SZUA-1093_214:c(1497..2447)	hypothetical protein	K04343			K04343	K04343
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01679									SZUA-1093_214:2511..2711	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01680									SZUA-1093_214:c(2624..3013)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01681	K07114		yfbK	Ca-activated chloride channel homolog	0643C@bactNOG,0GEAY@delNOG,0HEUD@dproNOG,16TE0@proNOG,COG2304@NOG	von Willebrand factor, type A			SZUA-1093_215:16..912	hypothetical protein	K07114	K07114		K07114	K07114
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01682					05EKI@bactNOG,0R29H@gproNOG,0XR8R@NOG,1780N@proNOG	VWA			SZUA-1093_215:984..2135	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01683					05MJB@bactNOG,120EE@NOG,1DIA8@verNOG,1DP1X@verrNOG				SZUA-1093_215:2200..3732	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01684									SZUA-1093_215:c(3920..4327)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01685	K00058	[EC:1.1.1.95][EC:1.1.1.399]	serA, PHGDH	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	02EH1@aproNOG,08JQ1@bactNOG,173ES@proNOG,COG0111@NOG	Dehydrogenase			SZUA-1093_216:27..650	Hydroxypyruvate reductase	K00058	K00058		K00058	K16843
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01686					02CHA@aproNOG,08KRG@bactNOG,0ZVMP@NOG,16V96@proNOG	Major facilitator superfamily MFS_1			SZUA-1093_216:c(703..1995)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01687									SZUA-1093_217:c(292..462)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01688	K03707	[EC:3.5.99.2]	tenA	thiaminase (transcriptional activator TenA)	01XYI@aproNOG,05JRH@bactNOG,175FX@proNOG,COG0819@NOG	TENA Thi4 family			SZUA-1093_217:c(470..1135)	Aminopyrimidine aminohydrolase	K03707	K03707		K03707	K20896
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01689	K15598		thiY	putative hydroxymethylpyrimidine transport system substrate-binding protein	05ET9@bactNOG,0D2YS@chloNOG,COG0715@NOG	NMT1/THI5 like			SZUA-1093_217:c(1161..2159)	Formylaminopyrimidine-binding protein	K15598	K15598		K02051	K22067
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01690	K02050		ABC.SN.P	NitT/TauT family transport system permease protein	00E9Q@actNOG,05Y36@bactNOG,COG0600@NOG	Binding-protein-dependent transport systems inner membrane component			SZUA-1093_217:c(2211..3044)	Riboflavin transport system permease protein RibX	K02050		K02050	K02050	K15599
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01691	K02049		ABC.SN.A	NitT/TauT family transport system ATP-binding protein	08YI8@bactNOG,0QNKX@gproNOG,16TP1@proNOG,COG1116@NOG	(ABC) transporter			SZUA-1093_217:c(3041..3925)	Aliphatic sulfonates import ATP-binding protein SsuB	K02049			K02049	K15600
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01692					08X5V@bactNOG,0D276@chloNOG,11IWJ@NOG	major facilitator superfamily MFS_1			SZUA-1093_217:c(4142..5449)	Oxalate:formate antiporter					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01693					05ZUC@bactNOG,11XT1@NOG	carboxymuconolactone decarboxylase			SZUA-1093_217:5639..5947	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01694									SZUA-1093_217:5997..6209	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01695	K07749	[EC:2.8.3.16]	frc	formyl-CoA transferase	00BM3@actNOG,05C04@bactNOG,COG1804@NOG	Formyl-CoA transferase			SZUA-1093_217:c(6533..7750)	Formyl-CoA:oxalate CoA-transferase	K07749			K07749	K20882
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01696	K00681	[EC:2.3.2.2][EC:3.4.19.13]	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase	05CFB@bactNOG,099P7@bctoNOG,COG0405@NOG	K00681 gamma-glutamyltranspeptidase EC 2.3.2.2			SZUA-1093_217:c(7803..9446)	Glutathione hydrolase-like YwrD proenzyme	K00681	K00681		K00681	K00681
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01697	K00548	[EC:2.1.1.13]	metH, MTR	5-methyltetrahydrofolate--homocysteine methyltransferase	05C3R@bactNOG,0QJXR@gproNOG,16QB3@proNOG,COG0646@NOG,COG1410@NOG	methionine synthase			SZUA-1093_217:9608..13384	Methionine synthase	K00548	K00548	K00548	K00548	K00548
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01698	K01061	[EC:3.1.1.45]	E3.1.1.45	carboxymethylenebutenolidase	0050H@aciNOG,05CDZ@bactNOG,COG0412@NOG	carboxymethylenebutenolidase (EC 3.1.1.45)			SZUA-1093_217:13492..14181	Carboxymethylenebutenolidase	K01061	K01061		K01061	K01061
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01699									SZUA-1093_217:14343..14516	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01700					05HU8@bactNOG,0D3C6@chloNOG,11F91@NOG	Inherit from bactNOG: cytochrome C			SZUA-1093_217:c(14763..15413)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01701					0865C@bactNOG,0D5Q1@chloNOG,0XVMZ@NOG	Protein of unknown function (DUF3341)			SZUA-1093_217:c(15418..15939)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01702	K00185		K00185	prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit	05F4M@bactNOG,0D20T@chloNOG,COG5557@NOG	Polysulphide reductase NrfD			SZUA-1093_217:c(15951..17324)	hypothetical protein	K00185	K00185		K00185	K00185
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01703	K00185		K00185	prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit	07SJQ@bactNOG,0GBCK@delNOG,0HCGK@dproNOG,16SUF@proNOG,COG5557@NOG	Polysulfide reductase, NrfD			SZUA-1093_217:c(17395..18804)	hypothetical protein	K00185	K00185		K00185	K00185
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01704	K00184		K00184	prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit	07RMV@bactNOG,0D23T@chloNOG,COG0437@NOG	iron-sulfur binding			SZUA-1093_217:c(18797..19585)	Menaquinone reductase, iron-sulfur cluster-binding subunit	K00184	K00184		K00124	K21308
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01705	K21307	[EC:1.8.5.6]	soeA	sulfite dehydrogenase (quinone) subunit SoeA	08JK2@bactNOG,0D607@chloNOG,COG0243@NOG	Molydopterin dinucleotide binding domain			SZUA-1093_217:c(19659..20348)	Menaquinone reductase, molybdopterin-binding-like subunit	K21307				K21307
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01706									SZUA-1093_218:30..230	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01707									SZUA-1093_218:306..578	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01708									SZUA-1093_218:1029..1550	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01709									SZUA-1093_218:1557..2081	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01710					05DN0@bactNOG,0XQ3I@NOG,1DJS0@verNOG	Protein of unknown function (DUF1552)			SZUA-1093_218:c(2000..3265)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01711									SZUA-1093_218:c(3977..4231)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01712	K01802	[EC:5.2.1.8]	E5.2.1.8	peptidylprolyl isomerase	08R5K@bactNOG,0D2K3@chloNOG,COG0652@NOG	PPIases accelerate the folding of proteins (By similarity)			SZUA-1093_219:94..1470	putative peptidyl-prolyl cis-trans isomerase	K01802			K01802	K03768
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01713	K03701		uvrA	excinuclease ABC subunit A	05C5U@bactNOG,0D1B9@chloNOG,0G70R@dehNOG,COG0178@NOG	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate (By similarity)			SZUA-1093_219:1894..4803	UvrABC system protein A	K03701	K03701	K03701	K03701	K03701
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01714									SZUA-1093_220:239..760	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01715	K10773	[EC:4.2.99.18]	NTH	endonuclease III	05CSM@bactNOG,0D2B7@chloNOG,0D8TY@chlorNOG,COG0177@NOG	DNA-(Apurinic or apyrimidinic site) lyase			SZUA-1093_220:1069..1821	Endonuclease III	K10773	K10773		K10773	K10773
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01716					0248S@aproNOG,05NF5@bactNOG,11U0U@NOG,17FKW@proNOG				SZUA-1093_220:1838..2419	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1093|SZUA-1093_01717	K09022	[EC:3.5.99.10]	ridA, tdcF, RIDA	2-iminobutanoate/2-iminopropanoate deaminase	05H7V@bactNOG,17RZC@proNOG,COG0251@NOG	Endoribonuclease L-PSP			SZUA-1093_220:c(2423..2842)	2-iminobutanoate/2-iminopropanoate deaminase	K09022				K09022
