#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_00001	K00344	[EC:1.6.5.5]	qor, CRYZ	NADPH2:quinone reductase	05EE6@bactNOG,0D4HV@chloNOG,COG0604@NOG	Alcohol dehydrogenase zinc-binding domain protein			SZUA-1128_1:c(145..1113)	Quinone oxidoreductase 1	K00344	K00344		K00344	K21839
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01114	K01126	[EC:3.1.4.46]	E3.1.4.46, glpQ, ugpQ	glycerophosphoryl diester phosphodiesterase	08QXE@bactNOG,0EREI@cloNOG,0NF42@firmNOG,COG0584@NOG	glycerophosphoryl diester phosphodiesterase			SZUA-1128_372:c(72..881)	Glycerophosphodiester phosphodiesterase	K01126	K01126		K01126	K18696
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01115									SZUA-1128_372:c(1096..1233)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01116	K09015		sufD	Fe-S cluster assembly protein SufD	0064F@aciNOG,05JRK@bactNOG,COG0719@NOG	Uncharacterized protein family (UPF0051)			SZUA-1128_373:c(48..1418)	FeS cluster assembly protein SufD	K09015	K09015		K07033	K09015
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01117	K09013		sufC	Fe-S cluster assembly ATP-binding protein	005Z4@aciNOG,05C3K@bactNOG,COG0396@NOG	ABC transporter			SZUA-1128_373:c(1534..2325)	putative ATP-dependent transporter SufC	K09013	K09013	K09013	K09013	K09013
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01118	K09014		sufB	Fe-S cluster assembly protein SufB	05DIW@bactNOG,0QIND@gproNOG,16PMG@proNOG,COG0719@NOG	cysteine desulfurase activator complex subunit SufB			SZUA-1128_373:c(2326..2913)	FeS cluster assembly protein SufB	K09014	K09014		K07033	K09015
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01119	K02182	[EC:6.2.1.48]	caiC	carnitine-CoA ligase	05J5T@bactNOG,COG0318@NOG	Amp-dependent synthetase and ligase			SZUA-1128_374:1..1326	Long-chain-fatty-acid--CoA ligase	K02182	K02182		K02182	K21792
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01120					08Z1F@bactNOG,0GEQE@delNOG,0HFQE@dproNOG,17C6X@proNOG,COG2947@NOG	Pfam:DUF55			SZUA-1128_374:1370..1846	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01121	K01692	[EC:4.2.1.17]	paaF, echA	enoyl-CoA hydratase	08KCX@bactNOG,0BKS9@bproNOG,16UEG@proNOG,COG1024@NOG	Enoyl-CoA hydratase/isomerase family			SZUA-1128_374:1901..2656	Short-chain-enoyl-CoA hydratase	K01692			K01692	K20765
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01122	K01474	[EC:3.5.2.14]	hyuB	N-methylhydantoinase B	01RTF@aproNOG,05C5J@bactNOG,16PE9@proNOG,COG0146@NOG	N-methylhydantoinase B			SZUA-1128_375:7..1533	Acetophenone carboxylase delta subunit	K01474	K01474		K01474	K10854
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01123					07URY@bactNOG,0B9V2@bproNOG,0ZVJR@NOG,176BI@proNOG	glycosyl hydrolase			SZUA-1128_375:1669..2652	Xyloglucanase Xgh74A					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01124									SZUA-1128_376:267..1133	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01125	K07056	[EC:2.1.1.198]	rsmI	16S rRNA (cytidine1402-2'-O)-methyltransferase	05CU0@bactNOG,0D27Q@chloNOG,COG0313@NOG	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA (By similarity)			SZUA-1128_376:c(1305..2159)	Ribosomal RNA small subunit methyltransferase I	K07056	K07056		K07056	K07056
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01126									SZUA-1128_376:c(2545..2727)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01127	K01354	[EC:3.4.21.83]	ptrB	oligopeptidase B	05CUG@bactNOG,0FQI5@cyaNOG,COG1770@NOG	Prolyl oligopeptidase, N-terminal beta-propeller domain			SZUA-1128_377:c(46..459)	Dipeptidyl aminopeptidase BI	K01354	K01354		K01322	K01354
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01128	K00108	[EC:1.1.99.1]	betA, CHDH	choline dehydrogenase	00CMY@actNOG,05CZ6@bactNOG,COG2303@NOG	Choline dehydrogenase			SZUA-1128_377:c(866..2407)	Oxygen-dependent choline dehydrogenase	K00108	K00108		K00108	K21166
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01129	K00494	[EC:1.14.14.3]	luxA	alkanal monooxygenase alpha chain	08M8W@bactNOG,COG2141@NOG	Monooxygenase			SZUA-1128_378:c(152..1231)	2,5-diketocamphane 1,2-monooxygenase	K00494			K00494	K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01130	K02499		yabN	tetrapyrrole methylase family protein / MazG family protein	08IY2@bactNOG,0D5ZA@chloNOG,0G7IB@dehNOG,COG3956@NOG	mazG family			SZUA-1128_378:c(1453..2292)	Nucleoside triphosphate pyrophosphohydrolase	K02499	K02499		K02428	K02499
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01131					084A8@bactNOG,0D3BH@chloNOG,0G7B7@dehNOG,11TVJ@NOG	Integral membrane protein TIGR01906			SZUA-1128_378:2412..3164	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01132									SZUA-1128_378:c(3302..3541)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01133									SZUA-1128_378:c(3734..3970)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01134									SZUA-1128_379:460..984	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01135									SZUA-1128_379:1379..1711	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01136									SZUA-1128_379:1976..2212	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01137									SZUA-1128_379:2330..2533	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01138	K03404	[EC:6.6.1.1]	chlD, bchD	magnesium chelatase subunit D	0KRF1@eurNOG,0WK5V@methaNOG,COG1239@NOG,COG1240@NOG,arCOG00438@arNOG	magnesium-chelatase			SZUA-1128_380:c(1340..2446)	hypothetical protein	K03404	K03404		K03404	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01139	K00301	[EC:1.5.3.1]	E1.5.3.1	sarcosine oxidase	05F76@bactNOG,0D51G@chloNOG,COG0665@NOG	FAD dependent oxidoreductase			SZUA-1128_381:110..1276	Monomeric sarcosine oxidase	K00301			K00301	K21061
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01140									SZUA-1128_381:1333..1536	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01141	K02433	[EC:6.3.5.6][EC:6.3.5.7]	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	05C3P@bactNOG,0D1GE@chloNOG,COG0154@NOG	Amidase (EC 3.5.1.4)			SZUA-1128_381:1611..3017	Glutamyl-tRNA(Gln) amidotransferase subunit A	K02433	K02433		K02433	K21801
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01142	K22278	[EC:3.5.1.104]	pdgA	peptidoglycan-N-acetylglucosamine deacetylase	00EI3@actNOG,07RVJ@bactNOG,COG0726@NOG	polysaccharide deacetylase			SZUA-1128_381:c(3095..3448)	Peptidoglycan deacetylase	K22278	K22278			K21478
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01143									SZUA-1128_383:627..806	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01144					07H3R@bactNOG,0ZKKZ@NOG	pfkB family carbohydrate kinase			SZUA-1128_383:900..1862	Fructoselysine 6-kinase					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01145					08ZJK@bactNOG,11NZB@NOG	Methyltransferase			SZUA-1128_383:c(1887..2576)	2-methyl-6-phytyl-1,4-hydroquinone methyltransferase					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01146									SZUA-1128_383:3784..3960	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01147									SZUA-1128_384:c(914..1105)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01148					0ZG7A@NOG				SZUA-1128_384:c(1314..1940)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01149									SZUA-1128_385:c(80..1207)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01150					00FRP@actNOG,06CB0@bactNOG,0YA1I@NOG				SZUA-1128_385:c(1385..2935)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01151									SZUA-1128_385:c(3043..3456)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01152									SZUA-1128_385:c(3609..4133)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01153									SZUA-1128_385:c(4246..4824)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01154					00WJ8@actNOG,08MA0@bactNOG,10MMY@NOG				SZUA-1128_386:20..589	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01155									SZUA-1128_386:1128..1430	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01156	K14733	[EC:1.14.13.107]	limB	limonene 1,2-monooxygenase	00FCM@actNOG,080CK@bactNOG,COG2141@NOG	monooxygenase			SZUA-1128_387:c(38..1228)	Limonene 1,2-monooxygenase	K14733			K14733	K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01157	K01262	[EC:3.4.11.9]	pepP	Xaa-Pro aminopeptidase	081D5@bactNOG,COG0006@NOG	peptidase, M24			SZUA-1128_387:c(1322..2512)	Xaa-Pro dipeptidase	K01262			K01262	K18573
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01158	K00059	[EC:1.1.1.100]	fabG	3-oxoacyl-[acyl-carrier protein] reductase	COG1028@NOG	Dehydrogenase reductase			SZUA-1128_387:c(2615..3412)	NADPH-dependent reductase BacG	K00059	K00059		K00059	K21883
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01159	K06893		K06893	uncharacterized protein	05WJ1@bactNOG,0FPGB@cyaNOG,COG5485@NOG	SnoaL-like polyketide cyclase			SZUA-1128_387:c(3507..3953)	hypothetical protein	K06893			K06893	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01160	K01823	[EC:5.3.3.2]	idi, IDI	isopentenyl-diphosphate Delta-isomerase	06UJV@bactNOG,0D1QR@chloNOG,COG0432@NOG,COG1304@NOG	Catalyzes the 1,3-allylic rearrangement of the homoallylic substrate isopentenyl (IPP) to its allylic isomer, dimethylallyl diphosphate (DMAPP) (By similarity)			SZUA-1128_388:61..240	hypothetical protein	K01823			K01823	K10530
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01161	K02291	[EC:2.5.1.32]	crtB	15-cis-phytoene synthase	05FE1@bactNOG,COG1562@NOG	phytoene synthase			SZUA-1128_388:480..1385	All-trans-phytoene synthase	K02291	K02291	K02291	K02291	K21678
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01162	K00108	[EC:1.1.99.1]	betA, CHDH	choline dehydrogenase	00CMY@actNOG,05CZ6@bactNOG,COG2303@NOG	Choline dehydrogenase			SZUA-1128_389:38..1579	Oxygen-dependent choline dehydrogenase	K00108	K00108		K00108	K21166
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01163	K20816	[EC:3.5.2.19]	sttH	streptothricin hydrolase	05FPR@bactNOG,COG1335@NOG	isochorismatase			SZUA-1128_389:1700..2221	Isochorismatase family protein YecD	K20816				K20816
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01164	K07005		K07005	uncharacterized protein	00K82@actNOG,0905P@bactNOG,11NHN@NOG	Pyridoxamine 5-phosphate			SZUA-1128_390:571..996	F420H(2)-dependent reductase	K07005			K07005	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01165					067RT@bactNOG,0ZMJ8@NOG	MaoC like domain			SZUA-1128_390:c(1741..2745)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01166									SZUA-1128_390:c(3313..3534)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01167					06FIF@bactNOG,0BP5V@bproNOG,0Y5QE@NOG,17V6U@proNOG				SZUA-1128_391:258..1163	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01168					05VWD@bactNOG,129TK@NOG,17NX4@proNOG	Protein of unknown function (DUF3396)			SZUA-1128_391:1189..2157	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01169	K02355		fusA, GFM, EFG	elongation factor G	05CEJ@bactNOG,0D1II@chloNOG,COG0480@NOG	Translation elongation factor G			SZUA-1128_392:c(51..2093)	Elongation factor G	K02355	K02355		K02355	K18220
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01170	K09022	[EC:3.5.99.10]	ridA, tdcF, RIDA	2-iminobutanoate/2-iminopropanoate deaminase	05KME@bactNOG,0GFHU@delNOG,0I3WK@eproNOG,17FRN@proNOG,COG0251@NOG	endoribonuclease L-PSP			SZUA-1128_392:2607..2993	2-aminomuconate deaminase	K09022	K09022		K09022	K09022
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01171					00MU8@actNOG,05PRY@bactNOG,11XHE@NOG	asnc family transcriptional regulator			SZUA-1128_392:3085..3318	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01172	K01990		ABC-2.A	ABC-2 type transport system ATP-binding protein	05CJ1@bactNOG,0EQ70@cloNOG,0NDRG@firmNOG,COG1131@NOG	Abc transporter			SZUA-1128_393:289..1428	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA	K01990	K01990		K01990	K21397
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01173									SZUA-1128_393:1425..2144	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01174									SZUA-1128_394:c(330..476)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01175									SZUA-1128_394:560..841	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01176	K02033		ABC.PE.P	peptide/nickel transport system permease protein	04RM5@bacNOG,05CJM@bactNOG,0NDD4@firmNOG,COG0601@NOG	ABC transporter (Permease			SZUA-1128_394:853..1776	Dipeptide transport system permease protein DppB	K02033	K02033		K02033	K19227
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01177					04R6W@bacNOG,05C0R@bactNOG,0NDDU@firmNOG,0XNN3@NOG	Drug resistance transporter EmrB QacA			SZUA-1128_395:18..620	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01178	K15583		oppD	oligopeptide transport system ATP-binding protein	05C3U@bactNOG,0D1R1@chloNOG,COG0444@NOG	Oligopeptide dipeptide ABC transporter, ATPase subunit			SZUA-1128_395:1084..2193	Oligopeptide transport ATP-binding protein OppD	K15583	K15583	K15583	K02031	K19229
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01179	K10823		oppF	oligopeptide transport system ATP-binding protein	08JQ7@bactNOG,0D60Q@chloNOG,COG4608@NOG	Oligopeptide dipeptide ABC transporter, ATPase subunit			SZUA-1128_395:2196..3239	Oligopeptide transport ATP-binding protein OppF	K10823	K10823	K10823	K02032	K10823
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01180									SZUA-1128_395:c(3096..3374)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01181									SZUA-1128_396:946..1086	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01182	K01607	[EC:4.1.1.44]	pcaC	4-carboxymuconolactone decarboxylase	0FFFB@creNOG,COG0599@NOG,COG1917@NOG,arCOG02149@arNOG,arCOG03444@arNOG	carboxymuconolactone decarboxylase			SZUA-1128_396:c(1527..1835)	hypothetical protein	K01607	K01607		K01607	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01183	K00019	[EC:1.1.1.30]	E1.1.1.30, bdh	3-hydroxybutyrate dehydrogenase	01RDQ@aproNOG,07EXU@bactNOG,16RXB@proNOG,COG1028@NOG	Short-chain dehydrogenase reductase SDR			SZUA-1128_396:c(1955..2383)	putative oxidoreductase YgfF	K00019			K00019	K21883
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01184									SZUA-1128_397:c(113..328)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01186	K01848	[EC:5.4.99.2]	E5.4.99.2A, mcmA1	methylmalonyl-CoA mutase, N-terminal domain	05D5P@bactNOG,0EP81@cloNOG,0NDNJ@firmNOG,COG1884@NOG	Methylmalonyl-CoA mutase			SZUA-1128_397:1132..2823	Methylmalonyl-CoA mutase	K01848	K01848		K01848	K20906
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01187	K00248	[EC:1.3.8.1]	ACADS, bcd	butyryl-CoA dehydrogenase	05C1G@bactNOG,0ENQU@cloNOG,0ND7R@firmNOG,COG1960@NOG	acyl-CoA dehydrogenase			SZUA-1128_397:2896..4050	Acyl-CoA dehydrogenase	K00248			K00248	K22027
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01188	K05606	[EC:5.1.99.1]	MCEE, epi	methylmalonyl-CoA/ethylmalonyl-CoA epimerase	0KUC0@eurNOG,1CETD@thermNOG,COG0346@NOG,arCOG02706@arNOG	methylmalonyl-CoA epimerase			SZUA-1128_397:4069..4584	hypothetical protein	K05606	K05606		K00457	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01189	K02035		ABC.PE.S	peptide/nickel transport system substrate-binding protein	07RUI@bactNOG,COG0747@NOG	Extracellular solute-binding protein, family 5			SZUA-1128_398:123..1928	Heme-binding protein A	K02035	K02035		K02035	K19226
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01190									SZUA-1128_399:3..212	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01191					0KSJ0@eurNOG,0WRHW@metNOG,10MMY@NOG,arCOG10131@arNOG				SZUA-1128_399:686..1753	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01192									SZUA-1128_400:103..423	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01193	K00208	[EC:1.3.1.9][EC:1.3.1.10]	fabI	enoyl-[acyl-carrier protein] reductase I	0039A@aciNOG,05CSJ@bactNOG,COG0623@NOG	Enoyl- acyl-carrier-protein reductase NADH			SZUA-1128_400:457..1230	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI	K00208	K00208		K00208	K11611
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01194									SZUA-1128_400:c(1281..2114)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01195					0684Q@bactNOG,0XVCC@NOG,17U38@proNOG	prevent-host-death family			SZUA-1128_401:385..615	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01196					060JE@bactNOG,0BHBT@bproNOG,17DBN@proNOG,COG3744@NOG	twitching motility protein PilT			SZUA-1128_401:608..1018	Ribonuclease VapC22					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01198	K00382	[EC:1.8.1.4]	DLD, lpd, pdhD	dihydrolipoamide dehydrogenase	07QN2@bactNOG,0D1NI@chloNOG,COG1249@NOG	FAD-dependent pyridine nucleotide-disulfide oxidoreductase			SZUA-1128_402:456..1865	Dihydrolipoyl dehydrogenase	K00382	K00382		K00382	K21739
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01199	K00174	[EC:1.2.7.3][EC:1.2.7.11]	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	02TDP@arNOG,0KRTF@eurNOG,1CCFX@theNOG,COG0674@NOG,COG1014@NOG,arCOG01606@arNOG	Ferredoxin oxidoreductase			SZUA-1128_402:2211..3992	2-oxoglutarate oxidoreductase subunit KorA	K00174	K00174		K00169	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01200	K00123	[EC:1.17.1.9]	fdoG, fdhF, fdwA	formate dehydrogenase major subunit	08HIZ@bactNOG,0F6V9@cloNOG,0P5XE@firmNOG,COG3383@NOG	Formate dehydrogenase, alpha subunit			SZUA-1128_403:28..1647	Assimilatory nitrate reductase catalytic subunit	K00123			K00123	K05299
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01201									SZUA-1128_404:22..267	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01202					02DZK@aproNOG,08HGF@bactNOG,0XS0X@NOG,17279@proNOG	NHL repeat			SZUA-1128_404:c(210..1100)	Serine/threonine-protein kinase PknD					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01203									SZUA-1128_404:c(1272..1484)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01204									SZUA-1128_404:c(1518..1841)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01205					00WJ8@actNOG,08MA0@bactNOG,10MMY@NOG				SZUA-1128_404:c(1957..3018)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01206	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	08VDE@bactNOG,COG2141@NOG	Luciferase-like monooxygenase			SZUA-1128_404:3274..4233	hypothetical protein	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01207	K21835	[EC:1.1.98.5]	adf	secondary-alcohol dehydrogenase (coenzyme-F420)	07YK2@bactNOG,COG2141@NOG	Luciferase-like monooxygenase			SZUA-1128_404:c(4329..5519)	Limonene 1,2-monooxygenase	K21835				K21835
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01208									SZUA-1128_404:c(5636..6058)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01209									SZUA-1128_405:c(104..313)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01210									SZUA-1128_405:c(466..657)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01211									SZUA-1128_405:c(763..1689)	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01212	K21478	[EC:3.5.1.-]	icaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase	07UM8@bactNOG,0BBK6@bproNOG,1755I@proNOG,COG0726@NOG	polysaccharide deacetylase			SZUA-1128_406:c(342..1214)	Peptidoglycan deacetylase	K21478				K21478
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01213	K11477		glcG	glc operon protein GlcG	0625R@bactNOG,122SA@NOG,17Q5P@proNOG	Domain of unknown function (DUF336)			SZUA-1128_406:c(1407..1826)	hypothetical protein	K11477			K11477	
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01214	K06196		ccdA	cytochrome c-type biogenesis protein	00I5F@actNOG,08TAN@bactNOG,COG0785@NOG	Cytochrome c biogenesis protein transmembrane region			SZUA-1128_406:c(2188..3081)	hypothetical protein	K06196				K06196
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01215	K02433	[EC:6.3.5.6][EC:6.3.5.7]	gatA, QRSL1	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A	07V7F@bactNOG,COG0154@NOG	Amidase (EC			SZUA-1128_407:c(629..1987)	Putative amidase AmiD	K02433	K02433		K01426	K21801
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01216	K03723	[EC:3.6.4.-]	mfd	transcription-repair coupling factor (superfamily II helicase)	08JA2@bactNOG,0D5ZM@chloNOG,0G7IF@dehNOG,COG1197@NOG	transcription-repair coupling factor			SZUA-1128_408:67..3249	Transcription-repair-coupling factor	K03723	K03723		K03723	K03723
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01217	K01992		ABC-2.P	ABC-2 type transport system permease protein	085SG@bactNOG,0QK8Q@gproNOG,16R48@proNOG,COG1277@NOG	(ABC) transporter			SZUA-1128_409:c(905..1516)	hypothetical protein	K01992	K01992		K01992	K21397
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01218									SZUA-1128_410:620..880	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01219									SZUA-1128_410:1067..1384	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01220									SZUA-1128_411:102..824	hypothetical protein					
Dehalococcoidia_bacterium_SZUA-1128|SZUA-1128_01221	K06889		K06889	uncharacterized protein	05DRA@bactNOG,0D4YI@chloNOG,COG1073@NOG	X-Pro dipeptidyl-peptidase (S15 family)			SZUA-1128_411:c(1121..2026)	hypothetical protein	K06889		K06889		K11750
