#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_00001					05GRK@bactNOG,11NHI@NOG	Gcn5-related n-acetyltransferase			SZUA-1123_1:101..577	Mycothiol acetyltransferase					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01543	K01338	[EC:3.4.21.53]	lon	ATP-dependent Lon protease	0041W@aciNOG,05C6P@bactNOG,COG0466@NOG	ATP-dependent serine protease that mediates the selective degradation of mutant and abnormal proteins as well as certain short-lived regulatory proteins. Required for cellular homeostasis and for survival from DNA damage and developmental changes induced by stress. Degrades polypeptides processively to yield small peptide fragments that are 5 to 10 amino acids long. Binds to DNA in a double-stranded, site-specific manner (By similarity)			SZUA-1123_81:c(8600..10981)	Lon protease 1	K01338	K01338		K01338	K01338
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01544	K03544		clpX, CLPX	ATP-dependent Clp protease ATP-binding subunit ClpX	004BY@aciNOG,05CHN@bactNOG,COG1219@NOG	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP (By similarity)			SZUA-1123_81:c(11006..12253)	ATP-dependent Clp protease ATP-binding subunit ClpX	K03544	K03544		K03544	K03544
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01545	K01358	[EC:3.4.21.92]	clpP, CLPP	ATP-dependent Clp protease, protease subunit	0033G@aciNOG,05CCQ@bactNOG,COG0740@NOG	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity)			SZUA-1123_81:c(12293..12895)	ATP-dependent Clp protease proteolytic subunit	K01358	K01358		K01358	K01358
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01546	K03545		tig	trigger factor	0036T@aciNOG,05DEA@bactNOG,COG0544@NOG	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation			SZUA-1123_81:c(13000..14298)	Trigger factor	K03545	K03545		K01802	K03545
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01548	K20333		toxD	toxoflavin biosynthesis protein ToxD	05E46@bactNOG,0BBF8@bproNOG,16SH0@proNOG,COG1262@NOG	Sulfatase-modifying factor enzyme 1			SZUA-1123_81:14788..16131	Hercynine oxygenase	K20333				K20333
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01549	K18911	[EC:2.1.1.44]	egtD	L-histidine Nalpha-methyltransferase	067HS@bactNOG,0B87G@bproNOG,16T0H@proNOG,COG4301@NOG	conserved protein			SZUA-1123_81:16136..17107	Histidine N-alpha-methyltransferase	K18911			K18911	K20246
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01550	K00641	[EC:2.3.1.31]	metX	homoserine O-acetyltransferase	0043C@aciNOG,05DWV@bactNOG,COG2021@NOG	homoserine O-acetyltransferase			SZUA-1123_82:469..1560	Homoserine O-acetyltransferase	K00641	K00641		K00641	K19726
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01551					08449@bactNOG,0D0M5@chlNOG,11P90@NOG				SZUA-1123_82:2036..2548	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01552	K08884	[EC:2.7.11.1]	K08884	serine/threonine protein kinase, bacterial	05GTK@bactNOG,COG0515@NOG	Serine Threonine protein kinase			SZUA-1123_82:2662..2847	Serine/threonine-protein kinase PknE	K08884			K08884	K22009
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01553					088JC@bactNOG,0XSHD@NOG,1DH8B@verNOG,1DNMV@verrNOG	PQQ			SZUA-1123_82:3240..4598	Outer membrane protein assembly factor BamB					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01554					06QQJ@bactNOG,0YGKA@NOG,17ZTP@proNOG				SZUA-1123_82:5116..6231	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01555									SZUA-1123_82:c(6293..6418)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01556	K00117	[EC:1.1.5.2]	gcd	quinoprotein glucose dehydrogenase	05DZG@bactNOG,16RK0@proNOG,COG4993@NOG	Dehydrogenase			SZUA-1123_82:c(6577..7455)	hypothetical protein	K00117			K00117	K20937
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01557	K06013	[EC:3.4.24.84]	STE24	STE24 endopeptidase	05C2Y@bactNOG,0CZFE@chlNOG,COG0501@NOG	Ste24 endopeptidase (EC 3.4.24.84)			SZUA-1123_83:c(359..1600)	Protease HtpX	K06013	K06013		K06013	K07387
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01558	K00135	[EC:1.2.1.16][EC:1.2.1.79][EC:1.2.1.20]	gabD	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	00DXT@actNOG,05C26@bactNOG,COG1012@NOG	Aldehyde dehydrogenase			SZUA-1123_83:1693..3114	Phenylacetaldehyde dehydrogenase	K00135			K00135	K21802
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01559	K01676	[EC:4.2.1.2]	E4.2.1.2A, fumA, fumB	fumarate hydratase, class I	00BTR@actNOG,07GFK@bactNOG,COG1838@NOG,COG1951@NOG	fumarate hydratase, class I			SZUA-1123_83:3123..4769	Fumarate hydratase class I, anaerobic	K01676	K01676	K01676	K01676	K03779
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01560					00BQ0@actNOG,05C0R@bactNOG,0XNN3@NOG	drug resistance transporter, EmrB QacA subfamily			SZUA-1123_83:4766..6382	Multidrug resistance protein 3					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01561	K08972		K08972	putative membrane protein	08B17@bactNOG,0GIHJ@delNOG,0HJ1E@dproNOG,0XV2V@NOG,16XPX@proNOG	Membrane protein of unknown function			SZUA-1123_83:6440..6775	hypothetical protein	K08972	K08972		K08972	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01562	K07226		hugZ, hutZ	heme iron utilization protein	08WAE@bactNOG,0GJ0P@delNOG,0HIT5@dproNOG,17B0Y@proNOG,COG0748@NOG	Pyridoxamine 5'-phosphate oxidase			SZUA-1123_83:6772..7575	hypothetical protein	K07226	K07226		K07226	K07226
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01563									SZUA-1123_83:c(7686..8237)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01564									SZUA-1123_83:c(8349..8795)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01565					05T5R@bactNOG,0QTGB@gproNOG,174BE@proNOG,COG5588@NOG	Protein of unknown function (DUF1326)			SZUA-1123_83:8945..9559	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01566					090IG@bactNOG,COG5486@NOG	Membrane			SZUA-1123_83:9756..10541	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01567									SZUA-1123_83:c(10673..11089)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01568									SZUA-1123_83:c(11336..12286)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01569	K03555		mutS	DNA mismatch repair protein MutS	05F1Q@bactNOG,0GCF8@delNOG,0HD6J@dproNOG,176X4@proNOG,COG0249@NOG	mismatch repair protein			SZUA-1123_83:c(12334..14163)	Endonuclease MutS2	K03555				K03555
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01570					05DX4@bactNOG,0XQDN@NOG	Zinc carboxypeptidase			SZUA-1123_83:c(14217..16922)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01571					08VR9@bactNOG,11Z0E@NOG,154AE@plaNOG	Methyltransferase type 11			SZUA-1123_83:17001..18425	Aklanonic acid methyltransferase DnrC					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01572	K00681	[EC:2.3.2.2][EC:3.4.19.13]	ggt	gamma-glutamyltranspeptidase / glutathione hydrolase	05CFB@bactNOG,0BA8P@bproNOG,16Q9D@proNOG,COG0405@NOG	gamma-glutamyltranspeptidase EC 2.3.2.2			SZUA-1123_83:c(18547..20271)	Acylase ACY 1 proenzyme	K00681	K00681		K00276	K00681
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01573	K02549	[EC:4.2.1.113]	menC	O-succinylbenzoate synthase	07RVH@bactNOG,COG4948@NOG	Mandelate racemase muconate lactonizing protein			SZUA-1123_83:c(20376..21464)	o-succinylbenzoate synthase	K02549	K02549		K02549	K21624
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01574	K01736	[EC:4.2.3.5]	aroC	chorismate synthase	08TY3@bactNOG,COG3375@NOG	gCN5-related N-acetyltransferase			SZUA-1123_83:c(21503..22348)	hypothetical protein	K01736			K01736	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01575					05DJC@bactNOG,0GDSG@delNOG,0HEHB@dproNOG,0XPYW@NOG,178XZ@proNOG	Pfam:DUF1222			SZUA-1123_83:c(22414..23898)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01576									SZUA-1123_83:24021..25145	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01577	K08070	[EC:1.3.1.74]	E1.3.1.74	2-alkenal reductase	05C0H@bactNOG,0B8GV@bproNOG,16PJ0@proNOG,COG0265@NOG	peptidase S1 and S6, chymotrypsin Hap			SZUA-1123_83:c(25220..26416)	Periplasmic serine endoprotease DegP	K08070			K08070	K08372
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01578	K00784	[EC:3.1.26.11]	rnz	ribonuclease Z	07XNG@bactNOG,0F3HI@cloNOG,0P13S@firmNOG,COG1234@NOG	Metallo-beta-lactamase superfamily			SZUA-1123_83:26557..27561	Ribonuclease Z	K00784			K00784	K00784
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01579	K03671		trxA	thioredoxin 1	05K63@bactNOG,0QS7H@gproNOG,17FGI@proNOG,COG0526@NOG	Thioredoxin			SZUA-1123_83:c(27646..27990)	Thioredoxin 1	K03671	K03671	K03671	K03671	K13996
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01580	K01254	[EC:3.3.2.6]	LTA4H	leukotriene-A4 hydrolase	05CD8@bactNOG,0QI89@gproNOG,16PN5@proNOG,COG0308@NOG	Peptidase M1 membrane alanine aminopeptidase			SZUA-1123_83:28124..29926	Aminopeptidase N	K01254		K01254		K13721
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01581	K21469	[EC:3.4.16.4]	pbp4b	serine-type D-Ala-D-Ala carboxypeptidase	05FQP@bactNOG,17BR2@proNOG,COG1680@NOG	Beta-lactamase			SZUA-1123_83:30195..31922	Penicillin-binding protein 4*	K21469				K21469
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01582									SZUA-1123_83:c(31949..32224)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01583									SZUA-1123_83:c(32501..32596)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01584	K06015	[EC:3.5.1.81]	E3.5.1.81	N-acyl-D-amino-acid deacylase	05FEN@bactNOG,16RI9@proNOG,COG3653@NOG	Deacylase			SZUA-1123_83:32690..34264	N-acyl-D-glutamate deacylase	K06015			K06015	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01585					0ZM58@NOG	SNARE associated Golgi protein			SZUA-1123_83:34296..34874	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01586					085R0@bactNOG,122VV@NOG				SZUA-1123_83:c(34984..35781)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01587									SZUA-1123_83:36137..36301	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01588					06QQJ@bactNOG,0YGKA@NOG,17ZTP@proNOG				SZUA-1123_83:36399..37424	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01589									SZUA-1123_83:c(37587..38246)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01590									SZUA-1123_83:c(38280..38384)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01591	K01179	[EC:3.2.1.4]	E3.2.1.4	endoglucanase	005CS@aciNOG,05CN9@bactNOG,COG1363@NOG	M42 glutamyl aminopeptidase			SZUA-1123_83:38664..39836	Putative aminopeptidase YsdC	K01179			K01179	K20609
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01592					08K67@bactNOG,09AGM@bctoNOG,0FYG0@cytNOG,0YP2W@NOG	Inherit from bctoNOG: BNR repeat			SZUA-1123_83:39938..41083	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01593									SZUA-1123_83:c(41103..41249)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01594	K02342	[EC:2.7.7.7]	dnaQ	DNA polymerase III subunit epsilon	07QR2@bactNOG,COG0847@NOG	DNA polymerase iii			SZUA-1123_83:c(41365..42198)	putative ATP-dependent helicase DinG	K02342	K02342		K02342	K18327
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01595	K00504	[EC:1.14.17.3]	PAM, PHM	peptidylglycine monooxygenase	05F0B@bactNOG,0XSQC@NOG	NHL repeat containing protein			SZUA-1123_83:42530..43654	hypothetical protein	K00504			K00504	
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01596	K01607	[EC:4.1.1.44]	pcaC	4-carboxymuconolactone decarboxylase	01V14@aproNOG,07U8P@bactNOG,173WI@proNOG,COG0599@NOG	carboxymuconolactone decarboxylase			SZUA-1123_83:43809..44618	hypothetical protein	K01607	K01607		K01607	K14727
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01597									SZUA-1123_83:44696..45190	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01598					08NWJ@bactNOG,110DC@NOG,153X5@plaNOG	PQQ			SZUA-1123_83:45187..46548	Outer membrane protein assembly factor BamB					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01599					06QQJ@bactNOG,0YGKA@NOG,17ZTP@proNOG				SZUA-1123_83:46665..47648	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01600									SZUA-1123_83:47693..48094	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01601	K00104	[EC:1.1.3.15]	glcD	glycolate oxidase	05CQB@bactNOG,0D1CC@chloNOG,COG0247@NOG,COG0277@NOG	FAD linked oxidase domain-containing protein			SZUA-1123_84:84..1835	hypothetical protein	K00104			K00104	K21836
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01602					0079D@aciNOG,08GJ4@bactNOG,0XSQC@NOG	NHL repeat			SZUA-1123_84:1950..2981	Serine/threonine-protein kinase PknD					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01603									SZUA-1123_84:3008..3772	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01604					003CU@aciNOG,08T89@bactNOG,11I5Y@NOG	von Willebrand factor type A			SZUA-1123_84:c(3785..4738)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01605									SZUA-1123_84:c(4735..5859)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01606					022N2@aproNOG,05YBT@bactNOG,125JX@NOG,17MN4@proNOG				SZUA-1123_84:5982..6380	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01607					06QQJ@bactNOG,0YGKA@NOG,17ZTP@proNOG				SZUA-1123_84:c(6424..7452)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01608									SZUA-1123_84:c(7458..8087)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01609	K15738		uup	ABC transport system&#160;ATP-binding/permease protein	05C5H@bactNOG,0QI5Q@gproNOG,16PJF@proNOG,COG0488@NOG	ABC transporter			SZUA-1123_84:c(8107..10035)	ABC transporter ATP-binding protein uup	K15738	K15738		K15738	K19350
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01610	K03767	[EC:5.2.1.8]	PPIA	peptidyl-prolyl cis-trans isomerase A (cyclophilin A)	08R5K@bactNOG,0GDZY@delNOG,0HF14@dproNOG,179PU@proNOG,COG0652@NOG	PPIases accelerate the folding of proteins (By similarity)			SZUA-1123_84:c(10461..11015)	Peptidyl-prolyl cis-trans isomerase A	K03767	K03767		K01802	K03768
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01611									SZUA-1123_84:11171..11662	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01612	K19702	[EC:3.4.11.24]	E3.4.11.24	aminopeptidase S	07SZT@bactNOG,COG2234@NOG	Peptidase m28			SZUA-1123_84:c(11676..13292)	Aminopeptidase S	K19702			K19702	K19702
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01613					05J6F@bactNOG,0QTJD@gproNOG,11SRR@NOG,17E9P@proNOG	paraquat-inducible protein A			SZUA-1123_84:c(13352..13915)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01614									SZUA-1123_84:c(13962..14261)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01615	K03704		cspA	cold shock protein (beta-ribbon, CspA family)	05VEQ@bactNOG,COG1278@NOG	Cold shock protein			SZUA-1123_84:14565..14777	Cold shock-like protein CspE	K03704	K03704	K03704	K03704	K03704
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01616									SZUA-1123_85:473..808	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01617	K09015		sufD	Fe-S cluster assembly protein SufD	0064F@aciNOG,05JRK@bactNOG,COG0719@NOG	Uncharacterized protein family (UPF0051)			SZUA-1123_85:c(1056..2390)	FeS cluster assembly protein SufD	K09015	K09015		K07033	K09015
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01618	K09013		sufC	Fe-S cluster assembly ATP-binding protein	05C3K@bactNOG,0QHYM@gproNOG,16PM6@proNOG,COG0396@NOG	FeS assembly ATPase SufC			SZUA-1123_85:c(2472..3230)	putative ATP-dependent transporter SufC	K09013	K09013		K09013	K09013
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01619	K01426	[EC:3.5.1.4]	E3.5.1.4, amiE	amidase	00FGC@actNOG,05DV0@bactNOG,COG0154@NOG	Amidase (EC			SZUA-1123_86:c(903..2243)	Acylamidase	K01426	K01426		K01426	K21801
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01620	K03724	[EC:3.6.4.-]	lhr	ATP-dependent helicase Lhr and Lhr-like helicase	003FG@aciNOG,07VYV@bactNOG,COG1201@NOG	DEAD DEAH box helicase			SZUA-1123_87:21..971	hypothetical protein	K03724	K03724		K03724	K03724
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01621	K03724	[EC:3.6.4.-]	lhr	ATP-dependent helicase Lhr and Lhr-like helicase	003FG@aciNOG,07VYV@bactNOG,COG1201@NOG	DEAD DEAH box helicase			SZUA-1123_87:974..3565	hypothetical protein	K03724	K03724		K03724	K03724
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01622	K19702	[EC:3.4.11.24]	E3.4.11.24	aminopeptidase S	07S3H@bactNOG,1DITK@verNOG,COG0823@NOG,COG2234@NOG	PA domain			SZUA-1123_87:3562..5373	Aminopeptidase	K19702				K19702
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01623	K02238		comEC	competence protein ComEC	004E1@aciNOG,08AUE@bactNOG,COG2333@NOG	Metallo-beta-lactamase superfamily			SZUA-1123_87:c(5579..6685)	hypothetical protein	K02238				K02238
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01624					05E1W@bactNOG,0XQJD@NOG,152T7@plaNOG	PQQ			SZUA-1123_87:c(6813..8333)	Serine/threonine-protein kinase AfsK					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01625					08MBF@bactNOG,0XS6I@NOG,153QU@plaNOG	serine threonine protein kinase related protein			SZUA-1123_87:c(8330..10543)	Outer membrane protein assembly factor BamB					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01626					01QYU@aproNOG,05FD1@bactNOG,0XS6R@NOG,16T21@proNOG	membrane			SZUA-1123_87:c(10808..11953)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01627									SZUA-1123_87:c(12180..12611)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01628					06CR2@bactNOG,0GDZA@delNOG,0HKMU@dproNOG,0XR9Q@NOG,16QNG@proNOG	Protein of unknown function (DUF2891)			SZUA-1123_87:12649..13764	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01629	K01895	[EC:6.2.1.1]	ACSS, acs	acetyl-CoA synthetase	08IQF@bactNOG,0F754@cloNOG,0P6BW@firmNOG,COG0365@NOG	Catalyzes the conversion of acetate into acetyl-CoA (AcCoA), an essential intermediate at the junction of anabolic and catabolic pathways. AcsA undergoes a two-step reaction. In the first half reaction, AcsA combines acetate with ATP to form acetyl-adenylate (AcAMP) intermediate. In the second half reaction, it can then transfer the acetyl group from AcAMP to the sulfhydryl group of CoA, forming the product AcCoA (By similarity)			SZUA-1123_87:13998..15962	Acetyl-coenzyme A synthetase	K01895	K01895		K01895	K20458
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01630					08NWJ@bactNOG,110DC@NOG,153X5@plaNOG	PQQ			SZUA-1123_87:16125..17564	Outer membrane protein assembly factor BamB					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01631	K03665		hflX	GTPase	05C1N@bactNOG,0GB3U@delNOG,0HC9S@dproNOG,16PKC@proNOG,COG2262@NOG	GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis (By similarity)			SZUA-1123_87:c(17463..19247)	GTPase HflX	K03665	K03665		K03665	K03665
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01632					08N7J@bactNOG,0R0JC@gproNOG,0ZZ56@NOG,18ARP@proNOG	WD40-like Beta Propeller Repeat			SZUA-1123_87:c(19244..21790)	Protein TolB					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01633	K01468	[EC:3.5.2.7]	hutI, AMDHD1	imidazolonepropionase	00FS0@actNOG,07VC1@bactNOG,COG1228@NOG	amidohydrolase			SZUA-1123_87:c(21787..23001)	hypothetical protein	K01468				K01468
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01634	K00966	[EC:2.7.7.13]	GMPP	mannose-1-phosphate guanylyltransferase	08I10@bactNOG,0D5XF@chloNOG,COG1208@NOG	Nucleotidyl transferase			SZUA-1123_88:c(395..1600)	UTP--glucose-1-phosphate uridylyltransferase	K00966	K00966		K00966	K21210
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01635	K00995	[EC:2.7.8.5]	pgsA, PGS1	CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase	0033P@aciNOG,05BZQ@bactNOG,COG0558@NOG	3-phosphatidyltransferase			SZUA-1123_88:1673..2335	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	K00995	K00995	K00995	K00995	K17884
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01636					00780@aciNOG,07NC6@bactNOG,0ZAQN@NOG				SZUA-1123_88:c(2426..3154)	hypothetical protein					
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01637	K05807		bamD	outer membrane protein assembly factor BamD	07SG8@bactNOG,0GCJS@delNOG,0HFR0@dproNOG,16V30@proNOG,COG4105@NOG	outer membrane assembly lipoprotein yfio			SZUA-1123_88:c(3181..4008)	Outer membrane protein assembly factor BamD	K05807	K05807		K05807	K05807
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01638	K01784	[EC:5.1.3.2]	galE, GALE	UDP-glucose 4-epimerase	08IAJ@bactNOG,0F70V@cloNOG,0P668@firmNOG,COG0451@NOG	Nad-dependent epimerase dehydratase			SZUA-1123_88:c(4005..4940)	dTDP-glucose 4,6-dehydratase	K01784			K01784	K22025
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01639	K07107	[EC:3.1.2.-]	ybgC	acyl-CoA thioester hydrolase	08099@bactNOG,0EU66@cloNOG,0NKMZ@firmNOG,COG0824@NOG	Thioesterase superfamily protein			SZUA-1123_88:c(4949..5137)	Putative esterase	K07107			K07107	K12500
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01640	K01783	[EC:5.1.3.1]	rpe, RPE	ribulose-phosphate 3-epimerase	05DJV@bactNOG,COG0036@NOG	ribulose-phosphate 3-epimerase			SZUA-1123_88:c(5191..5859)	Ribulose-phosphate 3-epimerase	K01783	K01783		K01783	K17195
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01641	K12132	[EC:2.7.11.1]	prkC, stkP	eukaryotic-like serine/threonine-protein kinase	06CT9@bactNOG,0GMKB@delNOG,0HMRX@dproNOG,180EW@proNOG,COG2815@NOG	PASTA domain containing protein			SZUA-1123_88:c(5856..6545)	Serine/threonine-protein kinase PK-1	K12132	K12132		K08884	K12132
Acidobacteria_bacterium_SZUA-1123|SZUA-1123_01642	K03500	[EC:2.1.1.176]	rsmB, sun	16S rRNA (cytosine967-C5)-methyltransferase	05CYJ@bactNOG,0ENVJ@cloNOG,0NDME@firmNOG,COG0144@NOG	ribosomal RNA small subunit methyltransferase			SZUA-1123_88:c(6898..8259)	Ribosomal RNA small subunit methyltransferase B	K03500	K03500		K03500	K15334
