#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00001	K01622	[EC:4.1.2.13][EC:3.1.3.11]	K01622	fructose 1,6-bisphosphate aldolase/phosphatase	02F0N@aquNOG,07NFR@bactNOG,COG1980@NOG	Fructose-1,6-bisphosphatase			SZUA-1519_1:c(9..1154)	Fructose-1,6-bisphosphate aldolase/phosphatase	K01622	K01622		K01622	K01622
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00647	K01869	[EC:6.1.1.4]	LARS, leuS	leucyl-tRNA synthetase	02EQ3@aquNOG,07RXH@bactNOG,COG0495@NOG	tRNA synthetase valyl leucyl anticodon-binding			SZUA-1519_29:88713..89600	Leucine--tRNA ligase	K01869	K01869		K01869	K01869
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00648	K20074	[EC:3.1.3.16]	prpC, phpP	PPM family protein phosphatase	02GJU@aquNOG,07X9D@bactNOG,COG0631@NOG	Stage II sporulation protein E (SpoIIE)			SZUA-1519_29:c(89605..90282)	Protein phosphatase PrpC	K20074	K20074		K20074	K20074
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00649	K13412	[EC:2.7.11.1]	CPK	calcium-dependent protein kinase	02F45@aquNOG,07TE6@bactNOG,COG0515@NOG	Serine threonine protein kinase			SZUA-1519_29:c(90227..91102)	Serine/threonine-protein kinase PknB	K13412		K13412	K08884	K22009
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00650									SZUA-1519_29:91234..91731	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00651	K02520		infC, MTIF3	translation initiation factor IF-3	02FEA@aquNOG,08UUX@bactNOG,COG0290@NOG	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins (By similarity)			SZUA-1519_29:91859..92290	Translation initiation factor IF-3	K02520	K02520		K02520	K02520
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00652									SZUA-1519_29:92322..92540	50S ribosomal protein L35					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00653	K02519		infB, MTIF2	translation initiation factor IF-2	02ESY@aquNOG,07QHU@bactNOG,COG0532@NOG	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex (By similarity)			SZUA-1519_29:93116..95611	Translation initiation factor IF-2	K02519	K02519	K02519	K02519	K03243
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00654	K03072		secD	preprotein translocase subunit SecD	02EUX@aquNOG,07QN8@bactNOG,COG0342@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity)			SZUA-1519_29:95648..97147	Protein translocase subunit SecD	K03072	K03072		K03072	K12257
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00655	K09949		K09949	uncharacterized protein	02FE0@aquNOG,05GYT@bactNOG,COG3494@NOG	Protein of unknown function (DUF1009)			SZUA-1519_29:97154..98011	UDP-2,3-diacylglucosamine pyrophosphatase LpxI	K09949	K09949		K09949	K09949
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00656	K01588	[EC:5.4.99.18]	purE	5-(carboxyamino)imidazole ribonucleotide mutase	02FES@aquNOG,08UM6@bactNOG,COG0041@NOG	Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR) (By similarity)			SZUA-1519_29:c(97989..98477)	N5-carboxyaminoimidazole ribonucleotide mutase	K01588	K01588		K01588	K01588
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00657									SZUA-1519_29:98543..98653	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00658	K00426	[EC:1.10.3.14]	cydB	cytochrome bd ubiquinol oxidase subunit II	02EY9@aquNOG,05CFY@bactNOG,COG1294@NOG	cytochrome D ubiquinol oxidase subunit II			SZUA-1519_29:c(99133..100458)	Cytochrome bd-I ubiquinol oxidase subunit 2	K00426	K00426		K00426	K00426
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00659	K00425	[EC:1.10.3.14]	cydA	cytochrome bd ubiquinol oxidase subunit I	02EQQ@aquNOG,05C4M@bactNOG,COG1271@NOG	Cytochrome bd ubiquinol oxidase subunit I			SZUA-1519_29:c(100489..102087)	Cytochrome bd ubiquinol oxidase subunit 1	K00425	K00425		K00425	K00425
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00662	K21478	[EC:3.5.1.-]	icaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase	02F53@aquNOG,08KC5@bactNOG,COG0726@NOG	polysaccharide deacetylase			SZUA-1519_29:102550..103569	hypothetical protein	K21478				K21478
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00663	K01784	[EC:5.1.3.2]	galE, GALE	UDP-glucose 4-epimerase	02GT7@aquNOG,08IAJ@bactNOG,COG0451@NOG	NAD-dependent epimerase dehydratase			SZUA-1519_29:c(103566..104537)	UDP-glucose 4-epimerase	K01784			K01784	K22025
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00664	K11646	[EC:1.4.1.24]	K11646	3-dehydroquinate synthase II	02F9Q@aquNOG,06M32@bactNOG,COG1465@NOG	3-dehydroquinate synthase homolog			SZUA-1519_29:104578..105606	3-amino-4-hydroxybenzoic acid synthase	K11646	K11646		K11646	K17835
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00665	K02032		ABC.PE.A1	peptide/nickel transport system ATP-binding protein	02GU5@aquNOG,08JQ7@bactNOG,COG4608@NOG	ABC transporter			SZUA-1519_29:105607..106527	Oligopeptide transport ATP-binding protein OppF	K02032	K02032		K02032	K10823
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00666	K10716		kch, trkA, mthK, pch	voltage-gated potassium channel	02EUZ@aquNOG,07Z6F@bactNOG,COG1226@NOG	domain protein			SZUA-1519_29:106545..108041	Voltage-gated potassium channel Kch	K10716	K10716		K10716	K11747
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00667	K02945		RP-S1, rpsA	small subunit ribosomal protein S1	02F4R@aquNOG,05CAV@bactNOG,COG0539@NOG	thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short Shine-Dalgarno (SD) purine-rich sequence (By similarity)			SZUA-1519_29:108122..109786	30S ribosomal protein S1	K02945	K02945		K02945	K02945
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00668	K07027		K07027	glycosyltransferase 2 family protein	02FG0@aquNOG,08TCP@bactNOG,COG0392@NOG	Uncharacterised protein family (UPF0104)			SZUA-1519_29:c(109824..110768)	hypothetical protein	K07027	K07027		K07027	K20468
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00669	K02409		fliF	flagellar M-ring protein FliF	02EPH@aquNOG,05C1F@bactNOG,COG1766@NOG	The M ring may be actively involved in energy transduction (By similarity)			SZUA-1519_29:c(110790..112307)	Flagellar M-ring protein	K02409	K02409		K02409	K03222
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00670									SZUA-1519_29:c(112318..112596)	Flagellar hook-basal body complex protein FliE					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00671	K02388		flgC	flagellar basal-body rod protein FlgC	02FGT@aquNOG,08ZC9@bactNOG,COG1558@NOG	flagellar basal-body rod protein FlgC			SZUA-1519_29:c(112603..113010)	Flagellar basal-body rod protein FlgC	K02388	K02388		K02388	K02388
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00672	K02387		flgB	flagellar basal-body rod protein FlgB	02FS5@aquNOG,083MZ@bactNOG,COG1815@NOG	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body (By similarity)			SZUA-1519_29:c(113013..113387)	Flagellar basal body rod protein FlgB	K02387	K02387		K02387	K02387
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00673									SZUA-1519_29:c(113400..115166)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00674									SZUA-1519_29:c(115132..116241)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00675									SZUA-1519_29:c(116253..116735)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00676	K21929	[EC:3.2.2.27]	udg	uracil-DNA glycosylase	02FCE@aquNOG,08UN4@bactNOG,COG1573@NOG	Phage SPO1 DNA polymerase-related protein			SZUA-1519_29:c(116768..117475)	Type-4 uracil-DNA glycosylase	K21929	K21929		K02334	K21929
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00677	K02956		RP-S15, MRPS15, rpsO	small subunit ribosomal protein S15	02FQV@aquNOG,05K77@bactNOG,COG0184@NOG	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it helps nucleate assembly of the platform of the 30S subunit by binding and bridging several RNA helices of the 16S rRNA (By similarity)			SZUA-1519_29:117537..117821	30S ribosomal protein S15	K02956	K02956		K02956	K02956
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00678	K02410		fliG	flagellar motor switch protein FliG	02ERT@aquNOG,05CS3@bactNOG,COG1536@NOG	FliG is one of 2 proteins (FliG, FliN) that might form the rotor-mounted switch complex (C ring), located at the base of the basal body. This complex interacts with the CheY and CheZ chemotaxis proteins, in addition to contacting components of the motor that determine the direction of flagellar rotation (By similarity)			SZUA-1519_29:117883..118896	Flagellar motor switch protein FliG	K02410	K02410		K02410	K02410
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00679	K12410	[EC:3.5.1.-]	npdA	NAD-dependent deacetylase	02FGS@aquNOG,05NDF@bactNOG,COG0846@NOG	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form			SZUA-1519_29:c(118900..119733)	NAD-dependent protein deacylase	K12410	K12410	K12410	K12410	K12410
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00680	K06168	[EC:2.8.4.3]	miaB	tRNA-2-methylthio-N6-dimethylallyladenosine synthase	02EJD@aquNOG,05CIW@bactNOG,COG0621@NOG	Catalyzes the methylthiolation of N6- (dimethylallyl)adenosine (i(6)A), leading to the formation of 2- methylthio-N6-(dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine (By similarity)			SZUA-1519_29:119864..121231	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	K06168	K06168		K06168	K18707
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00681	K02968		RP-S20, rpsT	small subunit ribosomal protein S20	02FT6@aquNOG,082E4@bactNOG,COG0268@NOG	Binds directly to 16S ribosomal RNA (By similarity)			SZUA-1519_29:121273..121557	30S ribosomal protein S20	K02968	K02968		K02968	K02968
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00683	K03785	[EC:4.2.1.10]	aroD	3-dehydroquinate dehydratase I	02FCY@aquNOG,05FF2@bactNOG,COG0710@NOG	3-dehydroquinate dehydratase, type I (EC 4.2.1.10)			SZUA-1519_29:121710..122390	3-dehydroquinate dehydratase	K03785	K03785		K03785	K13832
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00684	K03527	[EC:1.17.7.4]	ispH, lytB	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase	02ERH@aquNOG,05C48@bactNOG,COG0761@NOG	Converts 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate into isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP) (By similarity)			SZUA-1519_29:122450..123325	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	K03527	K03527		K02945	K03527
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00687	K00588	[EC:2.1.1.104]	E2.1.1.104	caffeoyl-CoA O-methyltransferase	08VQJ@bactNOG,0GHAF@delNOG,0HI3V@dproNOG,1782V@proNOG,COG4122@NOG	O-methyltransferase, family			SZUA-1519_29:123636..124181	Putative O-methyltransferase/MSMEI_4947	K00588			K00588	K21189
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00688	K03979	[EC:3.6.5.-]	obgE, cgtA	GTPase	02EX1@aquNOG,05C9R@bactNOG,COG0536@NOG	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. It may play a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control (By similarity)			SZUA-1519_29:124278..125330	GTPase Obg	K03979	K03979	K03979	K03979	K03979
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00689	K00265	[EC:1.4.1.13][EC:1.4.1.14]	gltB	glutamate synthase (NADPH/NADH) large chain	02EVY@aquNOG,05CBC@bactNOG,COG0067@NOG,COG0069@NOG,COG0070@NOG	Glutamate synthase (ferredoxin) (EC 1.4.7.1)			SZUA-1519_29:c(125310..129986)	Ferredoxin-dependent glutamate synthase 2	K00265	K00265		K00265	K00268
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00690	K03572		mutL	DNA mismatch repair protein MutL	02FA5@aquNOG,05DC6@bactNOG,COG0323@NOG	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex (By similarity)			SZUA-1519_29:c(130646..131941)	DNA mismatch repair protein MutL	K03572	K03572		K03572	K03572
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00691	K06997		yggS, PROSC	PLP dependent protein	02EVK@aquNOG,05DFA@bactNOG,COG0325@NOG	alanine racemase domain protein			SZUA-1519_29:131973..132680	Pyridoxal phosphate homeostasis protein	K06997	K06997	K06997	K06997	K06997
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00692	K01174	[EC:3.1.31.1]	nuc	micrococcal nuclease	02FN6@aquNOG,07Y9E@bactNOG,COG1525@NOG	Nuclease (SNase domain protein)			SZUA-1519_29:c(132681..133259)	Thermonuclease	K01174	K01174		K01174	K16561
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00693					02H20@arcNOG,0KRP8@eurNOG,COG2220@NOG,arCOG00497@arNOG	Metallo-beta-lactamase superfamily			SZUA-1519_29:133308..134027	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00694	K03530		hupB	DNA-binding protein HU-beta	02G1H@aquNOG,05K70@bactNOG,COG0776@NOG	histone family protein DNA-binding			SZUA-1519_29:134112..134384	DNA-binding protein HU	K03530	K03530	K03530	K03530	K05788
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00695	K02372	[EC:4.2.1.59]	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase	02FC0@aquNOG,08YXN@bactNOG,COG0764@NOG	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs (By similarity)			SZUA-1519_29:134439..134903	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	K02372	K02372		K02372	K16363
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00696									SZUA-1519_29:134907..135209	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00697	K01665	[EC:2.6.1.85]	pabB	para-aminobenzoate synthetase component I	05CRQ@bactNOG,COG0147@NOG	synthase (Component I)			SZUA-1519_29:c(135169..136242)	Aminodeoxychorismate synthase component 1	K01665	K01665		K01665	K20159
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00698	K02536	[EC:2.3.1.191]	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	02EJY@aquNOG,05D7M@bactNOG,COG1044@NOG	Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell (By similarity)			SZUA-1519_29:136602..137627	UDP-3-O-acylglucosamine N-acyltransferase	K02536	K02536		K02536	K02536
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00699	K09794		K09794	uncharacterized protein	02G5Z@aquNOG,06H5I@bactNOG,0Y04R@NOG	Protein of unknown function (DUF465)			SZUA-1519_29:137720..137986	hypothetical protein	K09794			K09794	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00700	K09009		K09009	uncharacterized protein	08UP4@bactNOG,1CGMQ@therNOG,COG1507@NOG	Protein of unknown function (DUF501)			SZUA-1519_29:c(137983..138507)	hypothetical protein	K09009	K09009		K09009	K09009
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00701	K02238		comEC	competence protein ComEC	02FII@aquNOG,07ZP9@bactNOG,COG0658@NOG	ComEC Rec2-related protein			SZUA-1519_29:138520..139746	hypothetical protein	K02238	K02238		K02238	K02238
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00702	K02400		flhA	flagellar biosynthesis protein FlhA	02F8P@aquNOG,05D7B@bactNOG,COG1298@NOG	flagellar biosynthesis protein FlhA			SZUA-1519_29:c(139717..141762)	Flagellar biosynthesis protein FlhA	K02400	K02400		K02400	K03230
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00703					02G4Z@aquNOG,08ZVP@bactNOG,11PDI@NOG	Domain of unknown function (DUF1931)			SZUA-1519_30:c(9..461)	putative protein aq_328					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00704	K04568	[EC:6.3.1.-]	epmA, poxA	elongation factor P--(R)-beta-lysine ligase	02F03@aquNOG,05CAP@bactNOG,COG2269@NOG	lysyl-tRNA synthetase			SZUA-1519_30:c(536..1477)	Elongation factor P--(R)-beta-lysine ligase	K04568	K04568		K04568	K04568
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00705	K06949	[EC:3.6.1.-][EC:3.1.3.100]	rsgA, engC	ribosome biogenesis GTPase / thiamine phosphate phosphatase	02F7U@aquNOG,05E06@bactNOG,COG1162@NOG	May play a role in 30S ribosomal subunit biogenesis. Unusual circulary permuted GTPase that catalyzes rapid hydrolysis of GTP with a slow catalytic turnover (By similarity)			SZUA-1519_30:1492..2403	Small ribosomal subunit biogenesis GTPase RsgA	K06949	K06949		K06949	K06949
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00706	K01840	[EC:5.4.2.8]	manB	phosphomannomutase	02EYS@aquNOG,05D6M@bactNOG,COG1109@NOG	Phosphoglucomutase phosphomannomutase			SZUA-1519_30:c(2400..3782)	Phosphoglucomutase	K01840			K01840	K16881
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00707	K00989	[EC:2.7.7.56]	rph	ribonuclease PH	02EZI@aquNOG,05ED0@bactNOG,COG0689@NOG	Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates (By similarity)			SZUA-1519_30:3863..4630	Ribonuclease PH	K00989	K00989		K00989	K12590
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00708	K05521	[EC:3.2.2.24]	draG	ADP-ribosyl-[dinitrogen reductase] hydrolase	02EM9@aquNOG,07RER@bactNOG,COG1397@NOG	ADP-ribosylation crystallin J1			SZUA-1519_30:4652..5629	hypothetical protein	K05521				K05521
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00709	K20543		bcsC	cellulose synthase operon protein C	02EJA@aquNOG,05DJQ@bactNOG,COG0457@NOG	Tetratricopeptide TPR_2 repeat protein			SZUA-1519_30:c(5619..6956)	Beta-barrel assembly-enhancing protease	K20543				K20543
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00710									SZUA-1519_30:c(6982..7125)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00711	K00791	[EC:2.5.1.75]	miaA, TRIT1	tRNA dimethylallyltransferase	02EZQ@aquNOG,05DKX@bactNOG,COG0324@NOG	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A) (By similarity)			SZUA-1519_30:7144..8085	tRNA dimethylallyltransferase	K00791	K00791	K00791	K00791	K00791
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00712	K04066	[EC:3.6.4.-]	priA	primosomal protein N' (replication factor Y) (superfamily II helicase)	02GSK@aquNOG,07VGG@bactNOG,COG1198@NOG	Primosomal protein n'			SZUA-1519_30:c(8082..10259)	Primosomal protein N'	K04066	K04066		K04066	K04066
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00713	K17225		soxC	sulfane dehydrogenase subunit SoxC	02F9H@aquNOG,07ZH8@bactNOG,COG2041@NOG	Oxidoreductase molybdopterin binding			SZUA-1519_30:c(10279..10884)	Putative protein-methionine-sulfoxide reductase subunit YedZ1	K17225				K17225
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00714	K09763		K09763	uncharacterized protein	02GGM@aquNOG,08FH1@bactNOG,10PER@NOG	Domain of unknown function (DUF309)			SZUA-1519_30:10975..11466	hypothetical protein	K09763			K09763	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00716	K00566	[EC:2.8.1.13]	mnmA, trmU	tRNA-uridine 2-sulfurtransferase	02EQR@aquNOG,05CCJ@bactNOG,COG0482@NOG	Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34 (By similarity)			SZUA-1519_30:c(13001..14029)	tRNA-specific 2-thiouridylase MnmA	K00566	K00566		K00566	K21027
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00717	K02033		ABC.PE.P	peptide/nickel transport system permease protein	02F6I@aquNOG,05CJM@bactNOG,COG0601@NOG	binding-protein-dependent transport systems inner membrane component			SZUA-1519_30:c(14053..15024)	Dipeptide transport system permease protein DppB	K02033	K02033		K00759	K19227
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00718	K03608		minE	cell division topological specificity factor	02FWK@aquNOG,08557@bactNOG,127UW@NOG	Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell (By similarity)			SZUA-1519_30:c(15024..15206)	Cell division topological specificity factor	K03608			K03608	
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00719	K00826	[EC:2.6.1.42]	E2.6.1.42, ilvE	branched-chain amino acid aminotransferase	02FMT@aquNOG,05YAZ@bactNOG,COG0115@NOG	Aminotransferase class IV			SZUA-1519_31:32..733	Branched-chain-amino-acid aminotransferase	K00826			K00826	K03342
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00720					02GDD@aquNOG,08FHH@bactNOG,10PEA@NOG				SZUA-1519_31:c(698..1183)	hypothetical protein					
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00721	K03635	[EC:2.8.1.12]	MOCS2B, moaE	molybdopterin synthase catalytic subunit	02FFU@aquNOG,08ZAF@bactNOG,COG0314@NOG	molybdopterin biosynthesis MoaE protein			SZUA-1519_31:c(1233..1640)	Molybdopterin synthase catalytic subunit	K03635	K03635		K03635	K21142
Aquifex_aeolicus_SZUA-1519|SZUA-1519_00722	K02428	[EC:3.6.1.66]	rdgB	XTP/dITP diphosphohydrolase	02FH0@aquNOG,08V82@bactNOG,COG0127@NOG	Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)			SZUA-1519_31:1834..2442	dITP/XTP pyrophosphatase	K02428	K02428		K02428	K02428
