#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_00001	K00288	[EC:1.5.1.5][EC:3.5.4.9][EC:6.3.4.3]	MTHFD	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase	05CKU@bactNOG,0D1VH@chloNOG,COG2759@NOG	Formate--tetrahydrofolate ligase (EC 6.3.4.3)			SZUA-1494_1:5..1879	Formate--tetrahydrofolate ligase	K00288	K00288		K00288	K01938
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01006	K00174	[EC:1.2.7.3][EC:1.2.7.11]	korA, oorA, oforA	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha	0KREH@eurNOG,1CDW5@thermNOG,COG0674@NOG,arCOG01607@arNOG	2-oxoglutarate ferredoxin oxidoreductase subunit alpha			SZUA-1494_426:c(776..1732)	2-oxoglutarate oxidoreductase subunit KorA	K00174	K00174		K00174	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01007	K06997		yggS, PROSC	PLP dependent protein	05DFA@bactNOG,0D2I4@chloNOG,0D82F@chlorNOG,COG0325@NOG	Alanine racemase domain protein			SZUA-1494_427:c(211..912)	Pyridoxal phosphate homeostasis protein	K06997	K06997	K06997	K06997	K06997
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01008	K05810	[EC:1.10.3.-]	yfiH	polyphenol oxidase	05DBW@bactNOG,0NE0N@firmNOG,0X2UB@negNOG,COG1496@NOG	Multi-copper polyphenol oxidoreductase laccase			SZUA-1494_427:c(934..1650)	Polyphenol oxidase	K05810	K05810	K05810	K05810	K05810
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01009	K06204		dksA	DnaK suppressor protein	05ZJZ@bactNOG,COG1734@NOG	Prokaryotic dksA/traR C4-type zinc finger			SZUA-1494_428:c(80..430)	General stress protein 16O	K06204				K06204
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01010	K01870	[EC:6.1.1.5]	IARS, ileS	isoleucyl-tRNA synthetase	05C07@bactNOG,0D19E@chloNOG,COG0060@NOG	amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile) (By similarity)			SZUA-1494_428:c(585..1670)	Isoleucine--tRNA ligase	K01870	K01870		K01870	K01870
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01011	K03388	[EC:1.8.7.3][EC:1.8.98.4][EC:1.8.98.5][EC:1.8.98.6]	hdrA2	heterodisulfide reductase subunit A2	COG1148@NOG,arCOG02235@arNOG	heterodisulfide reductase subunit A			SZUA-1494_429:5..298	Oxalate oxidoreductase subunit delta	K03388	K03388		K03388	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01012	K14127	[EC:1.12.99.-][EC:1.8.98.5][EC:1.8.98.6]	mvhD, vhuD, vhcD	F420-non-reducing hydrogenase iron-sulfur subunit	08Z1E@bactNOG,0ESHF@cloNOG,0NJJE@firmNOG,COG1908@NOG	hydrogenase delta subunit			SZUA-1494_429:295..714	hypothetical protein	K14127	K14127		K14127	K16886
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01013	K00125	[EC:1.17.98.3][EC:1.8.98.6]	fdhB	formate dehydrogenase (coenzyme F420) beta subunit	COG1145@NOG	4Fe-4S ferredoxin, iron-sulfur binding			SZUA-1494_429:711..1493	hypothetical protein	K00125			K00125	K16950
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01014	K04066	[EC:3.6.4.-]	priA	primosomal protein N' (replication factor Y) (superfamily II helicase)	05C25@bactNOG,0D1W2@chloNOG,COG1198@NOG	primosomal protein N'			SZUA-1494_430:c(464..2404)	Primosomal protein N'	K04066	K04066		K01990	K04066
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01015					0KRZY@eurNOG,0WKTY@methaNOG,COG1002@NOG,arCOG02635@arNOG	Eco57I restriction-modification methylase			SZUA-1494_431:17..178	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01016									SZUA-1494_431:194..499	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01017					05DQ9@bactNOG,0GCJA@delNOG,0HE1S@dproNOG,0XQ63@NOG,16TJN@proNOG	4Fe-4S Ferredoxin iron-sulfur binding domain protein			SZUA-1494_431:492..1574	Ferredoxin					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01018	K07588	[EC:2.7.-.-]	argK	LAO/AO transport system kinase	05DJT@bactNOG,0D1Y1@chloNOG,0D78Z@chlorNOG,COG1703@NOG	LAO AO transport system ATPase			SZUA-1494_431:c(1646..2599)	putative GTPase	K07588	K07588	K07588	K07588	K11942
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01019	K01849	[EC:5.4.99.2]	E5.4.99.2B, mcmA2	methylmalonyl-CoA mutase, C-terminal domain	08Z6F@bactNOG,COG2185@NOG	cobalamin b12-binding domain protein			SZUA-1494_431:c(2635..3036)	Methylmalonyl-CoA mutase	K01849	K01849		K01849	K20907
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01020	K01187	[EC:3.2.1.20]	malZ	alpha-glucosidase	05CJQ@bactNOG,09A7C@bctoNOG,1AJ4U@sphNOG,COG1501@NOG	glycoside hydrolase family 31			SZUA-1494_431:c(3353..4984)	Oligosaccharide 4-alpha-D-glucosyltransferase	K01187	K01187		K01187	K18820
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01021	K03738	[EC:1.2.7.5]	aor	aldehyde:ferredoxin oxidoreductase	05WE2@bactNOG,0EPIJ@cloNOG,0NE6J@firmNOG,COG2414@NOG	Aldehyde ferredoxin oxidoreductase			SZUA-1494_432:c(67..1962)	putative oxidoreductase YdhV	K03738	K03738	K03738	K03738	K19515
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01022	K02226	[EC:3.1.3.73]	cobC, phpB	alpha-ribazole phosphatase	05CVJ@bactNOG,0NJ8Y@firmNOG,0X2M6@negNOG,COG0406@NOG	phosphoglycerate mutase			SZUA-1494_432:c(1959..2618)	Phosphoserine phosphatase 1	K02226			K02226	K20581
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01023					05V2V@bactNOG,11Z76@NOG,154V1@plaNOG	EamA-like transporter family			SZUA-1494_432:c(2579..3520)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01024	K20156	[EC:1.3.99.24]	sgcG	2-amino-4-deoxychorismate dehydrogenase	05TC6@bactNOG,0GF8R@delNOG,0HH5N@dproNOG,17HA0@proNOG,COG0655@NOG	NADPH-dependent FMN reductase			SZUA-1494_432:c(3546..3971)	hypothetical protein	K20156				K20156
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01025									SZUA-1494_433:19..516	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01026									SZUA-1494_433:c(755..1396)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01027					061H1@bactNOG,11XW3@NOG				SZUA-1494_434:48..287	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01028	K21071	[EC:2.7.1.11][EC:2.7.1.90]	pfk, pfp	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase	07S5K@bactNOG,1532D@plaNOG,COG0205@NOG	K00850 6-phosphofructokinase 1 EC 2.7.1.11			SZUA-1494_434:354..1649	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	K21071	K21071		K00850	K21071
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01029									SZUA-1494_435:165..866	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01030					08S8B@bactNOG,0EX08@cloNOG,0NR9M@firmNOG,COG3379@NOG	type I phosphodiesterase nucleotide pyrophosphatase			SZUA-1494_435:c(673..2301)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01031									SZUA-1494_436:36..173	Ornithine cyclodeaminase					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01032	K03298		TC.DME	drug/metabolite transporter, DME family	07XGS@bactNOG,0ETAK@cloNOG,0NIWX@firmNOG,COG0697@NOG	membrane			SZUA-1494_436:170..1105	putative cystine transporter YijE	K03298			K03298	K15280
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01033					06QBT@bactNOG,0D2A6@chloNOG,0D6FA@chlorNOG,0YGNE@NOG				SZUA-1494_436:c(1093..1803)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01034	K02035		ABC.PE.S	peptide/nickel transport system substrate-binding protein	05DEF@bactNOG,0ERQT@cloNOG,0NFY0@firmNOG,COG0747@NOG	Bacterial extracellular solute-binding proteins, family 5 Middle			SZUA-1494_437:c(74..1591)	Periplasmic dipeptide transport protein	K02035	K02035		K02035	K19226
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01035	K00196		cooF	anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	081SR@bactNOG,0GFYI@delNOG,0HGHV@dproNOG,17G6U@proNOG,COG1142@NOG	4Fe-4S Ferredoxin iron-sulfur binding domain protein			SZUA-1494_438:7..489	Iron-sulfur protein	K00196	K00196	K00196	K00196	K15827
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01036	K21833		dgcA	dimethylglycine catabolism A	08EQM@bactNOG,0GSH5@delNOG,0HRZQ@dproNOG,17144@proNOG,COG0446@NOG	FAD-dependent pyridine nucleotide-disulfide oxidoreductase			SZUA-1494_438:493..1746	NADH-dependent phenylglyoxylate dehydrogenase subunit epsilon	K21833				K21833
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01037	K15280		SLC35C2	solute carrier family 35, member C2	06KUD@bactNOG,0EPZ0@cloNOG,0NEDG@firmNOG,COG0697@NOG	membrane			SZUA-1494_438:c(1823..2461)	putative cystine transporter YijE	K15280				K15280
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01038	K02379		fdhD	FdhD protein	00BQV@actNOG,07H9G@bactNOG,COG1526@NOG	Necessary for formate dehydrogenase activity (By similarity)			SZUA-1494_439:c(330..1226)	Sulfur carrier protein FdhD	K02379	K02379		K02379	K02379
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01039	K00123	[EC:1.17.1.9]	fdoG, fdhF, fdwA	formate dehydrogenase major subunit	08HIZ@bactNOG,0D5WR@chloNOG,COG3383@NOG	Formate dehydrogenase, alpha subunit			SZUA-1494_439:c(1415..3079)	Formate dehydrogenase H	K00123	K00123		K00123	K05299
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01040	K02283		cpaF, tadA	pilus assembly protein CpaF	07QNU@bactNOG,0D1RM@chloNOG,COG4962@NOG	type II secretion system protein E			SZUA-1494_440:c(71..1444)	Putative conjugal transfer protein	K02283	K02283		K02283	K20527
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01041	K01619	[EC:4.1.2.4]	deoC, DERA	deoxyribose-phosphate aldolase	05FCI@bactNOG,0D28K@chloNOG,COG0274@NOG	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate (By similarity)			SZUA-1494_441:c(828..1547)	Deoxyribose-phosphate aldolase	K01619	K01619		K01619	K01619
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01042	K00845	[EC:2.7.1.2]	glk	glucokinase	08QR2@bactNOG,0D4JT@chloNOG,COG1940@NOG	ROK family			SZUA-1494_441:c(1576..2562)	Glucokinase	K00845	K00845		K00845	K20433
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01043									SZUA-1494_442:15..209	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01044	K02027		ABC.MS.S	multiple sugar transport system substrate-binding protein	05BZ7@bactNOG,0G7Q1@deiNOG,COG1653@NOG	Sugar ABC transporter, periplasmic sugar-binding protein			SZUA-1494_442:215..1678	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	K02027	K02027		K02027	K17329
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01045	K01966	[EC:6.4.1.3][EC:2.1.3.15]	PCCB, pccB	propionyl-CoA carboxylase beta chain	0KS5W@eurNOG,COG4799@NOG,arCOG02705@arNOG	Methylmalonyl-CoA decarboxylase, subunit alpha			SZUA-1494_443:12..563	Propionyl-CoA carboxylase beta chain	K01966	K01966		K15036	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01046	K01571	[EC:4.1.1.3]	oadA	oxaloacetate decarboxylase, alpha subunit	07QSA@bactNOG,0F4H3@cloNOG,0P2HR@firmNOG,COG5016@NOG	carboxylase			SZUA-1494_443:584..2089	Methylmalonyl-CoA carboxyltransferase 5S subunit	K01571	K01571		K01571	K20140
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01047	K02160		accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	02TSF@arNOG,0M27M@eurNOG,COG0511@NOG	acetyl-CoA carboxylase biotin carboxyl carrier protein subunit			SZUA-1494_443:2083..2550	Glutaconyl-CoA decarboxylase subunit gamma	K02160			K02160	K20140
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01048	K01486	[EC:3.5.4.2]	ade	adenine deaminase	0KRIW@eurNOG,0WJXR@methaNOG,COG1001@NOG,arCOG00693@arNOG	adenine deaminase (EC 3.5.4.2)			SZUA-1494_444:c(33..1730)	Adenine deaminase	K01486	K01486	K01486	K01486	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01049	K00171	[EC:1.2.7.1]	porD	pyruvate ferredoxin oxidoreductase delta subunit	02FW8@aquNOG,05WGB@bactNOG,COG1144@NOG	pyruvate ferredoxin flavodoxin oxidoreductase, delta subunit			SZUA-1494_445:67..393	Pyruvate synthase subunit PorD	K00171	K00171		K00171	K19072
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01050	K00169	[EC:1.2.7.1]	porA	pyruvate ferredoxin oxidoreductase alpha subunit					SZUA-1494_445:410..526	hypothetical protein	K00169	K00169			
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01051									SZUA-1494_445:c(1182..1397)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01052									SZUA-1494_446:22..288	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01053	K07088		K07088	uncharacterized protein	05MPB@bactNOG,COG0679@NOG	Membrane transport protein			SZUA-1494_446:311..1219	hypothetical protein	K07088	K07088		K07088	K13936
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01054					08UXS@bactNOG,0D2ES@chloNOG,0D7A8@chlorNOG,0ZWGJ@NOG				SZUA-1494_446:1353..2630	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01055	K00143	[EC:1.2.1.95]	LYS2	L-2-aminoadipate reductase	07EF9@bactNOG,0FR3M@cyaNOG,COG1020@NOG	Amino acid adenylation domain protein			SZUA-1494_447:c(137..2269)	Linear gramicidin synthase subunit D	K00143		K00143		K21228
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01056									SZUA-1494_448:228..758	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01057	K18007	[EC:1.12.1.2]	hoxY	NAD-reducing hydrogenase small subunit	05XD5@bactNOG,COG1941@NOG	NADH ubiquinone oxidoreductase, 20 kda subunit			SZUA-1494_448:c(1115..1606)	NAD-reducing hydrogenase HoxS subunit delta	K18007	K18007		K18007	K14128
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01058					COG2445@NOG,arCOG02108@arNOG	Protein of unknown function DUF86			SZUA-1494_449:24..302	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01059	K04765	[EC:3.6.1.9]	mazG	nucleoside triphosphate diphosphatase	05TPC@bactNOG,COG1694@NOG	MazG nucleotide pyrophosphohydrolase domain			SZUA-1494_449:302..697	hypothetical protein	K04765				K04765
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01060					08R1W@bactNOG,0QPH3@gproNOG,11F3Z@NOG,177IJ@proNOG				SZUA-1494_449:c(534..1424)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01061									SZUA-1494_450:5..265	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01062	K13687	[EC:2.4.2.-]	aftB	arabinofuranosyltransferase	05P5D@bactNOG,0D27W@chloNOG,0D6DK@chlorNOG,124PW@NOG				SZUA-1494_450:301..1869	hypothetical protein	K13687			K13687	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01063	K01434	[EC:3.5.1.11]	E3.5.1.11	penicillin amidase	05CUJ@bactNOG,0D1G6@chloNOG,COG2366@NOG	peptidase S45, penicillin amidase			SZUA-1494_450:c(1877..2653)	Acyl-homoserine lactone acylase QuiP	K01434	K01434		K01259	K07116
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01064	K03553		recA	recombination protein RecA	01QY1@aproNOG,05C68@bactNOG,16Q80@proNOG,COG0468@NOG	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage (By similarity)			SZUA-1494_451:41..370	Protein RecA	K03553	K03553		K03553	K04484
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01065	K03596		lepA	GTP-binding protein LepA	05C4S@bactNOG,0D1K8@chloNOG,COG0481@NOG	Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back- translocation proceeds from a post-translocation (POST) complex to a pre-translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP-dependent manner (By similarity)			SZUA-1494_451:c(446..2248)	Elongation factor 4	K03596	K03596	K03596	K03596	K03596
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01066									SZUA-1494_452:c(228..530)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01067	K08482		kaiC	circadian clock protein KaiC	0KS2A@eurNOG,0WKQ8@methaNOG,COG0467@NOG,arCOG01171@arNOG	circadian clock protein KaiC (EC 2.7.11.1)			SZUA-1494_452:c(683..1453)	Circadian clock protein kinase KaiC	K08482	K08482		K08482	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01068									SZUA-1494_452:c(1550..1858)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01069	K21224		kedN5	radical SAM C-methyltransferase	05DCS@bactNOG,COG1032@NOG	radical SAM domain protein			SZUA-1494_453:c(1006..1563)	hypothetical protein	K21224				K21224
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01070	K00849	[EC:2.7.1.6]	galK	galactokinase	05CRD@bactNOG,0D2B1@chloNOG,0D771@chlorNOG,COG0153@NOG	Catalyzes the transfer of the gamma-phosphate of ATP to D-galactose to form alpha-D-galactose-1-phosphate (Gal-1-P) (By similarity)			SZUA-1494_454:c(338..1501)	Galactokinase	K00849	K00849	K00849	K00849	K00849
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01071					07KYG@bactNOG,0D5UR@chloNOG,0XVZ2@NOG				SZUA-1494_454:c(1488..3236)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01072					08YE1@bactNOG,0D29Q@chloNOG,0D72S@chlorNOG,11M3S@NOG	4-vinyl reductase, 4VR			SZUA-1494_455:25..666	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01073	K06969	[EC:2.1.1.191]	rlmI	23S rRNA (cytosine1962-C5)-methyltransferase	05DR4@bactNOG,0D1SR@chloNOG,COG1092@NOG	S-adenosylmethionine-dependent methyltransferase			SZUA-1494_455:c(675..1517)	Ribosomal RNA large subunit methyltransferase I	K06969	K06969		K06969	K12297
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01074	K02315		dnaC	DNA replication protein DnaC	06CVF@bactNOG,0D26X@chloNOG,COG1484@NOG	IstB domain protein ATP-binding protein			SZUA-1494_456:c(1398..1751)	hypothetical protein	K02315	K02315		K02315	K11144
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01075	K01468	[EC:3.5.2.7]	hutI, AMDHD1	imidazolonepropionase	05CI2@bactNOG,0D1T2@chloNOG,COG1228@NOG	Imidazolone-5-propionate hydrolase			SZUA-1494_457:c(127..1383)	Imidazolonepropionase	K01468	K01468	K01468	K01468	K01468
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01076	K21672	[EC:1.4.1.12][EC:1.4.1.26]	ord	2,4-diaminopentanoate dehydrogenase	08KR4@bactNOG,0D3NV@chloNOG,COG3804@NOG	dihydrodipicolinate reductase			SZUA-1494_458:22..1050	2,4-diaminopentanoate dehydrogenase	K21672	K21672		K00215	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01077					062M6@bactNOG,0GHHF@delNOG,0HIFK@dproNOG,12BSZ@NOG,17QCJ@proNOG				SZUA-1494_458:c(1220..1615)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01078									SZUA-1494_459:378..575	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01079					08GY7@bactNOG,0D4RN@chloNOG,0D85N@chlorNOG,10ZG6@NOG				SZUA-1494_459:c(1041..1571)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01080	K03070		secA	preprotein translocase subunit SecA	05CI6@bactNOG,0D19W@chloNOG,COG0653@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane (By similarity)			SZUA-1494_460:52..3009	Protein translocase subunit SecA	K03070	K03070		K03070	K03070
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01081	K01768	[EC:4.6.1.1]	E4.6.1.1	adenylate cyclase	05F8J@bactNOG,COG2114@NOG,COG4252@NOG	Adenylate guanylate Cyclase			SZUA-1494_461:c(31..1872)	Adenylate cyclase 2	K01768	K01768		K01768	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01082	K00818	[EC:2.6.1.11]	E2.6.1.11, argD	acetylornithine aminotransferase	COG4992@NOG,arCOG00914@arNOG	acetylornithine aminotransferase			SZUA-1494_462:156..1427	Putrescine aminotransferase	K00818			K00818	
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01083	K06402	[EC:3.4.24.-]	spoIVFB	stage IV sporulation protein FB	06KZE@bactNOG,0D1FB@chloNOG,0D8MD@chlorNOG,COG1994@NOG	Peptidase M50			SZUA-1494_463:122..1123	Stage IV sporulation protein FB	K06402			K06402	K06402
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01084									SZUA-1494_464:384..776	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01085	K21224		kedN5	radical SAM C-methyltransferase	05K62@bactNOG,0EV7S@cloNOG,0P3G4@firmNOG,COG1032@NOG	radical SAM domain protein			SZUA-1494_465:12..1070	hypothetical protein	K21224				K21224
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01086									SZUA-1494_466:410..1039	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01087									SZUA-1494_466:c(1058..1999)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01088									SZUA-1494_466:c(2075..3019)	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01089									SZUA-1494_467:262..987	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01090	K03388	[EC:1.8.7.3][EC:1.8.98.4][EC:1.8.98.5][EC:1.8.98.6]	hdrA2	heterodisulfide reductase subunit A2	07EEV@bactNOG,0D0IR@chlNOG,COG1148@NOG	4Fe-4S ferredoxin iron-sulfur binding domain protein			SZUA-1494_467:c(1187..2512)	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC	K03388	K03388		K03388	K16886
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01091	K03389	[EC:1.8.7.3][EC:1.8.98.4][EC:1.8.98.5][EC:1.8.98.6]	hdrB2	heterodisulfide reductase subunit B2	086B8@bactNOG,0ENXY@cloNOG,0NGV4@firmNOG,COG2048@NOG	CoB--CoM heterodisulfide reductase (EC 1.8.98.1)			SZUA-1494_467:c(2521..3384)	8-methylmenaquinol:fumarate reductase membrane anchor subunit	K03389	K03389		K03389	K18928
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01092	K08484	[EC:2.7.3.9]	PTS-EI.PTSP, ptsP	phosphotransferase system, enzyme I, PtsP	05BZU@bactNOG,0XNMH@NOG,1DGRK@verNOG,1DNM3@verrNOG	GAF domain			SZUA-1494_469:c(1120..2679)	Globin-coupled histidine kinase	K08484	K08484			
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01093					05E8H@bactNOG,0D2Y3@chloNOG,0XQXB@NOG	Bacterial membrane protein YfhO			SZUA-1494_470:39..1637	hypothetical protein					
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01094	K06951		K06951	uncharacterized protein	08UNR@bactNOG,0NH5P@firmNOG,COG2316@NOG	Metal dependent phosphohydrolase			SZUA-1494_471:36..575	hypothetical protein	K06951			K06951	K06951
Anaerolineae_bacterium_SZUA-1494|SZUA-1494_01095									SZUA-1494_471:c(987..1145)	hypothetical protein					
