#Protein ID	KO	EC	KO protein ID	KO protein name	eggNOG OG	eggNOG HMM Desc.	nr annotation	nr phylogenetic assignment	genome position	Prokka annotation	KO (4 intergrated)	GhostKOALA KO	KAAS KO	eggNOG KO (1st)	eggNOG COG transferred KO
Candidatus_bacterium_SZUA-1403|SZUA-1403_00001	K02120		ATPVD, ntpD, atpD	V/A-type H+/Na+-transporting ATPase subunit D	05M56@bactNOG,0EQND@cloNOG,0NFD9@firmNOG,COG1394@NOG	Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)			SZUA-1403_1:c(221..877)	V-type sodium ATPase subunit D	K02120	K02120	K02120	K02120	K02149
Candidatus_bacterium_SZUA-1403|SZUA-1403_00474					05VYA@bactNOG,0QVWM@gproNOG,17K7B@proNOG,COG4628@NOG	Uncharacterized conserved protein (DUF2132)			SZUA-1403_66:4844..5074	DNA-binding protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00475									SZUA-1403_66:5100..5819	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00476									SZUA-1403_66:5871..6155	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00477	K01676	[EC:4.2.1.2]	E4.2.1.2A, fumA, fumB	fumarate hydratase, class I	04SCJ@bacNOG,07GFK@bactNOG,0ND75@firmNOG,COG1838@NOG,COG1951@NOG	hydro-lyase, Fe-S type, tartrate fumarate subfamily, alpha subunit			SZUA-1403_66:c(6427..7905)	L(+)-tartrate dehydratase subunit beta	K01676	K01676		K01676	K03779
Candidatus_bacterium_SZUA-1403|SZUA-1403_00478	K00067	[EC:1.1.1.133]	rfbD, rmlD	dTDP-4-dehydrorhamnose reductase	0KS4Y@eurNOG,0WK1P@methaNOG,COG1091@NOG,arCOG01367@arNOG	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)			SZUA-1403_66:8017..9036	dTDP-4-dehydrorhamnose reductase	K00067	K00067		K00067	
Candidatus_bacterium_SZUA-1403|SZUA-1403_00479	K01494	[EC:3.5.4.13]	dcd	dCTP deaminase	05DHP@bactNOG,COG0717@NOG	deoxycytidine triphosphate deaminase			SZUA-1403_66:c(9092..9679)	dCTP deaminase	K01494	K01494		K01494	K09887
Candidatus_bacterium_SZUA-1403|SZUA-1403_00480	K00962	[EC:2.7.7.8]	pnp, PNPT1	polyribonucleotide nucleotidyltransferase	05C62@bactNOG,0ENWB@cloNOG,0NDC5@firmNOG,COG1185@NOG	Involved in mRNA degradation. Hydrolyzes single-stranded polyribonucleotides processively in the 3'- to 5'-direction (By similarity)			SZUA-1403_67:c(17..2146)	Polyribonucleotide nucleotidyltransferase	K00962	K00962		K00962	K00962
Candidatus_bacterium_SZUA-1403|SZUA-1403_00481	K00790	[EC:2.5.1.7]	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	05CDF@bactNOG,0GAT4@delNOG,0HBW5@dproNOG,16PC4@proNOG,COG0766@NOG	Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine (By similarity)			SZUA-1403_67:c(2210..3538)	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	K00790	K00790		K00790	K00790
Candidatus_bacterium_SZUA-1403|SZUA-1403_00482	K19055	[EC:3.1.1.-]	prdX, proX	Ala-tRNA(Pro) deacylase	08ZQX@bactNOG,0ERWD@cloNOG,0NKS8@firmNOG,COG3760@NOG	YbaK proline--tRNA ligase associated domain protein			SZUA-1403_67:c(3604..4104)	Prolyl-tRNA editing protein ProX	K19055	K19055		K19055	
Candidatus_bacterium_SZUA-1403|SZUA-1403_00483	K03587	[EC:3.4.16.4]	ftsI	cell division protein FtsI (penicillin-binding protein 3)	05CJN@bactNOG,0ENN1@cloNOG,0ND4V@firmNOG,COG0768@NOG	Stage V sporulation protein D			SZUA-1403_68:c(340..2757)	Stage V sporulation protein D	K03587			K03587	K21468
Candidatus_bacterium_SZUA-1403|SZUA-1403_00484	K00537	[EC:1.20.4.1]	ARSC1, arsC	arsenate reductase	05K89@bactNOG,0QTPI@gproNOG,17FEH@proNOG,COG1393@NOG	arsenate reductase			SZUA-1403_68:c(2760..3134)	putative protein YfgD	K00537	K00537		K00537	K16509
Candidatus_bacterium_SZUA-1403|SZUA-1403_00485	K19302	[EC:3.6.1.27]	bcrC	undecaprenyl-diphosphatase	04WGM@bacNOG,07YJ2@bactNOG,0P3JR@firmNOG,COG0671@NOG	PAP2 Family			SZUA-1403_68:c(3131..3799)	Phosphatidylglycerophosphatase B	K19302	K19302		K19302	K19803
Candidatus_bacterium_SZUA-1403|SZUA-1403_00486									SZUA-1403_68:c(3823..4749)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00487	K01881	[EC:6.1.1.15]	PARS, proS	prolyl-tRNA synthetase	07R1M@bactNOG,1DH4I@verNOG,COG0442@NOG	Catalyzes the attachment of proline to tRNA(Pro) in a two-step reaction proline is first activated by ATP to form Pro- AMP and then transferred to the acceptor end of tRNA(Pro) (By similarity)			SZUA-1403_68:c(4765..5982)	Proline--tRNA ligase	K01881	K01881		K01881	K01881
Candidatus_bacterium_SZUA-1403|SZUA-1403_00488									SZUA-1403_69:699..908	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00489	K02316	[EC:2.7.7.-]	dnaG	DNA primase	05DG1@bactNOG,0NDNZ@firmNOG,0X21J@negNOG,COG0568@NOG	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released (By similarity)			SZUA-1403_69:1028..2143	RNA polymerase sigma factor SigA	K02316			K02316	K03089
Candidatus_bacterium_SZUA-1403|SZUA-1403_00490	K10679	[EC:1.-.-.-][EC:1.5.1.34]	nfnB, nfsB	nitroreductase / dihydropteridine reductase	08RCM@bactNOG,09DV5@bctoNOG,0P9M7@flaNOG,COG0778@NOG	nitroreductase			SZUA-1403_69:2172..2780	Putative NAD(P)H nitroreductase YfkO	K10679			K10679	K21375
Candidatus_bacterium_SZUA-1403|SZUA-1403_00491	K03111		ssb	single-strand DNA-binding protein	05Z8H@bactNOG,0G802@deiNOG,COG0629@NOG	single-stranded DNA-binding protein			SZUA-1403_70:c(395..1228)	Single-stranded DNA-binding protein	K03111	K03111		K03111	K03111
Candidatus_bacterium_SZUA-1403|SZUA-1403_00492	K21472	[EC:3.4.-.-]	lytH	peptidoglycan LD-endopeptidase LytH	05DR5@bactNOG,1C853@synNOG,COG0739@NOG	peptidase M23			SZUA-1403_70:c(1329..2552)	Murein hydrolase activator NlpD	K21472				K21472
Candidatus_bacterium_SZUA-1403|SZUA-1403_00495									SZUA-1403_70:c(2886..3734)	Prolipoprotein diacylglyceryl transferase					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00496	K01657	[EC:4.1.3.27]	trpE	anthranilate synthase component I	0KRYD@eurNOG,0WRBC@metNOG,COG0147@NOG,arCOG02014@arNOG	anthranilate synthase component i			SZUA-1403_70:c(3826..5484)	Anthranilate synthase component 1	K01657	K01657		K01657	
Candidatus_bacterium_SZUA-1403|SZUA-1403_00497									SZUA-1403_70:5607..7214	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00498	K11175	[EC:2.1.2.2]	purN	phosphoribosylglycinamide formyltransferase 1	08V3E@bactNOG,0QJP5@gproNOG,16RFN@proNOG,COG0299@NOG	phosphoribosylglycinamide formyltransferase			SZUA-1403_70:7223..7789	Phosphoribosylglycinamide formyltransferase	K11175	K11175		K11175	K11175
Candidatus_bacterium_SZUA-1403|SZUA-1403_00499	K01358	[EC:3.4.21.92]	clpP, CLPP	ATP-dependent Clp protease, protease subunit	04RVT@bacNOG,05CCQ@bactNOG,0NECV@firmNOG,COG0740@NOG	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins (By similarity)			SZUA-1403_70:c(7835..8452)	ATP-dependent Clp protease proteolytic subunit	K01358	K01358	K01358	K01358	K01358
Candidatus_bacterium_SZUA-1403|SZUA-1403_00501	K01921	[EC:6.3.2.4]	ddl	D-alanine-D-alanine ligase	05CPF@bactNOG,0I73B@eryNOG,0ND93@firmNOG,COG1181@NOG	Cell wall formation (By similarity)			SZUA-1403_71:c(1904..3100)	Vancomycin/teicoplanin A-type resistance protein VanA	K01921	K01921		K01921	K18856
Candidatus_bacterium_SZUA-1403|SZUA-1403_00502	K02428	[EC:3.6.1.66]	rdgB	XTP/dITP diphosphohydrolase	08V82@bactNOG,0ESNP@cloNOG,0NI88@firmNOG,COG0127@NOG	Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)			SZUA-1403_71:c(3163..3744)	dITP/XTP pyrophosphatase	K02428	K02428		K02428	K02428
Candidatus_bacterium_SZUA-1403|SZUA-1403_00503	K20530		trbE	type IV secretion system protein TrbE	05DTV@bactNOG,COG3451@NOG	traE protein			SZUA-1403_71:c(3766..4446)	hypothetical protein	K20530				K20530
Candidatus_bacterium_SZUA-1403|SZUA-1403_00504									SZUA-1403_71:c(4452..4970)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00505	K00554	[EC:2.1.1.228]	trmD	tRNA (guanine37-N1)-methyltransferase	05D6X@bactNOG,0ENS7@cloNOG,0NE14@firmNOG,COG0336@NOG	Specifically methylates guanosine-37 in various tRNAs (By similarity)			SZUA-1403_72:137..1093	tRNA (guanine-N(1)-)-methyltransferase	K00554	K00554		K00554	K00554
Candidatus_bacterium_SZUA-1403|SZUA-1403_00507	K03778	[EC:1.1.1.28]	ldhA	D-lactate dehydrogenase	05C5I@bactNOG,0EQQ4@cloNOG,0NGCA@firmNOG,COG1052@NOG	Dehydrogenase			SZUA-1403_72:1400..2464	D-lactate dehydrogenase	K03778	K03778		K00090	K18916
Candidatus_bacterium_SZUA-1403|SZUA-1403_00508	K08303	[EC:3.4.-.-]	K08303	putative protease	05CFP@bactNOG,0B86H@bproNOG,16Q5B@proNOG,COG0826@NOG	peptidase, U32			SZUA-1403_72:2521..3981	putative protease YdcP	K08303	K08303		K08303	K08303
Candidatus_bacterium_SZUA-1403|SZUA-1403_00509	K02493	[EC:2.1.1.297]	hemK, prmC, HEMK	release factor glutamine methyltransferase	02FCR@aquNOG,05EQY@bactNOG,COG2890@NOG	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif (By similarity)			SZUA-1403_72:4000..4935	Release factor glutamine methyltransferase	K02493	K02493		K02493	K21515
Candidatus_bacterium_SZUA-1403|SZUA-1403_00510	K00963	[EC:2.7.7.9]	UGP2, galU, galF	UTP--glucose-1-phosphate uridylyltransferase	04RZT@bacNOG,05C3Y@bactNOG,0NDTB@firmNOG,COG1210@NOG	UTP-glucose-1-phosphate uridylyltransferase			SZUA-1403_72:c(4966..5874)	UTP--glucose-1-phosphate uridylyltransferase	K00963	K00963		K00963	K00963
Candidatus_bacterium_SZUA-1403|SZUA-1403_00511	K03979	[EC:3.6.5.-]	obgE, cgtA	GTPase	05C9R@bactNOG,0QER5@fusoNOG,COG0536@NOG	An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate (By similarity). It may play a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control			SZUA-1403_72:c(5894..7240)	GTPase Obg	K03979	K03979	K03979	K03979	K03979
Candidatus_bacterium_SZUA-1403|SZUA-1403_00512	K03074		secF	preprotein translocase subunit SecF	07SBW@bactNOG,0EQM2@cloNOG,0NF0N@firmNOG,COG0341@NOG	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA (By similarity)			SZUA-1403_72:c(7259..8230)	Protein translocase subunit SecF	K03074	K03074		K03074	K12257
Candidatus_bacterium_SZUA-1403|SZUA-1403_00513	K00600	[EC:2.1.2.1]	glyA, SHMT	glycine hydroxymethyltransferase	05C65@bactNOG,COG0112@NOG	Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism (By similarity)			SZUA-1403_72:9057..10331	Serine hydroxymethyltransferase	K00600	K00600		K00600	K00600
Candidatus_bacterium_SZUA-1403|SZUA-1403_00514	K02500	[EC:4.1.3.-]	hisF	cyclase	05C0S@bactNOG,0ND6W@firmNOG,COG0107@NOG	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit (By similarity)			SZUA-1403_72:10405..11169	Imidazole glycerol phosphate synthase subunit HisF	K02500	K02500		K01663	K02500
Candidatus_bacterium_SZUA-1403|SZUA-1403_00515	K01409	[EC:2.3.1.234]	KAE1, tsaD, QRI7	N6-L-threonylcarbamoyladenine synthase	05CPM@bactNOG,COG0533@NOG	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine (By similarity)			SZUA-1403_72:c(11186..12250)	tRNA N6-adenosine threonylcarbamoyltransferase	K01409	K01409		K01409	K15904
Candidatus_bacterium_SZUA-1403|SZUA-1403_00516	K03466		ftsK, spoIIIE	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	05CNU@bactNOG,0GBAC@delNOG,0HCPW@dproNOG,16RI4@proNOG,COG1674@NOG	cell division protein FtsK			SZUA-1403_72:12338..14788	DNA translocase FtsK	K03466	K03466		K03466	K03466
Candidatus_bacterium_SZUA-1403|SZUA-1403_00517	K01873	[EC:6.1.1.9]	VARS, valS	valyl-tRNA synthetase	05CA4@bactNOG,0EP7G@cloNOG,0NDZP@firmNOG,COG0525@NOG	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner (By similarity)			SZUA-1403_72:c(15173..16447)	Valine--tRNA ligase	K01873	K01873		K01873	K01873
Candidatus_bacterium_SZUA-1403|SZUA-1403_00518									SZUA-1403_73:156..449	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00519					05CDY@bactNOG,0G4ZI@defNOG,COG0217@NOG	transcriptional regulatory protein			SZUA-1403_73:625..1401	putative transcriptional regulatory protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00520	K13283		fieF	ferrous-iron efflux pump FieF	076HS@bactNOG,COG0053@NOG	cation diffusion facilitator family transporter			SZUA-1403_73:1413..2360	Ferrous-iron efflux pump FieF	K13283	K13283		K13283	K13283
Candidatus_bacterium_SZUA-1403|SZUA-1403_00521	K13993		HSP20	HSP20 family protein	05VN1@bactNOG,0GFRM@delNOG,0I46X@eproNOG,17JY7@proNOG,COG0071@NOG	heat shock protein hsp20			SZUA-1403_73:2348..2746	Spore protein SP21	K13993	K13993		K13993	K13993
Candidatus_bacterium_SZUA-1403|SZUA-1403_00522									SZUA-1403_73:2761..2850	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00523									SZUA-1403_73:3121..3672	Regulatory protein RecX					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00524	K01929	[EC:6.3.2.10]	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	07EES@bactNOG,099EY@bctoNOG,0FVK0@cytNOG,COG0770@NOG	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein (By similarity)			SZUA-1403_73:3709..5163	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	K01929	K01929		K01929	K21612
Candidatus_bacterium_SZUA-1403|SZUA-1403_00525	K00604	[EC:2.1.2.9]	MTFMT, fmt	methionyl-tRNA formyltransferase	05CAE@bactNOG,1CFHK@therNOG,COG0223@NOG	Modifies the free amino group of the aminoacyl moiety of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by (I) promoting its recognition by IF2 and (II) impairing its binding to EFTu-GTP (By similarity)			SZUA-1403_73:5186..6217	Methionyl-tRNA formyltransferase	K00604	K00604		K00604	K19640
Candidatus_bacterium_SZUA-1403|SZUA-1403_00526	K09903	[EC:2.7.4.22]	pyrH	uridylate kinase	05C41@bactNOG,0ENW4@cloNOG,0NDC1@firmNOG,COG0528@NOG	Catalyzes the reversible phosphorylation of UMP to UDP (By similarity)			SZUA-1403_73:6243..6938	Uridylate kinase	K09903	K09903		K09903	K09903
Candidatus_bacterium_SZUA-1403|SZUA-1403_00527									SZUA-1403_73:6956..8449	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00528	K18682	[EC:3.1.-.-]	rny	ribonucrease Y	05E4Y@bactNOG,0ENPX@cloNOG,0ND70@firmNOG,COG1418@NOG	Endoribonuclease that initiates mRNA decay (By similarity)			SZUA-1403_73:8549..10111	Ribonuclease Y	K18682	K18682		K18682	K18682
Candidatus_bacterium_SZUA-1403|SZUA-1403_00529					0KSA6@eurNOG,0WM3S@methaNOG,COG2244@NOG,arCOG02209@arNOG	biosynthesis protein			SZUA-1403_73:10125..11690	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00531	K01868	[EC:6.1.1.3]	TARS, thrS	threonyl-tRNA synthetase	05C22@bactNOG,0D19A@chloNOG,COG0441@NOG	Threonyl-tRNA synthetase			SZUA-1403_73:c(12015..13823)	Threonine--tRNA ligase	K01868	K01868		K01868	K01868
Candidatus_bacterium_SZUA-1403|SZUA-1403_00533	K20932	[EC:1.7.2.7]	K20932	hydrazine synthase subunit	COG3391@NOG	40-residue yvtn family beta-propeller repeat protein			SZUA-1403_73:14305..15753	hypothetical protein	K20932				K20932
Candidatus_bacterium_SZUA-1403|SZUA-1403_00534	K07007		K07007	uncharacterized protein	05CBX@bactNOG,0EPSX@cloNOG,0NE6V@firmNOG,COG2081@NOG	HI0933 family			SZUA-1403_73:c(15804..17090)	hypothetical protein	K07007			K07007	K07007
Candidatus_bacterium_SZUA-1403|SZUA-1403_00535					05QMD@bactNOG,0BA62@bproNOG,0XT9G@NOG,16TV8@proNOG				SZUA-1403_73:c(17074..18174)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00536	K07447	[EC:3.1.-.-]	ruvX	putative holliday junction resolvase	08Z08@bactNOG,0ETDW@cloNOG,0NJ78@firmNOG,COG0816@NOG	Could be a nuclease that resolves Holliday junction intermediates in genetic recombination (By similarity)			SZUA-1403_73:c(18207..18683)	Putative pre-16S rRNA nuclease	K07447	K07447		K07447	K07447
Candidatus_bacterium_SZUA-1403|SZUA-1403_00537	K01462	[EC:3.5.1.88]	PDF, def	peptide deformylase	08Z02@bactNOG,1ANB2@spiNOG,COG0242@NOG	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions (By similarity)			SZUA-1403_73:18795..19286	Peptide deformylase	K01462	K01462	K01462	K01462	K01462
Candidatus_bacterium_SZUA-1403|SZUA-1403_00538									SZUA-1403_73:19307..19594	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00539	K02335	[EC:2.7.7.7]	polA	DNA polymerase I	05C2M@bactNOG,0D1CT@chloNOG,COG0258@NOG,COG0749@NOG	DNA polymerase I			SZUA-1403_73:c(19591..20520)	DNA polymerase I	K02335	K02335		K02335	K02335
Candidatus_bacterium_SZUA-1403|SZUA-1403_00540	K00703	[EC:2.4.1.21]	glgA	starch synthase	05CXW@bactNOG,0D1EU@chloNOG,COG0297@NOG	Synthesizes alpha-1,4-glucan chains using ADP-glucose (By similarity)			SZUA-1403_73:20664..21278	Glycogen synthase	K00703			K00703	K20812
Candidatus_bacterium_SZUA-1403|SZUA-1403_00541					066K7@bactNOG,0R80M@gproNOG,12B9M@NOG,17Q4V@proNOG				SZUA-1403_73:21468..21698	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00542									SZUA-1403_73:21726..21929	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00543	K01653	[EC:2.2.1.6]	E2.2.1.6S, ilvH, ilvN	acetolactate synthase I/III small subunit	00HCY@actNOG,08ZP8@bactNOG,COG0440@NOG	acetolactate synthase (small subunit)			SZUA-1403_73:21949..22422	Acetolactate synthase small subunit	K01653	K01653		K01653	K01653
Candidatus_bacterium_SZUA-1403|SZUA-1403_00544	K01733	[EC:4.2.3.1]	thrC	threonine synthase	07R5I@bactNOG,0R8E6@gproNOG,16USF@proNOG,COG0119@NOG,COG0498@NOG	Catalyzes the gamma-elimination of phosphate from L- phosphohomoserine and the beta-addition of water to produce L- threonine (By similarity)			SZUA-1403_74:c(623..2461)	Threonine synthase	K01733	K01733		K01733	K15527
Candidatus_bacterium_SZUA-1403|SZUA-1403_00545	K03702		uvrB	excinuclease ABC subunit B	04REB@bacNOG,05CCW@bactNOG,0NDQV@firmNOG,COG0556@NOG	damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage (By similarity)			SZUA-1403_74:2596..4650	UvrABC system protein B	K03702	K03702		K03702	K03702
Candidatus_bacterium_SZUA-1403|SZUA-1403_00546	K06881	[EC:3.1.3.7][EC:3.1.13.3]	nrnA	bifunctional oligoribonuclease and PAP phosphatase NrnA	05SFS@bactNOG,COG0618@NOG	phosphoesterase RecJ domain protein			SZUA-1403_74:4774..5847	Bifunctional oligoribonuclease and PAP phosphatase NrnA	K06881	K06881		K06881	K06881
Candidatus_bacterium_SZUA-1403|SZUA-1403_00547	K07739	[EC:2.3.1.48]	ELP3, KAT9	elongator complex protein 3	0KR9Y@eurNOG,0WPXY@methNOG,COG1243@NOG,arCOG01361@arNOG	histone acetyltransferase, ELP3 family			SZUA-1403_74:5869..8358	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR	K07739	K07739		K07739	
Candidatus_bacterium_SZUA-1403|SZUA-1403_00548									SZUA-1403_74:c(8372..9703)	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00549					04T70@bacNOG,08K3U@bactNOG,0NF6G@firmNOG,0YC9I@NOG	Conserved TM helix			SZUA-1403_74:9857..10576	hypothetical protein					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00550	K04485		radA, sms	DNA repair protein RadA/Sms	05DNJ@bactNOG,0EPM1@cloNOG,0NDEH@firmNOG,COG1066@NOG	May play a role in the repair of endogenous alkylation damage (By similarity)			SZUA-1403_74:10685..12142	DNA repair protein RadA	K04485	K04485		K04485	K04485
Candidatus_bacterium_SZUA-1403|SZUA-1403_00551	K17081		PHB2	prohibitin 2	07QX8@bactNOG,0QHSU@gproNOG,16QUJ@proNOG,COG0330@NOG	SPFH domain, Band 7 family protein			SZUA-1403_74:12210..13148	Protein QmcA	K17081				K17081
Candidatus_bacterium_SZUA-1403|SZUA-1403_00552					05PRM@bactNOG,11P5G@NOG	dihydroorotate			SZUA-1403_74:c(13251..14333)	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00553									SZUA-1403_74:c(14350..15009)	Orotate phosphoribosyltransferase					
Candidatus_bacterium_SZUA-1403|SZUA-1403_00554	K09680	[EC:2.7.1.33]	coaW	type II pantothenate kinase	08PSV@bactNOG,0ESX0@cloNOG,0NINR@firmNOG,109YT@NOG	Fumble			SZUA-1403_74:c(15388..16275)	Type II pantothenate kinase	K09680	K09680		K09680	
